,Aco2,Adgrg1,Afg3l2,Aif1,Aifm1,Ank,Apaf1,Apoe,Arc,Aspa,Atp5a1,Atp5b,Atp5c1,Atp5d,Atp5e,Atp5f1,Atp5g1,Atp5g2,Atp5g3,Atp5h,Atp5j,Atp5j2,Atp5k,Atp5l,Atp5o,Atp5s,Atpif1,Axl,B2m,Bcas1,Bcas3,Bdnf,Bnip3,Bnip3l,C1qa,C1qb,C1qc,C1qtnf1,C1qtnf3,C1ra,C2,C3,C3ar1,C4b,C5ar1,C5ar2,C8g,C9,Camk2a,Camk2b,Camk4,Casp3,Casp9,Ccl12,Ccl3,Ccl4,Ccl5,Ccl6,Ccl9,Cd200,Cd200r1,Cd47,Cd52,Cd63,Cd68,Cd74,Cd80,Cd83,Cd86,Cd9,Cebpb,Cers2,Cfb,Cfh,Cfp,Cldn11,Clpp,Clu,Cnp,Cntn1,Cntn2,Cntn4,Cntn5,Cntn6,Cox10,Cox11,Cox15,Cox17,Cox20,Cox4i1,Cox4i2,Cox5a,Cox5b,Cox6a1,Cox6a2,Cox6b1,Cox6b2,Cox6c,Cox7a1,Cox7a2,Cox7a2l,Cox7b,Cox7b2,Cox7c,Cox8a,Cox8b,Cr1l,Cr2,Creb1,Creb3l2,Crk,Crkl,Cs,Csf1,Csf1r,Csf2rb,Cspg4,Cst3,Cst7,Ctla2a,Ctla2b,Ctsa,Ctsb,Ctsc,Ctsd,Ctsl,Ctss,Ctsz,Cx3cl1,Cx3cr1,Cxcl10,Cxcl16,Cyc1,Cycs,Cyp51,Dhcr24,Dhcr7,Dlg1,Dlg2,Dlg4,Dlgap1,Dlgap2,Dlgap3,Dlst,Dnm1l,Dock1,Ebp,Egr1,Egr2,Elmo1,Elovl1,Elovl7,Enpp6,Ermn,Esrra,Esrrb,Fa2h,Fabp5,Fcgr1,Fcgr2b,Fcgr3,Fcnb,Fdft1,Fh1,Fig4,Fis1,Fos,Fosb,Fosl2,Fth1,Ftl1,Fundc1,Gad1,Gad2,Galc,Gas6,Gfap,Gjb1,Gjc2,Gltp,Gns,Gpc4,Gpnmb,Gpr17,Gpr34,Gpr37,Gpr37l1,Gpr84,Gpx3,Gria1,Gria2,Gria3,Grin1,Grin2a,Grin2b,Grin2c,Grin3a,Grm1,Grm2,Grm3,Grm5,Gulp1,H2-Aa,H2-Ab1,H2-D1,H2-DMb1,H2-Eb1,H2-K1,Hexb,Hk1,Hk2,Hmgcr,Hmgcs1,Hmox1,Homer1,Homer2,Htra2,Idh2,Idh3a,Idi1,Il18,Il1b,Il34,Il6,Inpp5d,Irf1,Irf3,Irf5,Irf7,Irf8,Itgam,Itgav,Itgax,Itgb2,Itgb3,Itgb5,Jun,Junb,Jund,Kctd17,Lag3,Lcn2,Ldha,Lgmn,Lonp1,Lpar1,Lpl,Lrp1,Lss,Lyz2,Mafb,Mag,Mal,Map1lc3a,Map1lc3b,Masp1,Masp2,Mbp,Mdh2,Megf10,Mertk,Mfge8,Mfn1,Mfn2,Mmp2,Mmp9,Mobp,Mog,Mpc1,Mpc2,Ms4a6c,Ms4a7,Msmo1,Msr1,Mt1,Mt2,Mtmr2,Mtor,Mvd,Mvk,Myo1d,Myrf,Ncam1,Ncam2,Ncmap,Ndrg1,Ndufa1,Ndufa10,Ndufa11,Ndufa12,Ndufa13,Ndufa2,Ndufa3,Ndufa4,Ndufa4l2,Ndufa5,Ndufa6,Ndufa7,Ndufa8,Ndufa9,Ndufab1,Ndufaf1,Ndufaf2,Ndufaf3,Ndufaf4,Ndufaf5,Ndufaf6,Ndufaf7,Ndufb10,Ndufb11,Ndufb2,Ndufb3,Ndufb4,Ndufb5,Ndufb6,Ndufb7,Ndufb8,Ndufb9,Ndufc1,Ndufc2,Ndufs1,Ndufs2,Ndufs3,Ndufs4,Ndufs5,Ndufs6,Ndufs7,Ndufs8,Ndufv1,Ndufv2,Ndufv3,Nfe2l2,Nfkb1,Nfkb2,Nfkbia,Ngf,Nkx2-2,Nlgn1,Nlgn2,Nlgn3,Nos2,Npas4,Nr4a1,Nrf1,Nrxn1,Nrxn2,Nrxn3,Nsdhl,Ntf3,Ogdh,Olig1,Olig2,Oma1,Opa1,Opalin,Optn,P2ry12,Pdgfra,Pdk1,Pdk2,Pdk4,Pfkm,Phb,Phb2,Pink1,Pkm,Pla2g7,Plat,Plaur,Plcg2,Pld3,Plp1,Pmp22,Ppargc1a,Ppargc1b,Ppp1r1b,Pros1,Prr18,Prr5l,Prx,Ptgs2,Ptpn11,Rac1,Rela,Relb,Runx1,Runx2,Sall1,Sco1,Sco2,Sdha,Sdhaf1,Sdhaf2,Sdhaf3,Sdhaf4,Sdhb,Sdhc,Sdhd,Serinc3,Serpine2,Serping1,Sgk1,Sh3tc2,Shank1,Shank2,Shank3,Siglech,Sirpa,Sirt2,Sla2,Slc17a6,Slc17a7,Slc25a1,Slc25a10,Slc25a11,Slc25a12,Slc25a13,Slc25a3,Slc25a4,Slc25a5,Snap23,Snap25,Socs3,Sorl1,Sox10,Sparcl1,Spg7,Spi1,Spp1,Sqle,Sqstm1,Srebf1,Srebf2,St18,Stat1,Stat3,Stat6,Steap4,Stx1a,Stx1b,Sucla2,Suclg1,Surf1,Syk,Syn1,Syn2,Syn3,Syp,Syt1,Syt11,Syt2,Syt4,Tfam,Tgfb1,Tgfbr1,Thbs1,Thbs2,Thbs4,Timm10,Timm13,Timm17a,Timm17b,Timm22,Timm23,Timm44,Timm50,Timm8a1,Timm8b,Timm9,Timp1,Timp2,Tlr2,Tlr4,Tlr7,Tlr9,Tmcc3,Tmem119,Tmem63a,Tnf,Tomm20,Tomm22,Tomm40,Tomm70a,Tppp,Trem2,Tspan2,Tyrobp,Ugt8a,Uqcc1,Uqcc2,Uqcc3,Uqcr10,Uqcr11,Uqcrb,Uqcrc1,Uqcrc2,Uqcrfs1,Uqcrh,Uqcrq,Vamp2,Vamp7,Vdac1,Vdac2,Vdac3,Vim,Vtn,Wasf3,Yme1l1,Zfp24
0,0.2009,0.0,0.0,1.531,0.0236,0.0263,0.0674,6.3845,0.0,0.0451,0.926,0.7223,0.7768,0.5334,1.228,0.7493,0.4146,0.7634,0.2297,1.0645,0.706,0.8164,0.6769,1.0861,0.2223,0.0525,0.838,0.3434,2.9173,0.0511,0.0283,0.0,0.0548,0.2967,4.3028,3.8501,3.7913,0.0,0.0,0.0264,0.2176,0.0,1.2551,1.113,1.4579,0.2458,0.0,0.0,0.0,0.0786,0.0,0.0,0.0263,1.7773,1.8539,1.8295,0.0379,0.3502,0.1896,0.0,0.0893,0.9357,0.7442,2.5293,1.4713,1.7737,0.0,2.0188,1.6388,0.4853,2.3887,0.2778,0.0,1.3756,0.3919,0.1335,0.0875,0.0478,0.097,0.0372,0.0,0.0,0.0,0.0,0.0264,0.0894,0.0,0.6612,0.2252,1.3425,0.0,0.6502,0.4766,0.6039,0.0,1.3108,0.0263,1.0342,0.0,0.7907,1.2726,0.3163,0.0,1.4297,1.5081,0.0,0.2539,0.0,0.0969,0.1516,0.1495,0.0,0.078,0.0,2.3979,0.226,0.0,4.5813,0.0,0.0283,0.6687,1.5129,3.2101,2.5305,2.7864,1.1298,2.6793,2.0956,0.0,0.6348,0.3341,0.8,0.1851,0.4173,0.0,0.0,0.0475,0.1759,0.0,0.0,0.0,0.0,0.0,0.0478,0.0947,0.083,0.3677,1.5508,0.596,0.2665,0.1042,0.0384,0.0,0.0,0.1045,0.0,0.0,0.2044,0.7532,1.2572,1.9571,0.0,0.0264,0.0635,0.0263,0.3396,3.0818,1.8035,0.7118,4.272,4.249,0.1118,0.0,0.0,0.1988,1.2846,0.029,0.0,0.0,0.4308,0.9951,0.0,0.0,0.0,0.5001,0.0,0.0,0.0384,0.2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4539,1.4472,2.496,0.8556,1.3399,2.1021,1.5813,0.0547,0.7942,0.0236,0.0568,0.9978,0.0264,0.0701,0.2155,0.5836,0.0579,0.0264,0.1624,1.7964,0.0,0.0731,0.7209,0.3995,0.133,0.3122,0.1288,0.8458,0.4779,0.126,0.0236,0.2908,0.0,0.8017,2.5897,2.7518,3.1935,0.0,0.0384,0.0,0.4544,2.1267,0.1001,0.0,0.1562,0.2739,0.0864,4.3018,0.5838,0.0734,0.0821,0.2039,0.8303,0.0,0.0,0.5405,0.4167,0.0,0.5225,0.0891,0.0498,0.0236,0.0,0.347,0.2932,0.0715,0.6641,0.2094,1.5726,2.0225,0.1203,0.3675,2.1095,0.2781,0.0519,0.0,0.0236,0.0,0.0283,0.0,0.0264,0.0,0.0,0.0,0.5526,0.0834,0.4963,0.4877,0.8646,0.693,0.5724,0.8356,0.0,0.5527,0.5031,1.1576,0.4216,0.1519,0.2921,0.0283,0.0372,0.1543,0.0384,0.0498,0.0,0.0478,0.4429,0.5002,0.1295,0.3205,0.5871,0.3115,0.2133,0.5209,0.4894,0.4352,0.2945,0.5854,0.0451,0.4689,0.1865,0.2889,0.4193,0.227,0.4072,0.3511,0.105,0.4171,0.1557,1.136,0.2509,0.0884,2.1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3595,0.0384,0.0,0.0951,0.0,0.0,0.0,0.1637,0.0,0.0,0.1333,0.115,0.0,0.0477,0.1626,0.0,0.0451,0.0283,0.0,0.0,0.2557,0.2283,0.132,0.3811,0.791,0.0,0.0867,0.1161,0.5464,0.9096,1.539,0.0,0.0547,0.0,0.1494,0.0,0.0,0.0,0.0263,0.0451,0.7654,0.2506,0.1441,0.7117,0.0,0.0,0.0,0.0,0.2542,0.0,0.0747,0.0,0.251,0.2763,0.2455,0.2695,2.2202,0.0,0.0,0.3246,0.0,0.0,0.0,0.0,0.5141,0.8391,0.3596,0.0,0.0,0.0264,0.0767,0.1464,0.2865,0.0554,0.0,1.3468,0.2789,0.6814,0.6439,0.0,1.2415,0.0,0.0,0.0236,0.2119,0.9009,0.2345,0.0,0.8403,0.0721,0.0527,0.0639,0.0437,0.3313,0.1825,0.0,0.0,0.0,0.0846,0.2095,0.0296,0.49,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0384,0.5003,0.4708,0.0,0.0,0.0,0.0437,0.4731,0.1679,0.0,0.0619,0.0283,0.1519,0.1744,0.0,0.1847,0.0,0.0,1.6865,1.1679,0.263,0.3235,0.0,0.4649,0.2379,0.0548,0.8091,0.6631,0.3801,0.2946,0.0283,0.0,1.3688,0.0,2.9589,0.102,0.0,0.4062,0.1961,0.6377,0.7034,0.7903,0.3518,0.1388,0.3726,0.8285,0.6863,0.1329,0.1113,0.2008,0.7087,0.2882,0.2139,0.0,0.0,0.2474,0.0396
1,0.2718,0.0,0.0,1.3673,0.1101,0.0735,0.1452,5.9175,0.0323,0.015,0.9312,1.1337,0.7934,0.6716,1.6199,0.6991,0.7383,1.1408,0.3208,1.3529,0.7937,1.0875,0.739,1.0882,0.5377,0.0195,0.936,0.4015,2.7633,0.0,0.0407,0.0,0.0885,0.4247,4.28,4.0835,3.7698,0.0,0.0,0.0,0.3218,0.0,1.3773,1.2892,1.7547,0.2456,0.0,0.0,0.0691,0.0407,0.0,0.0148,0.0,2.2609,2.2406,2.5115,0.0454,0.8144,1.244,0.0097,0.113,0.8777,1.1885,2.3828,1.8851,2.1491,0.0478,2.3562,1.334,0.2615,3.0196,0.3315,0.0,1.2407,0.2842,0.0126,0.053,0.06,0.1982,0.0239,0.0281,0.0,0.0,0.0,0.0232,0.0,0.0524,0.8035,0.2756,1.5832,0.0,0.8294,1.0634,0.8554,0.0,1.3032,0.0775,1.116,0.0,1.0869,1.1309,0.6143,0.0,1.4706,1.9832,0.0,0.2442,0.0,0.1195,0.0274,0.2487,0.0207,0.0965,0.0203,2.2698,0.2287,0.0,4.1747,0.0,0.0305,0.8319,1.3182,3.0027,2.6753,2.1843,1.443,3.0021,2.1111,0.0,0.6234,0.5684,1.0437,0.3711,0.2768,0.088,0.0181,0.0637,0.0682,0.0,0.0,0.0,0.0,0.0,0.089,0.0934,0.038,0.4353,2.152,0.581,0.1588,0.1582,0.0,0.0,0.0182,0.1905,0.0,0.0,0.2276,1.176,2.0159,2.0194,0.0,0.0,0.2054,0.0354,0.5216,2.9299,1.7067,0.964,4.3942,4.0557,0.3159,0.0,0.0,0.2893,1.4123,0.017,0.0,0.0315,0.6331,0.6972,0.0,0.0,0.0,0.3203,0.0295,0.0585,0.194,0.8732,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5871,1.5803,2.8138,0.6742,1.5316,2.2001,1.5011,0.0421,0.4448,0.0983,0.1035,0.8942,0.0557,0.0711,0.1587,0.6623,0.1604,0.0591,0.2039,2.3158,0.0,0.0125,0.538,0.3899,0.201,0.6173,0.1045,0.8329,0.502,0.1496,0.0738,0.7456,0.0,0.7136,2.4282,3.0218,3.2094,0.0,0.0239,0.1148,0.3432,2.2987,0.0854,0.0,0.0302,0.3398,0.015,4.3202,1.0256,0.1418,0.0798,0.447,0.7059,0.0,0.0,0.4114,0.4251,0.0,0.3489,0.0724,0.0238,0.0403,0.0,0.0461,0.1906,0.0595,0.5138,0.3259,2.1236,1.7584,0.0794,0.6558,2.8262,0.6979,0.0715,0.0588,0.0,0.0295,0.0,0.0,0.0134,0.0,0.0,0.0125,0.55,0.3232,0.4191,0.3786,0.9121,0.8794,0.738,1.0645,0.0,0.4414,0.7732,0.6748,0.3553,0.3897,0.626,0.0,0.0673,0.089,0.0717,0.0097,0.0298,0.0941,0.5598,0.6471,0.3429,0.5936,0.5143,0.4214,0.2638,0.5646,0.6919,0.764,0.4489,0.6934,0.0688,0.5551,0.3565,0.3716,0.5694,0.4363,0.5333,0.3196,0.2309,0.3129,0.4578,1.8327,0.7659,0.1849,2.2191,0.0,0.0143,0.0,0.0181,0.0,0.0,0.0,1.6073,0.0648,0.0439,0.0353,0.0292,0.036,0.0,0.1946,0.038,0.0247,0.0904,0.0481,0.015,0.0406,0.2499,0.0,0.0097,0.057,0.0,0.0,0.2317,0.2115,0.2369,0.5346,1.3782,0.0,0.1133,0.1656,0.3226,0.5696,1.1727,0.0,0.016,0.0576,0.1219,0.044,0.058,0.0,0.3199,0.1043,0.9597,0.281,0.115,0.9341,0.0198,0.0,0.0126,0.0909,0.4773,0.1154,0.0805,0.0629,0.3049,0.4931,0.1706,0.4477,2.5917,0.0754,0.0,0.3212,0.0,0.0,0.0,0.0,0.4067,0.7901,0.5203,0.0,0.0,0.083,0.1029,0.016,0.267,0.033,0.0,1.3653,0.3793,1.2143,0.7044,0.03,2.0151,0.1025,0.0,0.0935,0.0677,1.3964,0.0244,0.0295,0.5665,0.0,0.1334,0.0,0.0947,0.5792,0.1407,0.0,0.0097,0.0,0.124,0.2214,0.0721,0.3717,0.0,0.0,0.0,0.0,0.0,0.1117,0.0,0.0,0.0335,0.6622,0.5656,0.0,0.0,0.0,0.0915,0.4902,0.219,0.1594,0.0175,0.015,0.0716,0.1243,0.0,0.2705,0.1264,0.0,1.1488,0.981,0.2511,0.4157,0.0143,0.3466,0.0935,0.1732,0.6918,0.646,0.4934,0.159,0.1196,0.0242,1.6024,0.0424,3.0759,0.0,0.0729,0.3256,0.2427,0.7484,0.9334,1.1186,0.3297,0.2824,0.2804,1.3068,0.6933,0.1995,0.1217,0.3436,0.5901,0.3157,0.4652,0.0,0.0237,0.2089,0.0182
2,0.2849,0.0,0.0712,1.8484,0.0678,0.0868,0.1103,6.0781,0.0,0.0217,0.8421,1.1252,0.6371,0.6784,1.3251,0.8356,0.6976,1.0543,0.4194,1.204,0.8785,1.1756,0.5384,1.1332,0.5107,0.0501,0.9823,0.5488,2.9631,0.0229,0.0398,0.0,0.1076,0.3774,4.3081,4.1397,3.8418,0.0,0.0,0.0131,0.1356,0.0736,1.196,0.9023,1.6356,0.1766,0.0,0.0,0.0,0.013,0.0097,0.0702,0.0488,1.853,2.4782,2.5545,0.0573,0.6806,0.3744,0.0,0.2286,0.9853,1.2591,2.186,1.9132,2.3564,0.0724,2.4812,1.4122,0.4276,2.6902,0.5522,0.0,1.0771,0.3687,0.0556,0.0828,0.0919,0.3139,0.0,0.0213,0.0,0.0,0.0,0.0552,0.034,0.0573,0.5861,0.3904,1.8473,0.0,0.7847,0.7463,1.0052,0.0,1.146,0.0745,1.2224,0.0,0.8946,1.2497,0.6317,0.0,1.4093,1.673,0.0206,0.3171,0.0,0.1677,0.0566,0.2312,0.0,0.124,0.016,2.3948,0.1656,0.0,4.4556,0.0,0.0567,0.8305,1.6807,3.0747,2.8593,2.6056,1.4126,2.8382,2.383,0.0,1.4037,0.4377,1.2935,0.446,0.4957,0.0927,0.0645,0.0172,0.1101,0.0,0.0,0.0,0.0,0.0,0.1305,0.0524,0.0358,0.4368,1.5347,0.5714,0.3083,0.1212,0.0,0.0,0.057,0.0656,0.0,0.0,0.2441,1.028,1.3235,1.8778,0.0,0.0131,0.1781,0.0206,0.5231,2.8165,1.7961,0.894,4.5209,4.1904,0.2323,0.0,0.0,0.2446,1.4823,0.0,0.0,0.0,0.721,0.7881,0.0,0.0,0.0769,0.7056,0.0383,0.0323,0.0747,0.3983,0.0,0.0503,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,1.7226,1.6446,3.0738,0.8264,1.7165,2.55,1.8496,0.048,0.5022,0.0608,0.1236,0.8515,0.0799,0.0364,0.2949,0.5577,0.0645,0.0546,0.1978,2.293,0.0,0.0389,0.832,0.381,0.164,0.5889,0.1025,0.9874,0.4054,0.2664,0.0608,0.488,0.0,0.8801,2.5014,2.7182,3.1362,0.0,0.058,0.0,0.4272,2.3844,0.0928,0.0,0.0671,0.4942,0.0262,4.4204,1.0922,0.2018,0.0789,0.3818,0.696,0.0,0.0,0.3857,0.3308,0.0117,0.4773,0.0317,0.0692,0.0398,0.0142,0.114,0.1843,0.0575,0.5712,0.3581,1.52,2.2464,0.1785,0.4411,1.9985,0.1864,0.0849,0.0442,0.0,0.1,0.0116,0.0,0.0,0.0,0.0065,0.0518,0.6849,0.327,0.3305,0.6005,0.7527,0.8637,0.6627,0.9384,0.0,0.5131,0.5629,1.0076,0.3781,0.3418,0.3637,0.0404,0.1132,0.1301,0.0936,0.0,0.0065,0.1207,0.5315,0.7252,0.468,0.6689,0.6522,0.5245,0.2065,0.6951,0.6636,0.5158,0.4353,0.918,0.1223,0.3252,0.3539,0.1586,0.5404,0.3512,0.5098,0.4146,0.1905,0.2725,0.5236,1.597,0.484,0.1704,2.0202,0.0,0.0,0.0113,0.0963,0.0,0.0,0.0,1.6947,0.0604,0.0664,0.0,0.0105,0.0247,0.0,0.2511,0.0548,0.0102,0.0717,0.0591,0.0067,0.023,0.2824,0.0177,0.0808,0.0276,0.0,0.0198,0.4497,0.3922,0.1705,0.3919,0.9768,0.0,0.0336,0.1026,0.4918,0.8003,1.3849,0.0,0.0,0.0127,0.2431,0.0,0.0414,0.0,0.1447,0.167,1.1713,0.4837,0.2481,0.8015,0.0,0.0168,0.0217,0.0741,0.3877,0.062,0.1395,0.0145,0.1948,0.4414,0.2205,0.34,2.5097,0.0508,0.0,0.2944,0.0,0.0,0.0,0.0,0.2364,0.8414,0.4531,0.0,0.0,0.0,0.0938,0.1558,0.4261,0.0466,0.0,1.2979,0.4957,1.1911,0.6965,0.0,1.136,0.0584,0.0,0.1464,0.1344,1.335,0.0594,0.0082,0.8121,0.0362,0.2016,0.0127,0.2297,0.5654,0.2952,0.0181,0.0,0.0,0.0866,0.3058,0.1498,0.4465,0.0,0.0,0.0,0.0,0.0,0.1435,0.0,0.0097,0.04,0.8584,0.5779,0.0079,0.0,0.0,0.0675,0.422,0.2593,0.2736,0.0749,0.0242,0.108,0.2529,0.0,0.234,0.0654,0.0,1.3818,1.0423,0.2129,0.4926,0.01,0.4637,0.2679,0.1847,0.8837,0.8083,0.3723,0.0923,0.1546,0.0486,1.8321,0.0651,3.1856,0.024,0.0741,0.3904,0.2577,0.6711,0.8756,0.9453,0.344,0.1459,0.2731,1.1166,0.7651,0.2733,0.0629,0.3397,0.9341,0.3542,0.5735,0.0387,0.0,0.1907,0.0364
3,0.1679,0.068,0.1104,1.6224,0.1215,0.2686,0.1555,6.3218,0.0221,0.0471,0.9915,1.168,1.0311,0.6928,1.0986,1.0244,0.8535,0.9579,0.6718,1.2346,1.0702,1.2507,0.6268,0.9479,0.7753,0.0237,1.448,0.2787,2.4435,0.027,0.029,0.0,0.1633,0.5501,4.3149,4.2141,3.9091,0.0,0.0,0.0279,0.3029,0.0426,1.2816,1.3651,1.2916,0.1011,0.0,0.0,0.0159,0.0424,0.0174,0.0558,0.1329,1.3171,1.9554,1.7534,0.0105,0.6081,0.5195,0.0398,0.2563,0.8412,0.4361,2.7672,2.2472,0.5658,0.0191,1.7795,1.023,0.3959,2.0021,0.4751,0.0,1.3907,0.5697,0.2367,0.1953,0.1291,0.5919,0.037,0.0734,0.0,0.0,0.0,0.0221,0.0,0.0488,0.5866,0.2996,1.9867,0.0,0.851,1.0345,0.8539,0.0313,1.3781,0.1108,1.3254,0.0698,1.0505,1.2333,0.8247,0.0,1.4415,1.9147,0.0,0.3221,0.0,0.1705,0.066,0.223,0.0,0.0868,0.0488,2.2124,0.1961,0.0,4.46,0.0,0.0606,0.8379,1.7542,3.1989,2.6963,2.9993,1.8874,2.5901,2.328,0.0,0.478,0.2576,0.7582,0.3635,0.4107,0.0709,0.0445,0.0402,0.1387,0.0125,0.0,0.0,0.0,0.0,0.142,0.0608,0.1565,0.35,1.7846,0.5197,0.2199,0.3837,0.0964,0.0289,0.2259,0.1504,0.0,0.0612,0.2881,1.054,1.4089,2.0234,0.0,0.0578,0.3071,0.0263,0.7974,2.4544,1.0836,0.5766,4.7214,4.7401,0.2603,0.0,0.0,0.1947,2.2995,0.0184,0.0781,0.0635,0.8234,0.6326,0.0121,0.0,0.0638,0.8472,0.0347,0.0,0.2794,0.7077,0.0236,0.0488,0.0,0.0,0.0,0.009,0.037,0.0,0.0,0.0,0.0137,0.0284,0.0,0.1422,0.1441,2.3942,0.4867,0.1667,1.9122,1.5838,0.0253,0.406,0.1058,0.0588,1.3145,0.0786,0.0391,0.1309,0.9343,0.1817,0.1989,0.3713,1.2486,0.0,0.0475,0.469,0.5738,0.1119,0.5822,0.0686,0.8879,0.3065,0.1076,0.0,0.4888,0.0206,0.6141,2.499,2.623,2.7958,0.0,0.1034,0.0,0.4724,2.5871,0.1727,0.0284,0.0673,0.5217,0.009,4.6241,0.7569,0.3471,0.1331,0.5402,0.9669,0.0,0.0,0.7054,0.3224,0.0,0.4589,0.12,0.1036,0.0609,0.0212,0.0284,0.1772,0.0996,0.5419,0.6851,1.6287,2.3108,0.2878,0.3386,2.301,0.4134,0.153,0.0184,0.0292,0.0595,0.0374,0.0586,0.087,0.0079,0.0,0.164,0.4827,0.3218,0.4317,0.4866,1.1444,1.066,0.3831,1.4885,0.0,0.4297,0.736,1.1385,0.6165,0.1415,0.5102,0.0842,0.1846,0.1581,0.0141,0.0449,0.0166,0.1137,0.6444,0.7325,0.3629,0.8645,0.4893,0.7121,0.3399,0.7262,0.7818,0.9171,0.5845,0.9781,0.0885,0.4255,0.3157,0.3223,0.5311,0.4454,0.8337,0.5472,0.3182,0.5319,0.4137,1.0439,0.5581,0.0414,1.9777,0.0,0.0125,0.0,0.0405,0.0,0.0,0.0,1.2377,0.0441,0.0159,0.0079,0.0,0.0491,0.0,0.2248,0.1022,0.0204,0.0789,0.1287,0.106,0.1158,0.7287,0.0,0.0546,0.0452,0.037,0.0358,0.4642,0.4817,0.3214,0.6507,1.2566,0.0,0.0432,0.1434,0.4651,0.7272,1.6766,0.0,0.0121,0.0,0.3534,0.0137,0.0494,0.0,0.1529,0.0601,1.2575,0.3287,0.1772,0.8763,0.0,0.0836,0.038,0.1499,0.5393,0.117,0.1025,0.0206,0.3343,0.5988,0.3167,0.3665,2.177,0.0775,0.0,0.2703,0.0,0.0266,0.0,0.0,0.4527,1.0439,0.5215,0.0,0.0,0.0144,0.158,0.1139,0.5301,0.0736,0.0184,1.5272,0.6751,1.5262,0.5863,0.0,1.3664,0.027,0.0999,0.0544,0.109,1.4689,0.0105,0.0,0.651,0.0541,0.0573,0.0264,0.1923,0.4529,0.2314,0.0176,0.0,0.0,0.1134,0.3496,0.2223,0.2778,0.016,0.0,0.0,0.0,0.0,0.3058,0.0,0.0,0.1399,0.9285,0.2568,0.0274,0.0,0.0,0.1563,0.5587,0.1792,0.2188,0.0841,0.0516,0.1087,0.1868,0.0555,0.5365,0.0736,0.0,1.5737,0.82,0.1419,0.2558,0.0,0.3685,0.1104,0.1211,0.8817,0.8225,0.4875,0.2012,0.055,0.0946,2.1802,0.0908,3.1718,0.0553,0.0188,0.4554,0.3497,0.7172,0.7893,1.0424,0.4503,0.4088,0.3732,1.1923,0.7733,0.1832,0.0845,0.4822,1.1531,0.4626,0.2849,0.0578,0.0,0.1379,0.0284
