celltype,Fos,Gltp,Junb,Runx2,Sgk1,Sla2
Astrocyte,0.38032301458742374,0.17012201839707708,0.3967274210484209,0.0017285527728711386,0.15691796761669524,0.0
Endothelial,2.330996186599553,0.41668189112271103,2.3966063683835146,0.001130041591474943,0.7536924820079982,0.0
Ependymal,0.6851585916646822,0.1692276465493863,0.7880725255280029,0.037995117773690565,0.8058362293665803,0.0005646525522855323
Microglia,3.0302824728729933,0.5657778490778358,3.69233198729989,0.001455776098294957,1.432887585147774,0.00018165116904155174
Neuron,1.4897145412832618,0.17107872848966682,1.2240776321090074,0.052056586718654256,0.2618339303955139,0.0
OPC,2.369701474580193,0.861999589838189,1.2851580914099794,0.058483932136839674,0.7121237944354804,0.003918656698689474
Oligodendrocyte,1.2262071364358627,1.5734194764951082,0.7495922691525941,0.0011205521774991295,2.435136648791302,0.00034127084625411975
Pericyte,0.9444310768526427,0.3365758300131681,2.9540035928390465,0.20003234655881413,0.27941375362629794,0.25570712405808116
VLMC,2.8374560809821534,0.7045742424486352,2.7336568278160027,0.0038502327829813784,0.2983001543463563,0.0
