,0,1,2,3,4,5
Pask,3,17,11,2,7,3
Ppp1r7,65,148,131,35,51,47
Ano7,0,0,0,0,1,0
Hdlbp,197,346,525,85,101,143
Sept2,67,208,143,60,88,76
Farp2,13,13,22,2,3,3
Stk25,63,174,136,49,38,70
Bok,39,172,53,89,104,42
Thap4,68,103,148,10,19,36
Gm10550,0,1,0,0,0,0
Atg4b,18,51,37,9,12,15
Dtymk,96,245,199,61,51,68
Ing5,14,33,23,14,13,9
D2hgdh,7,35,26,10,14,1
Gal3st2,0,0,1,0,0,0
Neu4,0,0,2,0,2,0
Pdcd1,3,0,1,0,1,0
Fam174a,225,530,378,86,140,110
St8sia4,16,65,17,10,30,8
Slco4c1,0,19,0,0,2,4
Panct2,0,8,0,0,0,0
Gm28901,0,2,1,0,0,0
D1Ertd622e,45,253,89,39,53,50
Ppip5k2,6,27,5,9,20,8
Gin1,34,72,105,21,32,28
Pam,53,120,118,26,35,30
1810006J02Rik,0,2,0,0,0,0
Gm7967,4,23,7,7,4,4
Gm28187,0,1,0,0,0,0
Cdh20,1,2,3,1,1,3
Rnf152,47,88,141,13,13,16
Gm17634,32,43,71,2,11,7
Pign,15,23,20,11,12,7
2310035C23Rik,31,70,65,22,35,25
Tnfrsf11a,6,7,6,4,6,2
Gm7160,2,9,3,0,3,2
Zcchc2,7,37,16,5,12,10
Gm20753,1,0,1,0,0,0
Phlpp1,23,68,75,25,19,27
Bcl2,28,98,96,41,43,52
Kdsr,34,72,88,24,18,30
Vps4b,47,201,135,39,57,62
Serpinb2,4,5,1,1,5,0
Serpinb10,3,25,5,2,7,1
Serpinb8,7,21,19,0,4,3
Gm15389,0,5,0,0,0,0
Cdh7,2,31,14,12,29,4
Cdh19,8,34,12,12,16,8
Gm29088,0,1,0,0,0,0
Dsel,5,55,22,10,21,15
9330185C12Rik,13,15,35,0,3,7
Tsn,185,568,429,162,215,179
Nifk,41,83,71,23,27,28
Clasp1,18,80,60,19,23,18
2900060B14Rik,6,27,5,17,9,6
Tfcp2l1,2,11,7,5,8,4
Gli2,1,13,3,3,3,2
Gm26831,0,1,0,0,0,0
Inhbb,7,24,8,10,20,9
Ralb,22,127,47,22,35,42
Gm27184,5,3,0,0,2,1
Tmem185b,11,50,29,16,17,16
Epb41l5,26,91,75,36,42,32
Ptpn4,15,63,52,21,28,14
Tmem177,8,15,17,0,8,3
Cfap221,4,48,17,15,23,14
Sctr,5,31,13,13,7,25
Tmem37,88,63,123,27,24,50
Dbi,6992,27267,15147,7488,11397,5681
3110009E18Rik,10,30,18,6,9,2
Steap3,6,6,16,4,9,5
C1ql2,1,0,0,0,1,0
Celrr,0,0,1,0,0,0
Insig2,116,183,245,37,49,46
Ccdc93,9,47,48,9,16,7
Htr5b,8,36,29,16,22,29
Ddx18,42,155,99,34,67,58
Dpp10,0,1,0,0,0,0
Actr3,408,1571,712,160,235,381
Slc35f5,18,49,48,10,19,26
Gpr39,0,1,0,0,0,0
Lypd1,0,1,4,0,1,0
Nckap5,6,27,21,14,25,6
Mgat5,14,64,34,26,36,22
Tmem163,0,1,3,0,1,0
2900009J06Rik,4,7,10,3,7,1
Ccnt2,21,114,46,33,48,35
Map3k19,10,52,33,20,29,20
Rab3gap1,71,133,170,34,45,36
Zranb3,9,30,6,16,15,4
Gm28800,0,0,1,0,1,0
R3hdm1,44,145,112,44,81,54
Ubxn4,141,415,354,90,117,108
Lct,0,0,0,0,0,1
Mcm6,12,62,14,25,20,11
Dars,95,234,217,55,72,94
Cxcr4,27,399,88,109,139,86
Thsd7b,2,1,11,0,3,1
Cd55b,0,1,0,2,1,1
Gm15675,2,12,3,0,5,2
Cd55,89,235,216,48,74,58
Gm16083,13,42,19,11,35,13
C4bp,0,0,0,0,2,0
Gm29427,0,2,1,0,3,0
Pfkfb2,7,27,19,9,11,11
Yod1,20,66,54,7,21,17
AA986860,1,1,1,1,1,3
Fcmr,7,3,9,0,0,1
Il10,0,1,0,1,0,1
Mapkapk2,64,396,138,65,68,112
Dyrk3,21,97,37,29,47,28
Eif2d,13,66,53,14,25,22
Rassf5,21,161,16,33,33,36
Ikbke,2,41,4,9,8,14
Gm28913,0,1,1,0,0,0
Srgap2,42,132,74,55,66,54
Fam72a,12,58,47,18,25,18
Ctse,0,26,0,1,4,0
Rab7b,7,33,9,2,11,11
Slc26a9,0,1,0,0,1,0
Pm20d1,5,2,12,0,1,2
Slc41a1,36,165,124,59,72,47
Rab29,6,51,26,5,17,24
Nucks1,257,634,526,175,219,209
Slc45a3,4,5,2,1,3,2
Elk4,16,59,35,15,27,17
Mfsd4,1,17,6,3,1,2
Cdk18,1,4,5,5,2,3
Klhdc8a,0,0,0,1,0,0
Nuak2,16,77,35,29,28,21
Tmcc2,5,19,12,12,12,9
Dstyk,32,107,57,32,46,31
Rbbp5,6,26,25,11,12,12
Tmem81,4,3,8,5,2,3
Cntn2,13,19,28,20,18,15
Nfasc,62,75,148,13,16,18
Lrrn2,36,55,66,5,6,8
Mdm4,25,111,51,37,50,32
Pik3c2b,3,10,14,6,10,9
Ppp1r15b,30,238,83,38,49,46
Plekha6,13,76,52,26,38,15
Gm19461,6,30,18,5,13,8
Ren1,13,5,26,4,2,10
Etnk2,8,17,17,4,9,17
Sox13,3,10,11,3,5,8
Snrpe,391,935,693,157,244,266
Zc3h11a,14,50,37,10,11,16
Gm38394,2,3,3,1,2,0
Lax1,0,0,1,0,0,0
Atp2b4,19,185,88,34,60,37
Optc,0,1,0,0,0,1
Gm15851,2,1,2,1,0,0
Prelp,282,839,771,224,312,314
Fmod,14,10,31,4,9,4
Btg2,338,1214,358,326,581,286
Chil1,30,405,89,17,31,105
Mybph,1,8,5,1,2,1
Adora1,4,30,31,20,10,13
Myog,0,1,0,0,1,0
Ppfia4,18,68,22,24,29,21
Tmem183a,91,181,180,20,31,49
Cyb5r1,29,62,55,10,17,10
Adipor1,172,523,372,54,102,127
Platr1,0,1,1,0,0,0
Klhl12,11,68,43,8,14,13
Rabif,18,60,30,7,10,18
Kdm5b,23,132,73,24,28,38
Ppp1r12b,6,21,13,8,15,9
Ube2t,5,19,10,9,8,3
Lgr6,0,3,3,2,3,2
Ptpn7,2,30,2,1,5,12
Arl8a,85,272,191,72,77,115
Gm15445,0,2,1,1,2,0
Gpr37l1,122,719,293,236,332,233
Elf3,2,3,2,1,3,2
Rnpep,57,280,145,63,75,104
Timm17a,279,453,610,75,81,166
Lmod1,1,2,2,1,0,1
Shisa4,95,151,225,45,36,64
Ipo9,29,63,76,18,25,18
Nav1,13,17,22,7,11,7
Gm38399,0,0,1,0,0,0
Csrp1,181,348,350,98,122,220
Phlda3,89,262,217,75,73,77
Tnni1,2,3,3,5,3,2
Tnnt2,0,2,3,2,2,0
Igfn1,18,29,54,0,1,10
Tmem9,158,210,348,42,43,61
Cacna1s,14,38,62,34,30,29
Gm37759,0,0,0,1,0,0
Kif21b,3,45,16,13,14,5
Mroh3,0,1,0,1,0,1
5730559C18Rik,2,17,24,7,8,11
Gm26781,0,0,1,1,2,0
Gpr25,0,0,0,1,0,0
Camsap2,30,72,72,18,21,19
Ddx59,14,28,15,4,13,3
Kif14,2,2,2,1,1,1
Platr23,0,0,0,0,1,0
Zfp281,18,141,52,24,35,41
Gm19705,19,51,34,2,9,8
Platr22,7,6,13,3,2,1
A430106G13Rik,1,4,3,0,3,0
Ptprc,77,922,131,169,246,216
Nek7,95,180,235,43,51,48
Lhx9,0,3,3,1,0,1
2310009B15Rik,90,155,175,30,39,48
Dennd1b,15,57,43,12,16,10
Zbtb41,17,53,44,20,18,19
Aspm,5,18,5,0,3,1
Cfhr2,0,0,1,1,0,0
Cfh,38,90,81,49,56,21
Kcnt2,0,2,0,0,0,0
Cdc73,46,164,123,30,66,44
B3galt2,0,0,1,0,1,1
Glrx2,105,245,200,55,57,72
Trove2,65,231,207,73,102,77
Uchl5,60,170,107,22,24,53
Rgs2,65,315,126,97,120,108
Rgs1,15,136,12,31,11,8
Rgs18,7,95,3,0,21,12
Brinp3,0,1,2,0,0,0
Pla2g4a,16,38,35,19,16,19
Ptgs2,14,259,15,13,35,4
Ptgs2os2,2,6,2,0,1,0
Pdc,0,7,1,0,0,1
BC003331,42,180,147,41,46,37
Tpr,122,520,350,154,207,165
Prg4,27,0,2,79,61,121
Hmcn1,2,12,12,7,10,6
Gm20631,0,0,1,0,0,0
Gm10138,9,79,17,21,73,15
Ivns1abp,101,668,251,199,331,135
Swt1,51,272,108,71,79,77
Trmt1l,28,138,51,28,61,45
Rnf2,22,67,46,18,19,27
Fam129a,19,146,32,14,34,17
2810414N06Rik,1,7,6,3,4,4
Edem3,5,30,23,6,6,5
1700025G04Rik,4,17,7,8,5,4
Tsen15,39,93,82,29,36,23
Colgalt2,4,6,3,4,5,2
Rgl1,13,114,57,37,36,42
Apobec4,0,1,0,0,0,0
Arpc5,162,1162,330,107,187,280
Ncf2,55,598,61,55,120,168
Smg7,25,120,81,21,28,31
Nmnat2,10,73,38,19,17,15
Lamc2,2,5,5,1,5,4
Lamc1,26,63,34,26,31,23
Shcbp1l,0,1,0,0,0,0
