,0,1,2,3,4,5
Hjurp,70,36,91,65,61,61
Gm29538,3,0,0,0,0,0
Glrp1,0,0,0,2,1,0
Arl4c,25,22,47,48,56,28
Platr5,0,0,0,4,0,0
Sh3bp4,162,116,293,154,233,298
Gm28342,0,0,1,0,0,0
Agap1,144,89,204,217,187,187
Asb18,0,0,1,2,2,0
Ackr3,51,34,73,27,59,60
Gm28723,0,0,1,0,0,1
Cops8,61,43,68,92,76,67
Col6a3,0,0,0,2,0,3
Mlph,7,1,4,2,3,2
Lrrfip1,64,35,85,47,64,35
Ramp1,283,182,508,183,275,403
Ube2f,27,13,32,34,41,45
Scly,9,5,21,14,16,10
Ilkap,61,29,63,65,49,58
Hes6,39,18,41,41,31,36
Per2,14,10,28,23,31,14
Traf3ip1,9,8,19,8,7,7
Asb1,12,5,16,14,14,17
Gm29100,0,0,0,0,1,0
Hdac4,22,24,45,25,37,30
Gm26720,1,0,4,2,7,1
Ndufa10,67,40,105,117,123,102
Myeov2,106,61,155,139,143,168
Otos,13,6,30,13,13,12
Gpc1,57,46,80,67,86,75
Ankmy1,0,0,0,0,1,0
Dusp28,5,4,5,12,7,11
5033417F24Rik,2,1,3,1,0,3
Rnpepl1,42,22,72,72,73,66
9430060I03Rik,2,0,3,1,1,0
Capn10,19,19,26,29,28,13
Gpr35,1,0,0,0,0,0
Kif1a,126,94,201,160,168,153
Sned1,8,5,10,4,9,9
Mterf4,16,5,23,22,19,16
Gm28535,0,0,0,1,0,0
Pask,1,1,2,2,1,0
Ppp1r7,43,24,65,55,53,52
Hdlbp,28,26,57,65,47,40
Sept2,129,71,166,177,191,127
Farp2,6,4,3,6,8,6
Stk25,37,29,74,72,68,59
Bok,5,3,24,9,10,11
Thap4,12,10,18,18,24,16
Atg4b,22,20,31,24,29,17
Dtymk,59,33,58,56,67,48
Ing5,7,2,7,16,8,4
D2hgdh,2,3,15,6,6,5
Neu4,364,234,579,346,530,366
Pdcd1,0,1,0,0,0,0
Fam174a,46,40,56,122,68,49
St8sia4,12,7,13,18,18,15
Panct2,0,0,1,0,0,0
D1Ertd622e,10,6,30,52,32,14
Ppip5k2,24,11,15,30,19,15
Gin1,32,13,45,34,46,30
Pam,36,23,60,28,47,38
Gm7967,1,0,2,0,3,1
Cntnap5b,4,1,4,1,1,1
Cdh20,43,24,54,33,40,37
Rnf152,13,10,12,9,10,10
Pign,18,9,16,28,26,10
2310035C23Rik,60,29,48,52,49,40
Tnfrsf11a,1,0,0,3,2,0
Gm7160,0,0,0,2,2,0
Zcchc2,5,6,23,17,14,9
Phlpp1,134,76,153,192,159,99
Bcl2,28,30,48,29,49,51
Kdsr,32,16,49,31,69,30
Vps4b,28,11,40,54,51,29
Serpinb8,1,0,0,0,0,0
Cdh7,1,1,2,4,3,1
Cdh19,25,22,32,30,38,14
Dsel,27,10,21,19,23,12
9330185C12Rik,0,0,0,0,0,2
Cntnap5a,1,1,1,0,0,1
Tsn,114,51,177,158,113,163
Nifk,32,18,44,47,46,44
Clasp1,56,33,62,56,51,46
2900060B14Rik,6,7,8,9,5,13
Tfcp2l1,0,0,1,0,0,0
Gli2,0,0,0,0,1,0
Gm29455,4,3,4,1,1,3
Inhbb,26,14,37,20,37,24
Ralb,29,16,31,29,32,17
Gm27184,2,0,1,0,2,0
Tmem185b,15,7,12,11,12,12
Epb41l5,12,8,19,20,23,11
Ptpn4,63,46,91,64,60,44
Tmem177,5,7,7,11,10,14
Cfap221,0,0,0,0,1,0
Tmem37,0,3,1,10,6,5
Dbi,2112,1646,3238,1439,1892,2652
3110009E18Rik,10,6,15,14,13,9
Steap3,0,0,3,3,1,2
C1ql2,48,44,81,60,55,59
En1,0,2,1,4,7,7
Celrr,4,1,4,2,4,8
Insig2,35,20,53,45,35,39
Ccdc93,13,9,22,22,13,19
Ddx18,80,36,94,61,68,66
Dpp10,50,32,70,36,65,31
Actr3,81,58,111,113,96,79
Slc35f5,21,10,25,32,23,24
Lypd1,28,23,70,24,43,41
Nckap5,49,37,98,86,91,73
Mgat5,31,14,28,33,27,18
Tmem163,86,59,159,201,199,158
2900009J06Rik,3,1,4,0,1,4
Ccnt2,91,65,124,110,143,141
Map3k19,0,0,0,0,1,0
Rab3gap1,40,17,40,40,51,27
Zranb3,3,2,3,3,3,0
R3hdm1,140,59,165,228,171,136
Ubxn4,81,52,118,103,125,105
Lct,0,0,1,0,0,0
Mcm6,20,5,15,9,11,3
Dars,60,46,82,70,66,64
Cxcr4,1,3,3,2,1,1
Gm26686,0,0,0,0,1,0
Thsd7b,10,3,13,10,12,7
Gm15675,0,0,1,0,0,0
Cd55,4,1,2,1,5,2
Gm16083,2,0,1,0,2,0
Gm29427,0,0,1,1,1,0
Pfkfb2,10,5,14,14,10,10
Yod1,31,25,49,43,66,42
AA986860,1,0,2,4,2,0
Fcmr,0,0,0,0,1,0
Mapkapk2,29,23,47,34,39,26
Dyrk3,2,1,1,0,1,1
Eif2d,14,14,30,19,28,20
Rassf5,1,2,4,5,2,0
Ikbke,1,0,3,1,1,0
Gm28913,0,0,0,0,1,0
Srgap2,36,27,44,62,54,22
Fam72a,4,0,4,0,5,1
Rab7b,2,0,3,26,1,1
Pm20d1,0,0,0,0,0,2
Slc41a1,24,13,33,27,36,28
Rab29,1,0,7,4,4,3
Nucks1,154,76,191,168,174,123
Slc45a3,0,0,0,2,1,0
Elk4,14,17,38,26,36,17
Mfsd4,16,14,16,11,10,6
Cdk18,1,7,14,19,34,7
Lemd1,3,0,2,2,1,0
Klhdc8a,0,0,0,6,2,0
Nuak2,1,2,1,6,1,1
Tmcc2,31,18,36,64,53,28
Dstyk,49,34,80,70,82,40
Rbbp5,23,12,29,17,32,19
Tmem81,0,1,5,5,2,0
Cntn2,22,2,16,67,27,11
Nfasc,159,105,290,1033,756,299
Gm10538,0,0,0,0,1,0
Lrrn2,82,52,136,53,96,99
Mdm4,59,28,71,98,75,34
Pik3c2b,15,16,19,24,25,11
Ppp1r15b,46,31,68,66,68,45
Plekha6,23,11,31,24,20,24
Etnk2,3,2,0,3,0,0
Sox13,6,1,12,11,18,10
Snrpe,115,87,158,109,141,139
Zc3h11a,16,11,45,22,27,18
Gm38394,5,1,3,6,10,1
Atp2b4,17,12,23,14,26,9
Optc,0,1,3,0,0,1
Prelp,0,6,5,1,0,0
Fmod,0,1,1,0,0,0
Btg2,83,64,127,255,141,84
Chil1,7,5,9,7,12,9
Mybph,2,0,1,0,1,0
Adora1,151,113,214,109,176,184
Ppfia4,6,5,2,19,9,9
Tmem183a,29,24,40,30,42,38
Cyb5r1,3,1,0,7,8,4
Adipor1,35,18,41,62,59,50
Klhl12,23,15,24,29,30,13
Rabif,15,10,23,27,27,14
Kdm5b,40,32,72,63,57,66
Syt2,0,0,1,0,0,0
Ppp1r12b,19,8,23,17,33,18
Ube2t,1,0,0,0,0,0
Lgr6,0,0,1,0,1,0
Arl8a,150,109,215,183,196,193
Gm15445,1,0,2,1,3,1
Gpr37l1,759,527,1152,675,718,1009
Rnpep,48,23,64,68,74,56
Timm17a,57,27,65,85,72,43
Shisa4,181,80,229,440,265,226
Ipo9,22,19,27,29,26,29
Nav1,366,262,593,433,536,381
Gm4793,1,0,0,1,1,1
Gm38399,21,12,26,15,27,29
Csrp1,89,86,160,327,185,119
Phlda3,64,33,85,173,98,65
Tnni1,2,0,1,66,16,1
Lad1,22,20,36,18,25,32
Tnnt2,0,0,0,5,2,1
Igfn1,1,0,0,0,0,0
Tmem9,44,33,69,45,73,84
Cacna1s,1,0,0,2,0,1
Kif21b,70,45,118,99,74,61
Mroh3,4,1,9,6,6,4
5730559C18Rik,79,39,108,79,80,108
Gm26568,0,0,1,0,1,0
Gm37552,0,0,0,0,0,1
Gm26781,0,0,2,0,1,0
Gpr25,0,0,0,0,1,0
Camsap2,47,29,77,75,85,61
Ddx59,7,4,10,19,11,12
Platr23,0,0,1,0,0,0
Zfp281,47,26,59,74,81,53
Gm19705,9,1,4,6,7,4
Nr5a2,1,0,0,0,0,0
A430106G13Rik,2,0,3,10,3,13
Ptprc,2,3,2,18,9,2
Nek7,35,33,67,52,41,36
Lhx9,0,0,0,0,1,0
2310009B15Rik,15,6,32,18,32,19
Dennd1b,30,20,43,46,30,25
Crb1,1,0,0,0,0,1
Zbtb41,29,15,36,21,25,15
Aspm,0,0,1,0,1,0
Cfh,4,5,3,17,13,4
Kcnt2,2,0,8,8,10,4
Cdc73,45,28,68,66,64,36
B3galt2,17,18,30,15,31,13
Glrx2,66,38,83,63,74,68
Trove2,78,56,119,118,125,86
Uchl5,17,11,24,21,19,19
Rgs2,14,12,15,47,38,18
Rgs1,0,2,1,6,4,6
Gm29514,15,6,17,9,19,25
Brinp3,230,142,366,191,329,229
Pla2g4a,5,7,9,19,10,6
Ptgs2,1,0,0,0,0,1
BC003331,35,21,50,58,40,37
Tpr,111,61,136,129,152,100
Hmcn1,0,0,0,1,1,0
Gm10138,5,4,6,7,5,11
Ivns1abp,36,34,47,67,70,42
Swt1,48,31,56,72,57,51
Trmt1l,26,29,46,37,47,44
Rnf2,19,21,34,32,28,22
Fam129a,0,1,0,2,0,0
2810414N06Rik,2,1,7,1,2,3
Edem3,19,12,23,10,23,14
1700025G04Rik,103,54,147,91,155,103
Tsen15,33,15,41,23,30,28
Colgalt2,3,3,5,2,2,4
Rgl1,6,12,5,6,5,2
Arpc5,97,67,138,172,124,128
Ncf2,2,6,3,14,11,4
Smg7,50,31,62,49,71,34
Nmnat2,95,73,161,56,113,87
Lamc1,42,48,108,43,81,69
Shcbp1l,0,0,4,3,2,0
Dhx9,56,25,80,88,88,41
Npl,0,2,2,6,5,0
Rgs16,0,2,5,0,12,10
Rnasel,0,0,0,2,0,0
Teddm2,1,0,0,0,4,0
Glul,100,135,201,211,190,165
Cacna1e,24,21,48,26,31,26
Ier5,64,33,64,161,119,26
Mr1,0,3,3,2,2,1
Stx6,63,39,98,116,84,55
BC034090,4,1,4,6,6,3
Xpr1,121,93,187,113,162,143
Gm5532,0,0,1,0,0,0
Acbd6,53,32,72,61,61,66
Qsox1,19,12,35,24,37,26
Cep350,26,29,56,65,45,33
Tor1aip1,56,46,91,76,81,56
Tor1aip2,66,33,85,77,87,55
Fam163a,5,0,1,6,9,0
Gm2000,7,5,1,6,6,2
Soat1,58,44,110,43,92,59
Gm10031,1,1,4,2,1,2
Abl2,23,15,41,27,33,22
Tor3a,10,4,14,7,16,20
Fam20b,22,22,31,34,34,22
Ralgps2,53,33,83,41,69,51
Angptl1,68,70,160,54,124,131
Rasal2,36,26,37,49,51,42
BC026585,11,3,9,9,12,8
Sec16b,0,0,1,0,0,0
Brinp2,40,14,43,32,50,36
Astn1,121,91,167,101,134,87
Rfwd2,52,31,80,88,69,58
Tnr,803,657,1336,1005,1248,953
Gm38039,13,6,39,15,31,4
4930523C07Rik,2,2,4,3,1,1
4930562F07Rik,0,0,1,0,0,1
Mrps14,95,46,103,97,95,95
Cacybp,100,63,166,117,92,185
Rabgap1l,74,50,109,116,119,61
Gm36975,1,0,0,2,0,0
Rc3h1,46,13,57,50,62,42
Serpinc1,2,0,3,3,1,1
Zbtb37,32,20,57,40,43,21
Gm37362,0,0,0,1,0,0
Dars2,4,5,11,9,6,10
