,0,1,2,3,4,5
Trip12,70,52,65,46,87,34
Fbxo36,7,10,10,7,18,13
Sp110,2,1,1,1,2,0
Sp140,2,2,2,1,4,0
Sp100,3,1,0,3,0,1
A630001G21Rik,4,1,0,2,8,0
Cab39,65,61,80,61,79,25
Itm2c,726,697,928,592,799,431
4933407L21Rik,8,6,11,9,7,2
Gpr55,0,0,0,1,1,0
Spata3,12,7,11,13,15,8
2810459M11Rik,77,32,121,63,59,45
Psmd1,58,61,63,53,78,51
Htr2b,2,0,0,0,0,1
Gm21972,0,0,0,0,2,0
Armc9,5,3,12,5,15,8
Ncl,136,124,176,156,187,101
Ptma,959,805,1221,818,1085,597
Pde6d,68,72,99,56,77,39
Cops7b,17,15,11,18,32,7
Nppc,1,0,1,2,4,0
Dis3l2,9,9,17,9,19,10
Ecel1,0,0,1,0,0,0
Prss56,0,2,0,0,0,0
Eif4e2,40,36,62,40,56,39
Efhd1,82,66,104,55,106,51
Gigyf2,57,55,57,44,61,46
Kcnj13,0,1,5,0,2,0
3110079O15Rik,1,0,5,2,1,0
Ngef,165,95,191,117,167,78
Neu2,0,0,1,1,0,1
Inpp5d,13,3,9,9,36,2
Atg16l1,19,29,32,25,25,16
Sag,0,2,2,4,3,2
Dgkd,25,21,14,8,21,12
Usp40,36,61,57,31,54,32
Ugt1a7c,2,1,0,0,3,3
Ugt1a6a,0,0,0,3,0,0
Ugt1a5,0,0,1,0,0,0
Dnajb3,4,3,4,4,6,4
Mroh2a,0,0,0,0,1,0
Hjurp,41,71,74,35,44,42
Glrp1,1,0,0,1,1,0
Arl4c,19,20,29,30,44,10
Sh3bp4,3,1,2,3,2,1
Agap1,17,20,26,25,20,5
Iqca,0,0,0,0,1,0
Ackr3,9,21,15,3,18,10
Gm28723,0,0,0,0,1,0
Cops8,59,65,89,57,91,43
Col6a3,1,0,0,1,2,0
Mlph,6,4,3,3,12,0
Prlh,1,0,0,0,0,0
Lrrfip1,2,10,8,4,9,4
Ramp1,681,804,856,945,820,497
Ube2f,54,46,74,46,71,38
Scly,16,10,16,6,22,11
Ilkap,49,54,69,44,73,29
Hes6,27,41,60,33,44,17
Per2,24,31,28,24,43,14
Traf3ip1,9,15,11,14,18,6
Asb1,9,7,12,7,7,6
Hdac4,59,82,100,32,57,53
Gm26720,13,8,13,0,0,5
Ndufa10,190,195,224,166,209,125
Myeov2,298,295,338,190,375,184
Gpc1,14,10,9,11,11,2
Dusp28,20,16,22,8,11,13
5033417F24Rik,0,4,1,0,1,1
Rnpepl1,23,32,39,31,48,33
9430060I03Rik,1,2,3,5,1,0
Capn10,15,18,20,11,9,8
Gpr35,1,1,0,0,0,0
Kif1a,169,182,221,194,234,142
Crocc2,0,0,0,1,0,0
Sned1,16,8,36,18,19,20
Mterf4,15,20,14,14,17,16
Gm28535,0,0,0,0,1,0
Pask,1,1,1,1,0,1
Ppp1r7,39,41,61,40,55,28
Ano7,0,1,0,0,0,0
Hdlbp,36,38,64,41,61,28
Sept2,95,95,123,77,125,65
Farp2,1,2,12,10,10,6
Stk25,55,76,87,74,69,50
Gm28536,0,0,1,0,0,1
Bok,2,4,2,3,10,2
Thap4,9,9,12,6,16,15
Gm10550,0,0,0,1,0,0
Atg4b,23,27,40,26,29,20
Dtymk,71,61,97,56,76,36
Ing5,9,5,11,10,6,5
D2hgdh,18,8,14,11,23,15
Neu4,2,0,2,2,7,0
Fam174a,56,69,72,76,86,40
St8sia4,1,0,0,0,3,0
Gm28901,0,0,0,0,1,0
D1Ertd622e,22,26,24,38,53,17
Ppip5k2,17,14,8,6,12,7
Gin1,31,36,33,40,58,22
Pam,23,24,36,17,18,15
Gm7967,39,41,52,26,47,11
Cdh20,76,52,74,58,74,32
Rnf152,1,0,0,0,0,0
Pign,16,14,21,13,19,10
2310035C23Rik,31,32,24,18,38,25
Tnfrsf11a,1,0,1,1,2,0
Gm7160,2,2,1,4,2,3
Zcchc2,15,11,11,9,24,4
Phlpp1,178,180,216,159,212,82
Bcl2,93,116,152,103,163,129
Kdsr,88,93,116,81,85,48
Vps4b,27,44,58,34,57,19
Serpinb5,1,1,0,1,0,1
Cdh7,0,1,0,0,0,0
Cdh19,94,141,93,79,72,58
Dsel,6,9,6,6,12,4
Tsn,134,114,173,142,173,103
Nifk,27,28,49,23,51,23
Clasp1,59,44,58,55,70,42
2900060B14Rik,8,3,6,1,8,2
Tfcp2l1,2,20,10,5,12,19
Gli2,22,17,21,11,32,10
Gm26831,1,3,4,2,0,5
Gm29455,0,0,0,1,1,0
Inhbb,17,13,28,14,21,15
Ralb,16,15,29,30,26,11
Gm27184,1,2,4,4,4,2
Tmem185b,24,27,37,28,39,21
Epb41l5,33,35,41,24,34,22
Ptpn4,75,59,79,71,92,30
Tmem177,10,15,12,4,8,6
Cfap221,0,1,0,0,0,0
Sctr,7,2,4,3,3,6
Tmem37,8,12,9,7,13,3
Dbi,3941,4032,4747,3364,5094,2448
3110009E18Rik,13,12,10,2,11,6
Steap3,32,30,55,18,36,13
C1ql2,0,0,0,0,0,1
En1,0,1,0,0,3,2
Celrr,40,37,42,51,64,21
Insig2,39,42,52,50,57,33
Ccdc93,14,13,16,13,12,12
Ddx18,60,66,86,42,89,46
Dpp10,0,0,1,0,3,0
Actr3,73,78,107,71,89,45
Slc35f5,14,27,35,16,34,11
Lypd1,0,2,2,1,3,0
Nckap5,50,43,54,47,46,31
Mgat5,67,39,74,32,47,25
Tmem163,2,1,0,2,4,0
2900009J06Rik,1,1,5,2,3,1
Ccnt2,117,106,153,80,132,89
Map3k19,7,2,12,2,6,4
Rab3gap1,84,75,78,37,51,42
Zranb3,5,7,3,6,8,4
Gm28800,0,0,0,0,0,1
R3hdm1,97,108,116,82,141,74
Ubxn4,100,105,153,116,122,89
Mcm6,9,7,4,2,7,0
Dars,84,74,92,91,77,46
Cxcr4,3,3,5,2,1,2
Cd55,0,0,0,0,2,0
Gm29427,2,0,1,1,0,0
Pfkfb2,11,14,16,10,21,14
Yod1,22,40,35,20,27,19
AA986860,3,0,2,3,8,2
Mapkapk2,27,21,47,35,37,13
Dyrk3,2,3,3,1,1,1
Eif2d,12,25,29,21,17,12
Rassf5,0,5,2,3,8,0
Ikbke,4,4,1,3,6,2
Srgap2,45,25,40,36,55,20
Fam72a,1,1,4,2,3,0
Rab7b,0,1,0,3,3,1
Pm20d1,4,7,11,3,10,11
Slc41a1,160,186,191,173,226,99
Rab29,8,11,5,20,11,2
Nucks1,139,137,164,120,160,73
Slc45a3,0,0,0,0,2,0
Elk4,17,18,19,12,17,6
Mfsd4,5,4,8,7,13,2
Cdk18,4,3,3,6,8,1
Lemd1,1,0,0,1,0,0
Klhdc8a,0,1,0,0,3,1
Nuak2,2,3,3,3,10,1
Tmcc2,13,10,15,12,19,3
Dstyk,50,44,58,45,67,21
Rbbp5,17,20,18,17,19,14
Tmem81,7,4,4,6,7,2
Cntn2,11,4,19,12,47,7
Nfasc,37,39,36,28,55,14
Lrrn2,9,12,14,18,10,6
Mdm4,50,56,89,66,99,42
Pik3c2b,4,6,5,2,12,0
Ppp1r15b,44,53,56,45,56,20
Plekha6,1,0,2,1,0,1
Gm28040,0,1,0,0,0,0
Etnk2,2,0,0,0,2,1
Sox13,10,10,11,14,14,5
Snrpe,148,185,217,122,163,99
Zc3h11a,26,27,32,17,34,8
Gm38394,2,3,0,1,4,1
Atp2b4,8,12,18,7,27,7
Optc,4,4,3,2,4,3
Gm15851,1,1,1,1,0,0
Prelp,187,195,216,146,219,217
Fmod,1,5,2,0,3,0
Btg2,67,63,187,181,217,76
Chil1,71,34,100,36,43,35
Mybph,1,1,0,0,0,0
Adora1,44,39,70,55,75,29
Myog,0,1,0,0,2,1
Ppfia4,5,4,4,11,14,2
Tmem183a,27,31,35,29,37,21
Cyb5r1,13,10,8,15,12,6
Adipor1,60,50,62,40,70,36
Platr1,0,0,0,0,1,0
Klhl12,14,12,18,8,25,5
Rabif,14,9,22,19,15,10
Kdm5b,83,71,101,69,78,63
Syt2,0,1,1,0,0,0
Ppp1r12b,17,17,18,9,15,11
Ube2t,0,2,0,0,0,0
Lgr6,24,23,46,26,28,36
Arl8a,206,191,220,175,230,183
Gm15445,0,1,2,2,1,1
Gpr37l1,2868,2968,3691,2969,3619,2302
Rnpep,51,42,54,36,44,40
Timm17a,126,168,168,103,162,76
Shisa4,340,356,442,416,490,320
Ipo9,22,9,25,18,28,9
Nav1,4,6,5,5,25,2
Gm38399,0,1,0,1,0,0
Csrp1,764,708,904,675,947,680
Phlda3,20,21,42,20,38,12
Tnni1,3,7,5,2,7,1
Lad1,0,1,0,0,0,0
Tnnt2,0,0,0,0,1,0
Tmem9,44,59,71,47,66,45
Cacna1s,1,2,0,0,3,2
Kif21b,31,17,37,37,49,10
Mroh3,0,0,0,1,0,0
5730559C18Rik,0,0,0,0,0,1
Camsap2,50,29,47,36,38,24
Ddx59,5,6,8,8,16,5
Zfp281,30,30,26,26,28,17
Gm19705,0,1,3,0,4,0
A430106G13Rik,0,1,2,2,3,2
Ptprc,4,4,5,5,16,3
Nek7,50,56,62,40,56,21
Lhx9,0,0,0,2,3,0
2310009B15Rik,36,58,42,18,39,16
Dennd1b,31,22,29,27,31,12
Crb1,0,1,1,0,0,0
Zbtb41,51,30,50,34,32,11
Aspm,0,0,0,1,1,1
Cfh,5,6,9,17,28,4
Cdc73,66,65,83,67,80,49
B3galt2,129,156,167,87,183,98
Glrx2,140,150,194,113,163,55
Trove2,76,84,104,77,103,50
Uchl5,10,17,20,16,24,12
Rgs2,39,17,37,19,39,13
Rgs1,1,2,2,3,15,0
Gm29514,12,8,17,4,20,3
Brinp3,52,71,71,57,90,45
Pla2g4a,1,0,6,0,3,1
Ptgs2,0,0,1,1,2,0
BC003331,40,46,61,46,52,25
Tpr,101,111,122,97,150,72
Hmcn1,0,0,1,0,0,0
Gm10138,4,5,9,8,22,5
Ivns1abp,64,74,95,72,101,48
Swt1,60,75,80,61,75,50
Trmt1l,32,31,43,42,44,46
Rnf2,21,20,30,20,43,19
Fam129a,0,0,0,0,4,0
