"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Clstn1",-0.0229573958174729,6.73869802408094,-0.0885810598727403,0.931130463269443,0.991016183662548,-5.54943653694143
"Cwf19l2",-0.0258016321705604,4.72938930460745,-0.0884337089315896,0.931244697226589,0.991016183662548,-5.19670823878035
"Agps",0.0290097630340108,4.45168126715141,0.0883429261259646,0.931315077496205,0.991016183662548,-5.1000715055213
"Dusp23",0.0239191422954992,5.40219239862945,0.0882671325801511,0.93137383766804,0.991016183662548,-5.35445203592789
"Bcl6",-0.0346165655827923,4.11777005588792,-0.0880753351457268,0.931522533656038,0.991016183662548,-5.01567443133237
"Prkar2b",0.0362053187947322,4.64630894180873,0.0880348885500771,0.931553891291502,0.991016183662548,-5.172450404257
"Iws1",0.0254861516512479,5.30905994683685,0.0880199002455489,0.931565511529016,0.991016183662548,-5.33036390773144
"Klhdc10",0.0419996462484757,4.29122163072425,0.0877221517779925,0.931796355524849,0.991016183662548,-5.08818928082659
"Agap3",-0.0272892860414708,4.43249879079279,-0.0875968457015273,0.931893507140629,0.991016183662548,-5.09570702689603
"Naga",-0.0355484634176201,4.45056920077379,-0.0872455185320783,0.932165902417069,0.991016183662548,-5.09754200329545
"Psma6",-0.0143049878830894,7.58182221897358,-0.0870549707348198,0.932313644099176,0.991016183662548,-5.61354110320564
"Lrrcc1",0.0268893509038994,4.7324331718403,0.0869722124785936,0.932377811745436,0.991016183662548,-5.18756221361528
"H2-M3",0.018530789128528,5.42612659829666,0.0869495682412045,0.932395369325673,0.991016183662548,-5.35719044518225
"Itsn1",0.0375454887851762,4.54044553926129,0.0868578163866063,0.932466511016604,0.991016183662548,-5.10320813708348
"Arcn1",0.0213787331865668,5.9424535381307,0.0867396121499014,0.932558164023917,0.991016183662548,-5.44496900134237
"Taf1",0.0218605900239763,5.28321136308144,0.0864965877392388,0.932746603130835,0.991016183662548,-5.33162551965716
"Mtmr14",-0.0541831518106995,3.556795853985,-0.0864827574108857,0.93275732718325,0.991016183662548,-4.83558074169916
"Ctsb",0.0162921279990386,7.64600695919153,0.0862636532770322,0.932927222655306,0.991016183662548,-5.61690060293799
"Morc2a",0.0304765226249285,4.23568461045624,0.0856287534703259,0.93341954999428,0.991016183662548,-5.03744573349024
"2410015M20Rik",0.0142451607162548,7.01109275549394,0.0854882592022007,0.933528498985871,0.991016183662548,-5.57355379672176
"Tbcc",0.0256865321644006,4.65895549949826,0.0854879547819679,0.933528735055976,0.991016183662548,-5.17786441318333
"Mfng",-0.0179129954928655,5.92040109767852,-0.0852120071104453,0.933742728186915,0.991016183662548,-5.44299022035088
"Man2b1",0.0262773507978414,5.30616981585678,0.0851178003998917,0.933815785292087,0.991016183662548,-5.33435902328786
"Rab8a",0.0218345677122239,5.80704460271405,0.0851161565396814,0.933817060107918,0.991016183662548,-5.42239271753844
"Mfsd5",0.0443311513185394,3.70082486491179,0.0849495290038227,0.933946281003617,0.991016183662548,-4.91556952767682
"Tubgcp3",-0.0403523255834872,3.7153109205715,-0.0849175328879673,0.933971094459709,0.991016183662548,-4.93246887933292
"Txnl4a",-0.0219599013752569,5.31008562780846,-0.0848629879194017,0.934013395051607,0.991016183662548,-5.33507916939859
"Usmg5",-0.0302996875444252,7.28610983247818,-0.084429944848962,0.93434923525688,0.991016183662548,-5.59504664791904
"Coa7",-0.0375558893631725,4.07344474101858,-0.084417470110094,0.934358910057733,0.991016183662548,-4.97665964822567
"Ccdc82",-0.0483362636526065,4.05101373429063,-0.0839731723767842,0.93470349305212,0.991016183662548,-4.95613518741004
"C1galt1c1",-0.0214738853140428,5.03748622776933,-0.0837353753014494,0.93488792659593,0.991016183662548,-5.26442381030459
"Ankrd17",-0.0199935215612749,5.91710007041187,-0.083636773691725,0.934964402412512,0.991016183662548,-5.44468074946592
"Tmem11",0.0220672740624272,5.35048823677293,0.0834814764946171,0.935084852964343,0.991016183662548,-5.33589054491749
"Psmc6",-0.0168591451451421,6.47823454806405,-0.0832937593831937,0.935230451115973,0.991016183662548,-5.51844536776561
