,0,1,2,3,4,5
Gm26720,0,0,1,0,0,0
Ndufa10,3,19,29,21,16,22
Myeov2,17,28,58,34,48,41
Gpc1,1,0,0,0,0,0
Dusp28,0,1,3,1,3,1
5033417F24Rik,0,0,0,0,0,1
Rnpepl1,8,12,19,16,11,17
9430060I03Rik,0,0,1,1,0,0
Gpr35,0,2,1,0,0,4
Kif1a,0,1,0,6,7,0
Gm28086,1,0,0,1,0,0
2310007B03Rik,0,0,1,0,0,0
Sned1,0,0,1,0,1,2
Mterf4,1,0,3,6,2,4
Ppp1r7,3,9,12,11,8,5
Hdlbp,10,18,22,16,16,25
Sept2,16,23,47,38,28,22
Farp2,0,0,1,0,1,1
Stk25,4,4,8,9,7,8
Thap4,2,1,5,4,1,3
Atg4b,2,4,13,6,3,10
Dtymk,3,5,11,6,4,6
Ing5,3,4,8,2,0,3
D2hgdh,0,3,2,1,3,5
Neu4,0,0,0,1,0,0
Pdcd1,2,0,2,0,2,0
Fam174a,19,48,79,68,39,46
St8sia4,11,32,39,32,18,22
Gm28901,0,0,0,0,1,0
D1Ertd622e,6,26,24,19,15,23
Ppip5k2,0,4,3,5,2,1
Gin1,1,4,5,3,1,1
Pam,0,0,0,4,0,0
Gm7967,0,0,0,1,0,0
Cdh20,0,0,0,1,1,0
Pign,3,1,5,3,7,4
2310035C23Rik,4,12,10,4,9,6
Tnfrsf11a,5,11,26,12,20,19
Gm7160,1,1,2,3,4,3
Zcchc2,1,7,8,10,5,9
Phlpp1,1,4,5,6,5,2
A530053M12Rik,1,0,0,0,0,0
Bcl2,9,6,20,5,8,7
D630008O14Rik,0,0,1,0,0,0
Kdsr,5,10,12,8,6,4
Vps4b,3,16,25,17,27,13
Serpinb8,12,37,33,28,19,35
Cdh19,0,1,0,0,1,0
Dsel,1,1,2,0,0,2
Tsn,13,11,37,24,27,33
Nifk,0,5,6,5,12,4
Clasp1,0,4,10,3,1,3
2900060B14Rik,0,7,2,2,2,2
Gm29455,0,0,0,1,0,0
Inhbb,0,0,0,0,1,0
Ralb,7,15,24,24,17,18
Tmem185b,6,4,7,7,6,15
Epb41l5,0,0,0,4,3,2
Ptpn4,0,0,2,1,0,1
Tmem177,0,0,0,1,0,1
Sctr,0,0,1,0,0,0
Tmem37,17,41,59,51,50,70
Dbi,28,87,111,98,107,66
3110009E18Rik,0,2,0,0,2,0
Steap3,0,2,0,2,0,1
Insig2,2,8,10,7,10,5
Ccdc93,2,1,5,7,7,5
Ddx18,6,14,16,11,11,15
Actr3,35,127,204,127,55,135
Slc35f5,4,7,11,12,7,4
Mgat5,0,6,13,6,11,5
Tmem163,0,0,0,0,1,0
Ccnt2,5,11,21,12,11,14
Rab3gap1,2,6,15,9,6,7
Zranb3,0,0,1,0,1,0
R3hdm1,4,13,11,14,10,14
Ubxn4,4,31,37,38,26,34
Mcm6,2,3,3,4,4,4
Dars,4,13,11,9,7,9
Cxcr4,27,13,41,18,17,11
Gm15675,0,0,4,0,0,1
Cd55,3,18,27,2,11,16
Pfkfb2,1,0,1,1,0,0
Yod1,1,2,1,2,0,3
Il10,0,29,59,84,23,33
Mapkapk2,22,67,124,58,43,64
Dyrk3,0,0,1,0,0,0
Eif2d,2,3,3,5,2,1
Rassf5,3,19,18,13,9,18
Ikbke,0,0,0,2,1,0
Srgap2,15,27,42,34,37,24
Fam72a,0,0,0,1,5,0
Ctse,0,2,0,0,2,0
Rab7b,21,51,61,26,26,47
Slc41a1,5,1,6,6,0,6
Rab29,0,1,8,2,3,0
Nucks1,16,25,46,44,24,20
Slc45a3,0,0,0,3,0,0
Elk4,3,5,15,9,11,8
Mfsd4,0,0,4,2,3,1
Cdk18,0,1,0,1,0,0
Nuak2,14,10,44,22,19,26
Tmcc2,2,2,3,7,1,2
Dstyk,3,1,4,12,5,1
Rbbp5,0,0,8,2,3,6
Tmem81,0,1,0,2,0,0
Cntn2,0,2,2,5,4,0
Nfasc,0,1,1,4,3,0
Lrrn2,0,0,1,0,0,0
Mdm4,3,20,16,18,10,11
Pik3c2b,0,0,1,1,0,0
Ppp1r15b,4,23,11,13,13,13
Plekha6,0,0,0,1,0,0
Etnk2,0,0,0,1,0,0
Sox13,0,0,0,1,0,0
Snrpe,7,38,57,34,40,32
Zc3h11a,1,5,12,2,4,5
Gm38394,0,1,0,0,1,0
Atp2b4,1,0,2,0,0,2
