,0,1,2,3,4,5
9430060I03Rik,0,0,2,0,1,0
Capn10,0,0,1,0,1,3
Gpr35,1,0,0,0,0,0
Kif1a,1,2,2,0,3,0
Sned1,0,0,0,1,0,0
Mterf4,0,1,2,3,1,4
Ppp1r7,0,5,2,10,2,8
Hdlbp,7,7,15,8,12,8
Sept2,10,10,30,12,18,12
Farp2,0,0,0,0,1,0
Stk25,3,3,5,8,4,5
Thap4,0,3,1,1,0,0
Atg4b,2,1,6,1,3,7
Dtymk,6,3,14,8,4,5
Ing5,3,3,8,5,6,3
D2hgdh,1,1,2,1,3,0
Neu4,0,1,0,0,0,0
Pdcd1,3,41,32,15,26,58
Fam174a,6,10,22,14,7,12
St8sia4,19,20,29,22,36,16
D1Ertd622e,7,5,10,7,7,5
Ppip5k2,3,4,8,4,3,4
Gin1,2,2,9,5,5,3
Pam,3,0,2,2,2,1
1810006J02Rik,0,0,0,0,1,1
Gm7967,0,0,3,0,0,0
Gm28187,0,4,0,0,0,0
Pign,3,0,3,0,0,0
2310035C23Rik,4,8,12,8,8,5
Tnfrsf11a,4,0,2,1,2,0
Gm7160,0,0,1,0,0,1
Zcchc2,1,4,10,7,1,8
Phlpp1,7,1,4,2,4,2
Bcl2,112,139,241,129,176,274
Kdsr,2,7,7,6,8,6
Vps4b,9,10,17,11,12,7
Dsel,0,0,1,0,0,0
Tsn,20,18,48,17,23,28
Nifk,6,3,9,2,12,5
Clasp1,0,0,3,7,5,4
2900060B14Rik,7,5,8,13,8,3
Gm26831,1,0,0,0,0,0
Ralb,1,3,1,3,1,2
Tmem185b,1,1,1,1,4,4
Epb41l5,0,0,0,0,1,1
Ptpn4,1,8,18,7,3,4
Tmem177,0,0,1,0,0,1
Tmem37,0,1,2,3,3,2
Dbi,16,31,54,24,27,19
3110009E18Rik,0,1,3,5,3,2
Insig2,1,1,12,4,7,4
Ccdc93,0,1,3,3,1,2
Ddx18,9,10,27,15,23,10
Actr3,55,75,143,58,78,70
Slc35f5,2,0,0,1,1,0
Mgat5,0,1,8,2,1,2
Tmem163,5,0,5,6,1,1
Ccnt2,13,6,20,11,5,13
Rab3gap1,7,13,8,8,12,5
R3hdm1,12,18,27,16,15,16
Ubxn4,16,16,44,22,18,24
Mcm6,8,5,14,7,11,11
Dars,8,9,19,5,5,15
Cxcr4,13,31,44,22,29,26
Thsd7b,0,1,0,0,0,2
Gm15675,0,2,0,0,0,0
Cd55,5,5,5,4,0,0
Gm16083,0,1,0,0,0,0
Yod1,1,0,1,4,3,2
AA986860,0,0,0,0,1,0
Fcmr,1,0,0,2,0,0
Mapkapk2,5,4,14,10,6,16
Dyrk3,0,0,1,0,0,1
Eif2d,3,0,6,1,4,4
Rassf5,16,17,47,24,28,30
Ikbke,3,3,5,3,2,3
