gene,log2FC_z,p,padj
1810011H11Rik,0.028908563950601804,0.9348253995492002,0.9974522354524169
1810013L24Rik,-0.3367586880971763,0.3639545959668062,0.9857739113502277
1810014B01Rik,-0.513595360317286,0.19281084164997436,0.9857739113502277
1810020O05Rik,-0.4649046237850918,0.2653885271330467,0.9857739113502277
1810021B22Rik,0.17283564848932673,0.6453334811380147,0.9899338981042789
1810022K09Rik,-0.30267913159196813,0.4824327693103311,0.9857739113502277
1810024B03Rik,-0.5105938756172754,0.22156175107026993,0.9857739113502277
1810026B05Rik,-0.2814067618019132,0.4875165774851426,0.9857739113502277
1810030O07Rik,-0.1973932883396623,0.6224036244891585,0.9899338981042789
1810032O08Rik,-1.1305615890328058,0.002346934773788467,0.6011669393534713
1810037I17Rik,-0.2010601444156623,0.6223321835951359,0.9899338981042789
1810041H14Rik,-0.12704416993175477,0.7478816025098374,0.9945889214629919
1810041L15Rik,-0.3416482249103663,0.3423842823904373,0.9857739113502277
1810043G02Rik,-0.020181093867373757,0.9622770756593033,0.9977406892976348
1810044D09Rik,-0.9937099058653576,0.0033704378239508156,0.6078585500663042
1810055G02Rik,0.045423544803324084,0.8970960450554605,0.9957145576505264
1810058I24Rik,-0.1609932413430707,0.687531205806708,0.9912238977957673
1810062O18Rik,-0.524566914874532,0.19250512936689684,0.9857739113502277
2010001A14Rik,-0.5828155101608116,0.1585537666064758,0.9857739113502277
2010007H06Rik,0.1758972956466544,0.6542960339371873,0.9899338981042789
2010015M23Rik,-0.04976437635894311,0.9096670084251128,0.9959144202621035
2010107E04Rik,-0.0798479134087697,0.8347927853344711,0.9957145576505264
2010109A12Rik,-0.2378496534123023,0.559648026126496,0.9878955165047228
2010111I01Rik,-0.43384536632768506,0.3302790528409298,0.9857739113502277
2010204K13Rik,0.7910110315668818,0.05144001717398794,0.9448929395613455
2010300C02Rik,-0.3870618791582078,0.2804362900851468,0.9857739113502277
2010315B03Rik,-0.590710266070187,0.10914778100868795,0.9828772960271867
2010320M18Rik,-0.16576114105982917,0.6685996846257414,0.9900843878271318
2010320O07Rik,0.3226480985997805,0.3548211903157675,0.9857739113502277
2210008F06Rik,-0.2769650593685576,0.4954542372736577,0.9857739113502277
2210016F16Rik,-0.25111465137256206,0.5298143297845682,0.9857739113502277
2210016L21Rik,-0.5691700294441909,0.11174210689908624,0.9828772960271867
2210406O10Rik,0.23274294778700907,0.528319474240734,0.9857739113502277
2210408F21Rik,0.3385681679606889,0.2917401775183811,0.9857739113502277
2210408I21Rik,-0.7632150071035826,0.04596449259380909,0.9428547183399831
2210412B16Rik,0.302101508323111,0.5147336047895212,0.9857739113502277
2210418O10Rik,-0.8233257535760949,0.018939077729997648,0.8588710698950669
2300009A05Rik,-0.2006918547046173,0.6365280809710171,0.9899338981042789
2310001H17Rik,-0.5656211036798515,0.10409719722187243,0.9828772960271867
2310002F09Rik,0.13878647653945908,0.711066259796444,0.9912238977957673
2310009A05Rik,-0.1479637243092519,0.7046118206544261,0.9912238977957673
2310009B15Rik,0.3467581698104689,0.376156296332935,0.9857739113502277
2310010J17Rik,-0.9763445805895001,0.0036682529525890063,0.6078585500663042
2310011J03Rik,-0.07872867266066347,0.8425418331944811,0.9957145576505264
2310015A10Rik,-0.6911688988312148,0.08223764951725823,0.9824171433538732
2310022A10Rik,-0.16536869127026904,0.6844352345977854,0.9904364203909101
2310022B05Rik,-0.5552235096117456,0.16581931396394442,0.9857739113502277
2310030G06Rik,0.4703745797482713,0.23655161032445043,0.9857739113502277
2310033P09Rik,-0.09663936170762863,0.8111683836873546,0.9957145576505264
2310034G01Rik,0.5457910913767007,0.23835108886371548,0.9857739113502277
2310035C23Rik,-0.2082382871094175,0.5918898613442901,0.9899338981042789
2310039H08Rik,-0.25346661037044627,0.5356208622825989,0.9857739113502277
2310040G07Rik,-0.6912575068406297,0.07938477761483054,0.9824171433538732
2310040G24Rik,-0.737957579648621,0.042207308830006424,0.9428547183399831
2310047D07Rik,-0.15552310615859555,0.6737202799674089,0.9900843878271318
2310057M21Rik,-0.5442595585969876,0.11154162634353726,0.9828772960271867
2310058D17Rik,-0.43430453352582166,0.2993182816224515,0.9857739113502277
2310061I04Rik,-0.33021447371828316,0.43156152332526726,0.9857739113502277
2310074N15Rik,-0.19041470545219927,0.6263625511089365,0.9899338981042789
2410002F23Rik,0.06446453832849887,0.8720064505635804,0.9957145576505264
2410004B18Rik,-0.1378783818903546,0.6743610590216361,0.9900843878271318
2410004P03Rik,-0.14373178709646006,0.7340902263523511,0.9937730030473009
