gene,log2FC_z,p,padj
Atad1,0.16026423271097107,0.6470459885098037,0.9899338981042789
Atad2,-0.15599412199277765,0.6733183946727277,0.9900843878271318
Atad2b,0.07011299280140164,0.8577510492714067,0.9957145576505264
Atad3a,-0.3592392343810557,0.36161365375720017,0.9857739113502277
Atad3aos,-0.7308082455278392,0.01564108211608014,0.8443594388100116
Atad5,-0.46102729856930424,0.29264344283350535,0.9857739113502277
Atat1,-0.22184593095489397,0.5414271599292235,0.9857739113502277
Atcay,-0.42074637339978405,0.2716822712285095,0.9857739113502277
Ate1,0.09627657115860085,0.808370249425937,0.9957145576505264
Atf1,0.2813089681087411,0.440515847088482,0.9857739113502277
Atf2,0.032767068278862825,0.9352526808151589,0.9974522354524169
Atf3,0.4665251607852763,0.33550821782371504,0.9857739113502277
Atf4,0.15197969673575573,0.685654642935973,0.9906794809771161
Atf5,-0.2634003190997397,0.5045508567265548,0.9857739113502277
Atf6,0.3118839244038283,0.4236552999986506,0.9857739113502277
Atf6b,-0.27554257254251924,0.47028134322412735,0.9857739113502277
Atf7,0.37353045466231116,0.33838275494568715,0.9857739113502277
Atf7ip,-0.267107645500014,0.516845947176829,0.9857739113502277
Atg10,0.14902712000889454,0.6996426295240614,0.9912238977957673
Atg101,0.5167274701235671,0.18964383135923785,0.9857739113502277
Atg12,0.3265322623636062,0.40542670040428846,0.9857739113502277
Atg13,-0.13983117651379592,0.7243480472815889,0.9923360617987105
Atg14,-0.5089505461362804,0.14749805079216916,0.9857739113502277
Atg16l1,-0.2593814745943103,0.46107354279643575,0.9857739113502277
Atg16l2,-0.3461940979082154,0.4235490761817839,0.9857739113502277
Atg2a,-0.33918147842031077,0.3959215401944174,0.9857739113502277
Atg2b,0.2867070911749131,0.43753090409005146,0.9857739113502277
Atg3,-0.03629459315572008,0.9271575369503925,0.9973551826339684
Atg4a,0.2921698578988282,0.47740490674403224,0.9857739113502277
Atg4a-ps,-0.16145051036381625,0.6803704762367676,0.9900843878271318
Atg4b,0.34026781462588973,0.3128650202037855,0.9857739113502277
Atg4c,-0.015745403989037156,0.9676561889976512,0.9986007639670322
Atg4d,-0.3727910617194732,0.3105901702631463,0.9857739113502277
Atg5,-0.03117381794271206,0.9343571323382631,0.9974522354524169
Atg7,-0.5501737483304207,0.1346508663940413,0.9857739113502277
Atg9a,0.013326742716771133,0.9722567849639004,0.9994993364511346
Atg9b,0.30660731954423825,0.38352372884233854,0.9857739113502277
Atic,0.14876046731432385,0.6816183470664497,0.9900843878271318
Atl1,0.12357717387673761,0.7599510011169271,0.995391671407995
Atl2,0.027823267594349357,0.9451505184626566,0.9974522354524169
Atl3,-0.34706932720312866,0.382659625982149,0.9857739113502277
Atm,-0.0731478561148422,0.8476632170434013,0.9957145576505264
Atmin,-0.35981611779685974,0.3741944590992962,0.9857739113502277
Atn1,-0.2957723216024588,0.45986665698660917,0.9857739113502277
Atoh7,-0.35360075338440305,0.33538346266670194,0.9857739113502277
Atoh8,-0.07714218099659423,0.8514600580093706,0.9957145576505264
Atox1,-0.14126196595958035,0.6910459392858044,0.9912238977957673
Atp10a,0.43919541208278046,0.3196199707876638,0.9857739113502277
Atp10b,-0.7818074665648973,0.035307384716785434,0.9365093129109723
Atp10d,-0.0661834740890296,0.8746505543849425,0.9957145576505264
Atp11a,0.15844643973250563,0.6931611767553967,0.9912238977957673
Atp11b,-0.0424061236430332,0.914662000452368,0.9960695304050876
Atp11c,0.03877562602478212,0.9274046487546057,0.9974281373033369
Atp13a1,-0.5030878846096069,0.19519368455606376,0.9857739113502277
Atp13a2,-0.5891901609299397,0.12791449621300233,0.9828772960271867
Atp13a3,0.3211589991743637,0.3462535505317152,0.9857739113502277
Atp13a4,0.430908135140581,0.2893041900727332,0.9857739113502277
Atp13a5,0.24077616895398224,0.5534114612476051,0.9858081103517109
Atp1a1,-0.5050083114380526,0.22579206749457317,0.9857739113502277
Atp1a2,-0.08272248818251124,0.8441794522065059,0.9957145576505264
Atp1a3,-0.4246628108454781,0.27497124016131114,0.9857739113502277
Atp1b1,0.3786256646669591,0.2715203925638387,0.9857739113502277
Atp1b2,0.13327033772546873,0.7086413366081394,0.9912238977957673
Atp1b3,-0.38405098441642,0.36696642944584107,0.9857739113502277
Atp2a2,0.22841504122244072,0.5518404333192336,0.9858081103517109
Atp2a3,0.10068641764517387,0.8061700211324704,0.9957145576505264
Atp2b1,-0.02711568917039841,0.9424174077330327,0.9974522354524169
Atp2b2,-0.3290486596578813,0.3726532881440598,0.9857739113502277
Atp2b3,-0.12995711166506896,0.760203120013988,0.995391671407995
Atp2b4,0.008886734621725833,0.9797702525967791,0.9994993364511346
Atp2c1,-0.06294012879050959,0.8682331183165333,0.9957145576505264
Atp2c2,-0.4107928704237184,0.32175068022771974,0.9857739113502277
Atp4a,-0.2885161708704802,0.4764479665104651,0.9857739113502277
Atp5a1,-0.6078260114656989,0.10675412475889796,0.9828772960271867
Atp5b,0.10029191718167749,0.793787113990943,0.9957145576505264
Atp5c1,0.035187417582039866,0.9167663959742217,0.9960695304050876
Atp5d,-0.2616705071316864,0.4930326619386857,0.9857739113502277
Atp5e,-0.4784171979231463,0.24742431294231418,0.9857739113502277
Atp5f1,-0.6186888589219871,0.0887605126177948,0.9828772960271867
Atp5g1,0.3892672312411374,0.3344564598136767,0.9857739113502277
Atp5g2,-0.10891647679810597,0.7860748395858247,0.9957145576505264
Atp5g3,-0.7790383572217732,0.025991167422527005,0.8800294253464492
Atp5h,0.434736303957592,0.2719288834284108,0.9857739113502277
Atp5j,-0.09907648413869022,0.8068926496606744,0.9957145576505264
Atp5j2,-0.31770299073292263,0.33465216733533804,0.9857739113502277
Atp5k,-0.4548124583978238,0.20346471403707467,0.9857739113502277
Atp5k-ps2,0.6041315111450106,0.12616679291692573,0.9828772960271867
Atp5l,-0.1980023792948317,0.6059404941452791,0.9899338981042789
Atp5l2-ps,-0.49360692972811954,0.14169748081964265,0.9857739113502277
Atp5o,-0.20090389871911288,0.575319300017772,0.9899338981042789
Atp5s,-0.32943527016417457,0.3940598634090475,0.9857739113502277
Atp6ap1,0.3615256792539595,0.3365693681761851,0.9857739113502277
Atp6ap1l,0.3815314732530585,0.26434567826316613,0.9857739113502277
Atp6ap2,-0.3422782657921868,0.31589796536802406,0.9857739113502277
Atp6v0a1,0.127605415300917,0.7323910457557453,0.9937730030473009
Atp6v0a2,-0.12716700037015705,0.7796557274030612,0.9957145576505264
Atp6v0a4,0.5331491121667811,0.127442618879493,0.9828772960271867
Atp6v0b,-0.26127769420683755,0.5463415074883943,0.9857739113502277
Atp6v0c,-0.04593814568980628,0.9123893096324435,0.9960695304050876
Atp6v0d1,0.2007459535789169,0.588929194884536,0.9899338981042789
Atp6v0e,0.49821163225389486,0.19579982515585176,0.9857739113502277
Atp6v0e2,-0.5196064016450954,0.141852204242649,0.9857739113502277
Atp6v1a,-0.32954047125421904,0.3730323204083892,0.9857739113502277
Atp6v1b2,0.014186783505175476,0.9703456399962163,0.9990448448957655
Atp6v1c1,-0.08202714444465171,0.8238812611691276,0.9957145576505264
Atp6v1c2,-0.2733183450813355,0.5024015695905881,0.9857739113502277
Atp6v1d,0.02972256295173075,0.9353582155872162,0.9974522354524169
Atp6v1e1,-0.15196247216088438,0.6726633134761891,0.9900843878271318
Atp6v1f,-0.2552676584074285,0.5018143479792607,0.9857739113502277
Atp6v1g1,-0.12456492786194442,0.7617646627373331,0.995391671407995
Atp6v1g2,0.05109241616897713,0.8965029504176896,0.9957145576505264
Atp6v1h,-0.17892907231714072,0.6068100152157707,0.9899338981042789
Atp7a,0.6551030283433632,0.0762099772543636,0.9797091146849901
Atp7b,-0.3682000199375224,0.41043087711195514,0.9857739113502277
Atp8a1,-0.5297976425368769,0.15255831882080562,0.9857739113502277
Atp8a2,0.7396227819042175,0.03997595249244332,0.9428547183399831
Atp8b1,-0.5775069003453612,0.099793994481224,0.9828772960271867
Atp8b2,-0.20728580408823136,0.6091222004704494,0.9899338981042789
Atp8b3,0.27003189611579725,0.5030764007176911,0.9857739113502277
Atp8b5,-0.511446225618212,0.1963049797868866,0.9857739113502277
Atp9a,-0.6069253940085579,0.12175724436679995,0.9828772960271867
Atp9b,-0.26350368751723585,0.47478223358426336,0.9857739113502277
Atpaf1,0.11469504591620319,0.7899985914960076,0.9957145576505264
Atpaf2,0.11369312320535147,0.763795313928403,0.995391671407995
Atpif1,-0.6571523261297372,0.04417475151697402,0.9428547183399831
Atr,-0.2962285271757675,0.4146055709149269,0.9857739113502277
Atraid,-0.27370432093103436,0.4585053560828506,0.9857739113502277
Atrip,0.23938485072967602,0.5201020731427193,0.9857739113502277
Atrn,-0.16834316966206747,0.6678092937886734,0.9900843878271318
Atrnl1,-0.1863121499332894,0.6321339200594315,0.9899338981042789
Atrx,0.004836886982784481,0.9905000361767363,0.9994993364511346
Atxn1,-0.5754150753860996,0.14538849881545912,0.9857739113502277
Atxn10,0.2698745871927424,0.5151890471315246,0.9857739113502277
Atxn1l,-0.15817042544043172,0.6899307556611145,0.9912238977957673
Atxn2,-0.33732277483320733,0.39397334008484974,0.9857739113502277
Atxn2l,-0.24630745611104604,0.5620037259190447,0.9878955165047228
Atxn3,-0.07057483023392974,0.8518096511304655,0.9957145576505264
Atxn7,-0.4099760863952673,0.2924301688069544,0.9857739113502277
Atxn7l1,0.2972359357438151,0.4336733782474325,0.9857739113502277
Atxn7l2,-0.32752259214589724,0.4312305280588985,0.9857739113502277
Atxn7l3,-0.07751936621217,0.8350534120280243,0.9957145576505264
Atxn7l3b,-0.34226539258101646,0.3546771204562344,0.9857739113502277
Auh,-0.6448169475799778,0.12086289556787708,0.9828772960271867
Aup1,-0.10332385231777683,0.7839661745497993,0.9957145576505264
Aurka,-0.029697846039364317,0.9360123926915791,0.9974522354524169
Aurkaip1,-0.2753864878514418,0.4424045254008516,0.9857739113502277
Auts2,-0.6777136037694604,0.07067413285346566,0.9785107381831241
Aven,-0.8805654092882431,0.013420856926493498,0.8139578966237885
Avil,0.21631431908786836,0.6066552289321459,0.9899338981042789
Avl9,0.03585764592138308,0.9305922782967668,0.9974522354524169
Avpi1,-0.6728732065076355,0.1248890052877151,0.9828772960271867
Axin1,-0.38214702976653464,0.32331848951977793,0.9857739113502277
Axin2,-0.5668616417687504,0.17920699416326694,0.9857739113502277
Axl,-0.17632007503783792,0.6777701356292218,0.9900843878271318
Azi2,-0.059100786934921275,0.8767405252817109,0.9957145576505264
Azin1,-0.08734893841411037,0.8080453335974519,0.9957145576505264
Azin2,-0.26908912653896966,0.5218466226829248,0.9857739113502277
B130024G19Rik,-0.11631971152159515,0.782085435684039,0.9957145576505264
B130034C11Rik,0.12770982589746627,0.7455867518896561,0.9943911083242979
B130046B21Rik,-0.4095569035614631,0.20173109429014338,0.9857739113502277
B130055M24Rik,0.5629515562068514,0.14177402452020554,0.9857739113502277
B230110G15Rik,0.0011109738602624226,0.9977964422546857,0.999883274722964
B230118H07Rik,-0.004287428743071588,0.9913466440045157,0.9994993364511346
B230206H07Rik,-1.2991389579623651,0.0005667680414460477,0.47978056735368707
B230206L02Rik,-0.2720846907650445,0.49698813793391483,0.9857739113502277
B230208B08Rik,-0.8475912313930136,0.026728604454939905,0.8910584195288404
B230216N24Rik,-0.3127162668819033,0.3591161884049273,0.9857739113502277
B230217C12Rik,-0.004140033988410581,0.9911181620935016,0.9994993364511346
B230217O12Rik,-0.11132867382196152,0.805143275294239,0.9957145576505264
B230219D22Rik,-0.23615816738891587,0.5306203565822601,0.9857739113502277
B230303O12Rik,-0.30836323136725285,0.4391381048592246,0.9857739113502277
B230307C23Rik,-0.055865344364276606,0.8784938105360657,0.9957145576505264
B230317F23Rik,0.5488131458421441,0.21047060301241147,0.9857739113502277
B230322F03Rik,-0.14007398098853213,0.7478129702549942,0.9945889214629919
B230334C09Rik,-0.008657857409458255,0.983960097703162,0.9994993364511346
B230344G16Rik,-0.9510617762685516,0.012198172568196407,0.7902081471691471
B230354K17Rik,0.10365477339505456,0.7932825489861901,0.9957145576505264
B230369F24Rik,-0.1789254562156926,0.6387098337231149,0.9899338981042789
B230377A18Rik,-0.08208424428390723,0.8406634687719997,0.9957145576505264
B2m,-0.27817975559577657,0.49939226605588505,0.9857739113502277
B3galnt1,-0.09441282267178713,0.8075624406667135,0.9957145576505264
B3galnt2,-0.2543495184537859,0.5244662430661482,0.9857739113502277
B3galt1,-0.2800319938539059,0.4616585458357168,0.9857739113502277
B3galt2,0.08900260506729903,0.8251907736736309,0.9957145576505264
B3galt4,-0.43816983880883564,0.2983914369898918,0.9857739113502277
B3galt5,-0.29722450177263715,0.4134682174869075,0.9857739113502277
B3galt6,-0.08690154060520722,0.8346036975654018,0.9957145576505264
B3gat1,-0.03127400828984133,0.9378409068978274,0.9974522354524169
B3gat2,0.2823639485759882,0.48920874123057806,0.9857739113502277
B3gat3,-0.3726902923394591,0.35696437776220974,0.9857739113502277
B3glct,0.053993117055908896,0.8874277339448781,0.9957145576505264
B3gnt2,-0.31912121113257497,0.4390193554688503,0.9857739113502277
B3gnt3,0.05852335535523614,0.8959223811026602,0.9957145576505264
B3gnt5,-0.44207934614252387,0.19784038157752046,0.9857739113502277
B3gnt6,0.04853674155460473,0.9230053302981127,0.9962186157203685
B3gnt7,-0.5793225105251179,0.11367976982146838,0.9828772960271867
B3gnt8,-0.20224092600136426,0.5993952590555534,0.9899338981042789
B3gnt9,-1.1344413922875098,0.004293600043162671,0.645604073527597
B3gntl1,-0.33027274332427314,0.4227832422592139,0.9857739113502277
B430212C06Rik,0.14051178433342282,0.746370145151704,0.9943911083242979
B430218F22Rik,1.0379051484709287,0.01913241801528072,0.8588710698950669
B430306N03Rik,-0.41620792798801876,0.290838169726171,0.9857739113502277
B4galnt1,-0.2720261421954268,0.4526126545914479,0.9857739113502277
B4galnt3,-0.6931573810280969,0.07287456057606477,0.9797091146849901
B4galnt4,-0.3985114061650945,0.324284976500271,0.9857739113502277
B4galt1,-0.27658298833367934,0.5183459906062641,0.9857739113502277
B4galt2,-0.15350992865615082,0.696492858199013,0.9912238977957673
B4galt3,-0.12190159286812326,0.7436775178537133,0.9943911083242979
B4galt4,0.08853248234209177,0.8123844375991627,0.9957145576505264
B4galt5,-0.2557493679113171,0.5094762152065657,0.9857739113502277
B4galt6,-0.08148964581717841,0.8410978782476967,0.9957145576505264
B4galt7,-0.3718580348990409,0.3194861257844669,0.9857739113502277
B4gat1,-0.8684548376319143,0.019868678076253816,0.8588710698950669
B630019K06Rik,-0.5469020321608435,0.19332567723990812,0.9857739113502277
B930082K07Rik,0.46476170976709197,0.257608105689743,0.9857739113502277
B930095G15Rik,-0.10361155263211595,0.8104178482923585,0.9957145576505264
B9d1,0.022717276783645497,0.9555053118777874,0.9974522354524169
B9d1os,0.726295501643596,0.06865245796244464,0.9785107381831241
B9d2,-0.32886140457874485,0.36774795461416443,0.9857739113502277
BB187690,0.24675639079134543,0.4781420110851506,0.9857739113502277
BB218582,0.28169706356713675,0.4405941395864105,0.9857739113502277
BB557941,0.07611035780418997,0.8489341236018884,0.9957145576505264
BC002059,-0.6143405932388936,0.09628377553538808,0.9828772960271867
BC002163,-0.3546395392660865,0.34543246814183,0.9857739113502277
BC003331,0.3478736627185234,0.3940025099575073,0.9857739113502277
BC003965,-0.2927814099375182,0.4307344529622786,0.9857739113502277
BC004004,-0.22473629388618566,0.5792565838911915,0.9899338981042789
BC005537,-0.0866910036583784,0.8157837992151258,0.9957145576505264
BC005561,-0.3088426330724664,0.3502471373151265,0.9857739113502277
BC005624,-1.0113482280989414,0.0030487539742744805,0.6078585500663042
BC006965,-0.10462756819235144,0.8069686574680293,0.9957145576505264
BC017158,0.028803217352906675,0.9427548174591819,0.9974522354524169
BC017643,-0.48257357603983553,0.20299354876732575,0.9857739113502277
BC018473,0.2837923351006796,0.363061205576738,0.9857739113502277
BC022687,0.3746162765519907,0.4070768292533454,0.9857739113502277
BC022960,-0.015734997380847732,0.9691858025138839,0.998675040138168
BC024139,-0.9369281984765175,0.016132976457627634,0.8484314809436443
BC024978,-0.18089907723311877,0.6590027068013229,0.9899338981042789
BC025920,0.027251081471920485,0.9538865005530118,0.9974522354524169
BC028528,-1.1860861909062548,0.005434845978254582,0.6615996559327926
BC029722,-0.5441130492830696,0.1283242253821495,0.9828772960271867
BC030336,-0.144278084075631,0.6910377406162581,0.9912238977957673
BC030343,-0.2949200525101599,0.5013806727051908,0.9857739113502277
BC030499,-0.43328006064111035,0.2777489714756687,0.9857739113502277
BC030500,0.8512338547119087,0.07357937603313916,0.9797091146849901
BC030867,-0.026070933300759075,0.9446132615410195,0.9974522354524169
BC031181,0.0315035800190238,0.936437682237697,0.9974522354524169
BC034090,-0.3028037567583525,0.4670945769108523,0.9857739113502277
BC035044,1.0018229103015486,0.034849079043875145,0.9358922835353263
BC035947,0.351346268281466,0.3631358296936999,0.9857739113502277
BC037032,-1.023685751081818,0.009750095844583985,0.748977983386435
BC037034,-0.2511178803845975,0.48414010633653176,0.9857739113502277
BC043934,-0.31674357084724425,0.41049973293677805,0.9857739113502277
BC046251,-0.1038133946810623,0.7853505461576232,0.9957145576505264
BC048403,-0.202074432778734,0.6001640296233113,0.9899338981042789
BC048644,0.028583023488216057,0.9297415609207468,0.9974522354524169
BC049352,-0.10290884598825015,0.8004388268177528,0.9957145576505264
BC049715,-0.6501985739732368,0.11122449696919007,0.9828772960271867
BC051019,0.3875669020189902,0.43713430182197627,0.9857739113502277
BC051142,-0.43882634267809595,0.24249550348028812,0.9857739113502277
BC051226,-0.06565974018380369,0.8636211351194197,0.9957145576505264
BC052040,0.10330985618436986,0.7808506370840377,0.9957145576505264
BC055324,-0.3990345980377993,0.25325615911322746,0.9857739113502277
BC055402,-0.3103955960214757,0.4503622478322251,0.9857739113502277
BC064078,-0.050812461370025944,0.8987917643044807,0.9957145576505264
BC065397,-0.05064363776806788,0.8988271385351762,0.9957145576505264
BC067074,-0.6341831375931205,0.19100291829461993,0.9857739113502277
BC085271,0.0808718705469835,0.8288504964595657,0.9957145576505264
BC106179,-0.12027722432081936,0.8032244952769141,0.9957145576505264
Baalc,-0.425471350114381,0.28306129878623726,0.9857739113502277
Babam1,-0.19884638441048713,0.5786308743111808,0.9899338981042789
Bace1,0.1210472570203946,0.7617016909747134,0.995391671407995
Bace2,0.37234506258288813,0.3167941472504514,0.9857739113502277
Bach1,0.320055796360228,0.3778217212902343,0.9857739113502277
Bach2,0.25009577356504864,0.5142002776845932,0.9857739113502277
Bad,-0.21978888719769524,0.6155893867546425,0.9899338981042789
Bag1,-0.6103436112118995,0.11385372786049304,0.9828772960271867
Bag2,0.42170220908013056,0.3037874243316569,0.9857739113502277
Bag3,0.429308084773394,0.26032866745792965,0.9857739113502277
Bag4,-0.2618662627761318,0.4722901799847059,0.9857739113502277
Bag5,-0.6731588931492516,0.08427215969710444,0.9824171433538732
Bag6,-0.46443850444514634,0.2442411497695217,0.9857739113502277
Bahcc1,-0.3294207412138743,0.38506992895930187,0.9857739113502277
Bahd1,-0.3184460818209369,0.37788935774209453,0.9857739113502277
Baiap2,0.2992114916192013,0.4060513730574069,0.9857739113502277
Baiap2l1,-0.14661266959049973,0.7464057402329474,0.9943911083242979
Baiap2l2,-0.5234704582632539,0.18272532598499883,0.9857739113502277
Baiap3,-0.029150504377647025,0.9351925303917854,0.9974522354524169
Bak1,-0.9219647881411278,0.008038005017447176,0.6840000227080847
Bambi,0.32452604173672445,0.45547758707265074,0.9857739113502277
Bambi-ps1,-0.682084681626968,0.06047268548461457,0.951097323810929
Banf1,0.24619878685272162,0.5334782932814691,0.9857739113502277
Bank1,-0.2010136922507691,0.6167644235031766,0.9899338981042789
Banp,0.5136912170609991,0.15681708166653868,0.9857739113502277
Bap1,-0.41321136219878984,0.2965267265007575,0.9857739113502277
Bard1,-0.5660450561370699,0.1536473228755973,0.9857739113502277
Barx2,-0.0776927237269587,0.8562877158404361,0.9957145576505264
Basp1,-0.6132872386755737,0.06922639024853974,0.9785107381831241
Batf3,-0.007940611141722441,0.985333099269979,0.9994993364511346
Bax,-0.5930121257314059,0.10566217705880507,0.9828772960271867
Baz1a,0.3511200545964973,0.35475034135421935,0.9857739113502277
Baz1b,-0.19879464124338633,0.6107699556117924,0.9899338981042789
Baz2a,-0.34120158174630766,0.4087941229135286,0.9857739113502277
Baz2b,0.1054026542711155,0.787804675694286,0.9957145576505264
Bbc3,-1.0450507345269953,0.009172185078605904,0.7435773320043586
Bbip1,-0.1397499579520502,0.7335492286498216,0.9937730030473009
Bbox1,-0.4329096593153788,0.23049381032263858,0.9857739113502277
Bbs1,0.04737635866648863,0.9048268783512083,0.9958324435788822
Bbs10,-0.33497694048318827,0.33973960825047156,0.9857739113502277
Bbs12,-0.08617497848552036,0.8276816382052619,0.9957145576505264
Bbs2,0.17731378358181787,0.6615434806290048,0.9899338981042789
Bbs4,0.06729856103492014,0.8557963728151983,0.9957145576505264
Bbs5,0.07121574979436152,0.8691388994204032,0.9957145576505264
Bbs7,-0.13838631237299726,0.7056320961731731,0.9912238977957673
Bbs9,0.5893476410647387,0.08801701807578477,0.9828772960271867
Bbx,0.0607369087762092,0.869916078307645,0.9957145576505264
Bcam,-0.48473213119003844,0.28916802428260274,0.9857739113502277
Bcan,-0.5999756392212231,0.12314135993201086,0.9828772960271867
Bcap29,0.1339013017617801,0.7447402967395771,0.9943911083242979
Bcap31,-0.07614634221693735,0.844070888760656,0.9957145576505264
Bcar1,-0.47914180131501144,0.23895177364256562,0.9857739113502277
Bcar3,-0.27992276446221653,0.48899303590623916,0.9857739113502277
Bcas1,-1.013156769991689,0.0044100743453916605,0.6472694438309705
Bcas2,-0.32847278520978634,0.3527136179055679,0.9857739113502277
Bcas3,-0.5277684815926986,0.1831660546248102,0.9857739113502277
Bcat1,0.2826851495681677,0.4502538868006139,0.9857739113502277
Bcat2,-0.09137763543052793,0.8097366386768029,0.9957145576505264
Bccip,0.3408897537011889,0.3998104018002651,0.9857739113502277
Bcdin3d,0.23955249430214048,0.5603851801316353,0.9878955165047228
Bche,-0.7143623624411736,0.032748624495761255,0.9206327528306694
Bckdha,-0.4709151666354434,0.20817363773858216,0.9857739113502277
Bckdhb,0.23292688761540264,0.5216274785580179,0.9857739113502277
Bckdk,-0.8155958469250346,0.027968352374809973,0.9018865843350088
Bcl10,0.3568944747618986,0.36017154855318956,0.9857739113502277
Bcl11a,-0.24859755856771842,0.5372639518303517,0.9857739113502277
Bcl2,0.22769986385782356,0.547435538907254,0.9857739113502277
Bcl2a1b,-0.7044916461415687,0.07406564978088279,0.9797091146849901
Bcl2l1,-0.5013578436566183,0.18266272881411497,0.9857739113502277
Bcl2l11,0.03060396211695947,0.9362501554134587,0.9974522354524169
Bcl2l12,-0.11930932827547325,0.7549277247763695,0.995002303447194
Bcl2l13,-0.4984953164569974,0.20421613037224287,0.9857739113502277
Bcl2l15,-0.430417408940825,0.24010139959066135,0.9857739113502277
Bcl2l2,-0.9525535025421485,0.002480123640288105,0.6011669393534713
Bcl6,0.5885853563800159,0.09723751922755333,0.9828772960271867
Bcl6b,-0.6115049441275052,0.11088062775621897,0.9828772960271867
Bcl7a,-0.5672324757061544,0.08577048954239447,0.9828772960271867
Bcl7b,-0.4366523729661431,0.270859088242345,0.9857739113502277
Bcl7c,-0.47760904425126366,0.22845080498500533,0.9857739113502277
Bcl9,-0.4764413913455813,0.20349855958602472,0.9857739113502277
Bcl9l,-0.3201746594369484,0.4143335041313191,0.9857739113502277
Bclaf1,-0.0783270767412682,0.8486347607298734,0.9957145576505264
Bco2,-0.39600787435727525,0.27508497360938405,0.9857739113502277
Bcor,-0.4816102009278236,0.1867323279797981,0.9857739113502277
Bcorl1,-0.224981599390495,0.5910896111176595,0.9899338981042789
Bcr,0.24573474119433242,0.524422019665165,0.9857739113502277
Bcs1l,-0.06080301796954267,0.8730113640984125,0.9957145576505264
Bdh1,0.5068727611586132,0.2504648878392131,0.9857739113502277
Bdh2,-0.4289237892175722,0.2513283784527634,0.9857739113502277
Bdkrb2,-0.5367592959949358,0.1875056291060197,0.9857739113502277
Bdnf,-0.05346023227653875,0.8748297842691181,0.9957145576505264
Bdp1,0.13805728942796003,0.7002511060075945,0.9912238977957673
Bean1,-0.3062751029830651,0.36610489710553906,0.9857739113502277
Becn1,-0.23309973925808214,0.555181536053193,0.9864866736419738
Begain,-0.47570388113062845,0.20843508490342696,0.9857739113502277
Bend3,-0.5942849427134587,0.12447105842375349,0.9828772960271867
Bend4,-0.27916359671306057,0.4365120620094076,0.9857739113502277
Bend5,-0.45541823828368067,0.22875894344705497,0.9857739113502277
Bend6,0.48325796895783535,0.2116643668222009,0.9857739113502277
Bend7,-0.32297130731251944,0.4150370408022251,0.9857739113502277
Best1,0.10055969792139902,0.7812018251689217,0.9957145576505264
Best3,-0.3221007942310206,0.4848315015259538,0.9857739113502277
Bet1,-0.2079472954072762,0.5786755924924127,0.9899338981042789
Bet1l,-0.44222500728599634,0.20296587646679845,0.9857739113502277
Bex1,-0.012068149721194712,0.9752461391222539,0.9994993364511346
Bex2,-0.2909733212410393,0.4495919381383556,0.9857739113502277
Bex4,-0.3239310180741787,0.3661508194663802,0.9857739113502277
Bfar,-0.13413980458169655,0.7177848092312648,0.9913738368401528
Bfsp1,-0.3926213813767184,0.3276186974102808,0.9857739113502277
Bfsp2,-0.2722365735998336,0.49549724302675413,0.9857739113502277
Bgn,-0.07867867111976037,0.8424673478013626,0.9957145576505264
Bhlha9,-0.44441859394312283,0.25511696770619796,0.9857739113502277
Bhlhb9,0.43223952766447,0.270797861556736,0.9857739113502277
Bhlhe22,-0.189219193918655,0.6253872233362795,0.9899338981042789
Bhlhe40,0.03704915993022506,0.9157403849747653,0.9960695304050876
Bhlhe41,-0.6436014359878116,0.1250607862262676,0.9828772960271867
Bhmt2,0.30919514799284037,0.47450693007621364,0.9857739113502277
Bicc1,-0.6939723907955607,0.1021493269253638,0.9828772960271867
Bicd1,-0.07650011576164603,0.834859487198043,0.9957145576505264
Bicd2,-0.019777273787387906,0.9593820725688889,0.9974522354524169
Bid,0.2202694473181192,0.5430427608908766,0.9857739113502277
Bin1,-0.5226040650453849,0.1931952407223455,0.9857739113502277
Bin2,-0.8242432246771203,0.02073740226641503,0.8602165460268625
Bin3,-0.3952751724809599,0.31342839860476807,0.9857739113502277
Birc2,0.006321957630353531,0.9864342821224782,0.9994993364511346
Birc3,0.09362181513085477,0.7884858697185425,0.9957145576505264
Birc5,-0.8375479423310612,0.019225257910823117,0.8588710698950669
Birc6,0.38727495265497236,0.24058819654646854,0.9857739113502277
Birc7,-0.6414848928945451,0.16157712160839124,0.9857739113502277
Bivm,0.1434282362816414,0.7333665505710779,0.9937730030473009
Blcap,0.08036669262448887,0.8377760476606121,0.9957145576505264
Blm,-0.038791390703231086,0.9174911385991663,0.9960695304050876
Blmh,-0.21524944057875367,0.5498750009499389,0.9858081103517109
Blnk,-0.574413080732234,0.12360578017145228,0.9828772960271867
Bloc1s1,-0.5445068301042966,0.14977420509940037,0.9857739113502277
Bloc1s2,-0.36943041951028366,0.3152069019458361,0.9857739113502277
Bloc1s2-ps,-0.23749884419972075,0.5424505698483498,0.9857739113502277
Bloc1s3,-0.38746480391283633,0.3705330931296584,0.9857739113502277
Bloc1s4,-0.3780140575011449,0.3231186218123863,0.9857739113502277
Bloc1s5,-0.3777509359980136,0.33760498843495973,0.9857739113502277
Bloc1s6,0.009106443249347593,0.9810580004173757,0.9994993364511346
Blvra,0.2709517361378658,0.4248150159109975,0.9857739113502277
Blvrb,0.14387125240077236,0.6888071365677533,0.9912238977957673
Blzf1,0.032028159514722106,0.9370483109679484,0.9974522354524169
Bmf,0.024373795623447332,0.9553805411623466,0.9974522354524169
