gene,dataset,log2FC,p,padj,n_post,n_ctrl
Prdm11,GSE276942,0.037855353688442506,0.7972265040714388,0.9992643367945064,13,4
Prdm15,GSE276942,-0.06278411197436995,0.6763086292238586,0.9992643367945064,13,4
Prdm16,GSE276942,0.04086638284675281,0.8996997853880963,0.9992643367945064,13,4
Prdm2,GSE276942,0.08956590672771547,0.6416775069417144,0.9992643367945064,13,4
Prdm4,GSE276942,-0.1102701395458432,0.48937934233329705,0.9992643367945064,13,4
Prdm5,GSE276942,-0.0594289767527405,0.7995300807279897,0.9992643367945064,13,4
Prdm8,GSE276942,-0.05094168820113154,0.5743713582903438,0.9992643367945064,13,4
Prdm9,GSE276942,-0.2411128919498049,0.6254047018954995,0.9992643367945064,13,4
Prdx1,GSE276942,-0.2561153461412289,0.07074085429034899,0.9992643367945064,13,4
Prdx2,GSE276942,-0.0008460370944778361,0.9941647048622378,0.999920929788857,13,4
Prdx3,GSE276942,-0.12764942207834373,0.30075521296377483,0.9992643367945064,13,4
Prdx4,GSE276942,-0.1170775274085889,0.46986322979023787,0.9992643367945064,13,4
Prdx5,GSE276942,-0.08873319830469484,0.4650724679237119,0.9992643367945064,13,4
Prdx6,GSE276942,-0.02225402415812816,0.9038013004060744,0.9992643367945064,13,4
Preb,GSE276942,-0.054811598346921286,0.7696930435811822,0.9992643367945064,13,4
Prelid1,GSE276942,-0.0023624701955284877,0.9757674797929947,0.9992643367945064,13,4
Prelp,GSE276942,-0.08728370768104199,0.7732401601803557,0.9992643367945064,13,4
Prep,GSE276942,-0.1692444042907102,0.343713566799842,0.9992643367945064,13,4
Prepl,GSE276942,-0.08721297140048989,0.7178836654633953,0.9992643367945064,13,4
Prex1,GSE276942,-0.019969175698230757,0.7965300346879046,0.9992643367945064,13,4
Prex2,GSE276942,0.31048364581766563,0.25260767781572785,0.9992643367945064,13,4
Prg4,GSE276942,-0.7831090975577277,0.48299989899238555,0.9992643367945064,13,4
Prickle1,GSE276942,-0.03239904146917816,0.8474599774912829,0.9992643367945064,13,4
Prickle2,GSE276942,-0.06439339062399263,0.496842345052147,0.9992643367945064,13,4
Prickle3,GSE276942,-0.6304945894460809,0.07564770400570212,0.9992643367945064,13,4
Prim1,GSE276942,-0.238187012997356,0.4003450315312294,0.9992643367945064,13,4
Prim2,GSE276942,0.016802369383548843,0.9414780343587493,0.9992643367945064,13,4
Prima1,GSE276942,-0.4727884104874036,0.019606990121224827,0.9992643367945064,13,4
Primpol,GSE276942,-0.28781146584612216,0.4578301470136145,0.9992643367945064,13,4
Prkaa1,GSE276942,-0.2959158742291219,0.25724397832424145,0.9992643367945064,13,4
Prkaa2,GSE276942,-0.10327301862946214,0.6119736350611847,0.9992643367945064,13,4
Prkab1,GSE276942,-0.24854163407823648,0.10884810314943334,0.9992643367945064,13,4
Prkab2,GSE276942,0.1188939833419127,0.6316115606884235,0.9992643367945064,13,4
Prkaca,GSE276942,-0.1307188413762823,0.25555418698561416,0.9992643367945064,13,4
Prkacb,GSE276942,-0.023877689521377476,0.9474922674104322,0.9992643367945064,13,4
Prkag1,GSE276942,-0.13018594712921683,0.3048282105811406,0.9992643367945064,13,4
Prkag2,GSE276942,-0.06819409336917381,0.7172444558100252,0.9992643367945064,13,4
Prkar1a,GSE276942,-0.05159505981621848,0.7684088842902527,0.9992643367945064,13,4
Prkar1b,GSE276942,-0.0489894291251165,0.7357979663455665,0.9992643367945064,13,4
Prkar2a,GSE276942,-0.0632697198086607,0.707766796441175,0.9992643367945064,13,4
Prkar2b,GSE276942,0.3048486419724963,0.0914627432121515,0.9992643367945064,13,4
Prkca,GSE276942,-0.06649498548804011,0.5779268190040053,0.9992643367945064,13,4
Prkcb,GSE276942,-0.010597015206601057,0.9211016437792598,0.9992643367945064,13,4
Prkcd,GSE276942,-0.1595019453278077,0.5201644808457743,0.9992643367945064,13,4
Prkcdbp,GSE276942,-0.19678057962629314,0.09670367682080518,0.9992643367945064,13,4
Prkce,GSE276942,-0.14189363454388015,0.3711543556809916,0.9992643367945064,13,4
Prkcg,GSE276942,-0.16288386944827948,0.2217541048719613,0.9992643367945064,13,4
Prkch,GSE276942,-0.1156705659390882,0.5356143917930811,0.9992643367945064,13,4
Prkci,GSE276942,-0.11327741701632732,0.5621485502401923,0.9992643367945064,13,4
Prkcq,GSE276942,-0.26317433702999704,0.24601715126503879,0.9992643367945064,13,4
Prkcsh,GSE276942,0.05165447696451331,0.7219754071327397,0.9992643367945064,13,4
Prkcz,GSE276942,-0.016132069625529155,0.8817228116400186,0.9992643367945064,13,4
Prkd1,GSE276942,-0.08393170286383267,0.5782241982496331,0.9992643367945064,13,4
Prkd2,GSE276942,0.1649447100219783,0.4037621135532061,0.9992643367945064,13,4
Prkd3,GSE276942,-0.0927880485701067,0.593463456944407,0.9992643367945064,13,4
Prkdc,GSE276942,-0.030988249754994257,0.8674522096311958,0.9992643367945064,13,4
Prkg1,GSE276942,-0.024297316984800865,0.9354822937206181,0.9992643367945064,13,4
Prkg2,GSE276942,0.062378020252581656,0.8659790162359045,0.9992643367945064,13,4
Prkra,GSE276942,-0.18863491728272663,0.28634434491907657,0.9992643367945064,13,4
Prkrip1,GSE276942,-0.08951021166268092,0.5374456971712742,0.9992643367945064,13,4
Prkrir,GSE276942,-0.13089287749876632,0.5483319080852473,0.9992643367945064,13,4
Prkx,GSE276942,-0.03924773633792178,0.8590431000230705,0.9992643367945064,13,4
Prlr,GSE276942,-0.5135518286435179,0.6546576507461916,0.9992643367945064,13,4
Prmt1,GSE276942,0.16710339941024355,0.5638355036156715,0.9992643367945064,13,4
Prmt10,GSE276942,-0.021113213675540976,0.9141242801683342,0.9992643367945064,13,4
Prmt2,GSE276942,-0.05862310178607899,0.6150692245324559,0.9992643367945064,13,4
Prmt3,GSE276942,-0.08342610735585154,0.6978502334087263,0.9992643367945064,13,4
Prmt5,GSE276942,-0.029467427980694794,0.8108875937955586,0.9992643367945064,13,4
Prmt6,GSE276942,-0.1324121874529407,0.27481768005720664,0.9992643367945064,13,4
Prmt7,GSE276942,-0.017382032489029697,0.8786449807030815,0.9992643367945064,13,4
Prmt8,GSE276942,-0.09267348581849078,0.26933216929314036,0.9992643367945064,13,4
Prnp,GSE276942,-0.1014927011168325,0.2646778202557424,0.9992643367945064,13,4
Prob1,GSE276942,-0.15795501424008673,0.5686795914307866,0.9992643367945064,13,4
Proca1,GSE276942,-0.059042360045315156,0.8881801963054079,0.9992643367945064,13,4
Procr,GSE276942,0.0920602448259733,0.7498074520440478,0.9992643367945064,13,4
Prodh,GSE276942,0.19769340549595604,0.31140129677417877,0.9992643367945064,13,4
Prok1,GSE276942,0.1687078732723215,0.8211780560998491,0.9992643367945064,13,4
Prokr2,GSE276942,0.22532333282321293,0.6333848966326904,0.9992643367945064,13,4
Prom1,GSE276942,0.0634137281577054,0.8076843695763039,0.9992643367945064,13,4
Prom2,GSE276942,-0.40577364018778805,0.6274257857069839,0.9992643367945064,13,4
Prorsd1,GSE276942,-0.5285506856162936,0.08300065013670724,0.9992643367945064,13,4
Pros1,GSE276942,-0.21660064833994674,0.37165280521629324,0.9992643367945064,13,4
Prosc,GSE276942,0.021852549982723346,0.8912485339042959,0.9992643367945064,13,4
Proser1,GSE276942,-0.07690398120780273,0.7288083642723889,0.9992643367945064,13,4
Proser2,GSE276942,-0.3032579059585663,0.12233843940227321,0.9992643367945064,13,4
Proser3,GSE276942,-0.16884322318758205,0.6466156244706505,0.9992643367945064,13,4
Prox1,GSE276942,-0.16313058402640124,0.3209240742959732,0.9992643367945064,13,4
Prox1os,GSE276942,-0.11591525152900584,0.4160627918597485,0.9992643367945064,13,4
Prox2,GSE276942,-0.30368708188570714,0.300076832309411,0.9992643367945064,13,4
Prox2os,GSE276942,-0.03982525498483369,0.9338394488185386,0.9992643367945064,13,4
Prpf18,GSE276942,0.017289139554481636,0.9371862358392935,0.9992643367945064,13,4
Prpf19,GSE276942,-0.09085069746566887,0.3488420651667208,0.9992643367945064,13,4
Prpf3,GSE276942,0.0013027100212372744,0.9969868480482451,0.999920929788857,13,4
Prpf31,GSE276942,-0.18935037710228286,0.20978444443226035,0.9992643367945064,13,4
Prpf38a,GSE276942,-0.21134178127219982,0.4075426983451121,0.9992643367945064,13,4
Prpf38b,GSE276942,0.09387105796410822,0.8217157098068465,0.9992643367945064,13,4
Prpf39,GSE276942,-0.16315656586976424,0.7408736667192108,0.9992643367945064,13,4
Prpf4,GSE276942,-0.12619611146134702,0.6262820450698946,0.9992643367945064,13,4
Prpf40a,GSE276942,-0.23414033515942556,0.5071443598220016,0.9992643367945064,13,4
Prpf40b,GSE276942,-0.22202852683365748,0.5097327238765375,0.9992643367945064,13,4
Prpf4b,GSE276942,-0.19662418434571194,0.6394970945777799,0.9992643367945064,13,4
Prpf6,GSE276942,-0.1091113115224811,0.5880657453224897,0.9992643367945064,13,4
Prpf8,GSE276942,-0.11635729686080332,0.5519718354542,0.9992643367945064,13,4
Prph,GSE276942,0.5210049256354052,0.510566371152807,0.9992643367945064,13,4
Prps1,GSE276942,-0.1430179091831345,0.4470658193581767,0.9992643367945064,13,4
Prps1l3,GSE276942,-0.0800287449693391,0.6877496410885103,0.9992643367945064,13,4
Prps2,GSE276942,-0.2727621886333953,0.3008131364071069,0.9992643367945064,13,4
Prpsap1,GSE276942,-0.03498953151773776,0.8880776800859654,0.9992643367945064,13,4
Prpsap2,GSE276942,-0.17599507830936467,0.257703443693381,0.9992643367945064,13,4
Prr11,GSE276942,0.03779468721412682,0.9226829583696426,0.9992643367945064,13,4
Prr12,GSE276942,-0.08956600620710375,0.6413565085162339,0.9992643367945064,13,4
Prr13,GSE276942,0.019455115901429565,0.8706335400801395,0.9992643367945064,13,4
Prr14,GSE276942,-0.024511234759060585,0.9427438928409143,0.9992643367945064,13,4
Prr14l,GSE276942,0.11087620676950927,0.2317081764402272,0.9992643367945064,13,4
Prr15,GSE276942,0.6263459890287555,0.5154504741155838,0.9992643367945064,13,4
Prr16,GSE276942,0.0258947354039174,0.9224069526585431,0.9992643367945064,13,4
Prr18,GSE276942,-0.31528826577258506,0.10481306181086221,0.9992643367945064,13,4
Prr22,GSE276942,-0.03159676446707316,0.8767371234077571,0.9992643367945064,13,4
Prr29,GSE276942,-0.37864919753790893,0.5268454960180812,0.9992643367945064,13,4
Prr3,GSE276942,-0.09857039990798278,0.6509916756981662,0.9992643367945064,13,4
Prr32,GSE276942,-1.5851451543697652,0.1886307148301032,0.9992643367945064,13,4
Prr36,GSE276942,-0.09272705990374241,0.7997339377049756,0.9992643367945064,13,4
Prr5,GSE276942,0.10854189497752653,0.6519925816417722,0.9992643367945064,13,4
Prr5l,GSE276942,-0.5335206662613041,0.0006172354416465281,0.28950056756115633,13,4
Prr7,GSE276942,-0.1574119088187853,0.14011471209051046,0.9992643367945064,13,4
Prrc1,GSE276942,-0.16444967857959014,0.3797282893288393,0.9992643367945064,13,4
Prrc2a,GSE276942,-0.10738499887528796,0.5319645501769212,0.9992643367945064,13,4
Prrc2b,GSE276942,-0.04660916433584994,0.6475693314163316,0.9992643367945064,13,4
Prrc2c,GSE276942,0.12218574532193749,0.5077670409464462,0.9992643367945064,13,4
Prrg1,GSE276942,-0.4861241745399498,0.008575784400650006,0.7322896475239381,13,4
Prrg2,GSE276942,-0.23388751350789772,0.26418385547897333,0.9992643367945064,13,4
Prrg3,GSE276942,-0.06269329423373726,0.7984490280594106,0.9992643367945064,13,4
Prrg4,GSE276942,-0.289509719316813,0.5859739017865018,0.9992643367945064,13,4
Prrt1,GSE276942,-0.011829183548979216,0.9354765034815467,0.9992643367945064,13,4
Prrt2,GSE276942,0.08798136621343211,0.7942277403859256,0.9992643367945064,13,4
Prrt3,GSE276942,-0.3051525876924863,0.017581901344944882,0.9731109164260571,13,4
Prrt4,GSE276942,-0.1679983218083274,0.5523195153574874,0.9992643367945064,13,4
Prrx1,GSE276942,-0.0645911540667452,0.8174498306056199,0.9992643367945064,13,4
Prrx2,GSE276942,-0.3116019685452778,0.28741974312841606,0.9992643367945064,13,4
Prss12,GSE276942,-0.13217188261785928,0.5119056387061368,0.9992643367945064,13,4
Prss16,GSE276942,0.06238003251544111,0.8859081118365973,0.9992643367945064,13,4
Prss23,GSE276942,-0.20070290795811196,0.2821601915949665,0.9992643367945064,13,4
Prss35,GSE276942,-0.4677182927084953,0.03297275621046183,0.9992643367945064,13,4
Prss36,GSE276942,-0.08557246311901778,0.6547283953710203,0.9992643367945064,13,4
Prss50,GSE276942,-0.6789549242869497,0.08308251132674563,0.9992643367945064,13,4
Prss53,GSE276942,0.23901035007961902,0.5067401627255604,0.9992643367945064,13,4
Prss57,GSE276942,0.14149884450270633,0.5850938997037894,0.9992643367945064,13,4
Prtg,GSE276942,-0.2231995435924734,0.307617195356073,0.9992643367945064,13,4
Prtn3,GSE276942,0.3006006153864149,0.24025009631657943,0.9992643367945064,13,4
Prune,GSE276942,-0.12761069528931124,0.24570263808017714,0.9992643367945064,13,4
Prune2,GSE276942,-0.15676468659137832,0.6171458362263436,0.9992643367945064,13,4
Prx,GSE276942,-0.08392091791512168,0.8402531942484545,0.9992643367945064,13,4
Psap,GSE276942,-0.07897355872908207,0.47526314218093735,0.9992643367945064,13,4
Psat1,GSE276942,-0.050456149620000446,0.7326282031472985,0.9992643367945064,13,4
Psd,GSE276942,-0.05401748779034676,0.4515382335112052,0.9992643367945064,13,4
Psd2,GSE276942,-0.19380805837512938,0.39506899727772377,0.9992643367945064,13,4
Psd3,GSE276942,0.16931683938593167,0.15967051401869853,0.9992643367945064,13,4
Psd4,GSE276942,-0.2726250910723689,0.314116124460348,0.9992643367945064,13,4
Psen1,GSE276942,-0.07788495952790875,0.5688057610906097,0.9992643367945064,13,4
Psen2,GSE276942,-0.06973278215710366,0.49167190395386723,0.9992643367945064,13,4
Psenen,GSE276942,-0.04343549421964976,0.8497505922171759,0.9992643367945064,13,4
Psg16,GSE276942,-0.08808912699778748,0.7557432073858367,0.9992643367945064,13,4
Psip1,GSE276942,-0.11862133307333877,0.7158060785169853,0.9992643367945064,13,4
Pskh1,GSE276942,-0.5805279014953335,0.012058221679273819,0.8276547685143839,13,4
Psma1,GSE276942,-0.1348165482063628,0.4097151122132307,0.9992643367945064,13,4
Psma2,GSE276942,-0.12185813455960215,0.3318510178237158,0.9992643367945064,13,4
Psma3,GSE276942,-0.07535895371697698,0.6814760568101912,0.9992643367945064,13,4
Psma4,GSE276942,-0.11563838210941313,0.6079521172458711,0.9992643367945064,13,4
Psma5,GSE276942,-0.0814928466993674,0.6358708988429579,0.9992643367945064,13,4
Psma6,GSE276942,-0.07427619869516455,0.5087962320020588,0.9992643367945064,13,4
Psma7,GSE276942,-0.08560763588326559,0.5712499158245223,0.9992643367945064,13,4
Psma8,GSE276942,-0.6123338083000638,0.22120080887405746,0.9992643367945064,13,4
Psmb1,GSE276942,-0.0747316011416288,0.6017139884577698,0.9992643367945064,13,4
Psmb10,GSE276942,0.005265582918170253,0.9485233756418966,0.9992643367945064,13,4
Psmb11,GSE276942,0.2391948806743054,0.5162383343977208,0.9992643367945064,13,4
Psmb2,GSE276942,-0.056084942248572744,0.6359260290818456,0.9992643367945064,13,4
Psmb3,GSE276942,-0.0866897436192442,0.2947389766231635,0.9992643367945064,13,4
Psmb4,GSE276942,-0.08306014444641363,0.3290104907275762,0.9992643367945064,13,4
Psmb5,GSE276942,-0.047757922823191024,0.4659582619826184,0.9992643367945064,13,4
Psmb6,GSE276942,-0.04894305810488575,0.34118308769327116,0.9992643367945064,13,4
Psmb7,GSE276942,-0.12934251613953052,0.31074136129001817,0.9992643367945064,13,4
Psmb8,GSE276942,-0.13759469365817267,0.3756754301462877,0.9992643367945064,13,4
Psmb9,GSE276942,-0.34714296442542736,0.053861658339670146,0.9992643367945064,13,4
Psmc1,GSE276942,-0.10187684939159602,0.5649540524474177,0.9992643367945064,13,4
Psmc2,GSE276942,-0.15171595692249262,0.394118982914033,0.9992643367945064,13,4
Psmc3,GSE276942,-0.040897109739209014,0.7612493506449541,0.9992643367945064,13,4
Psmc3ip,GSE276942,-0.16455821335852328,0.3916195805879583,0.9992643367945064,13,4
Psmc4,GSE276942,-0.02035668698947113,0.908609415199721,0.9992643367945064,13,4
Psmc5,GSE276942,-0.041267691022206066,0.7988628245707853,0.9992643367945064,13,4
Psmc6,GSE276942,-0.18907146806271236,0.5237520445601377,0.9992643367945064,13,4
Psmd1,GSE276942,-0.1238205403558208,0.5656692857053769,0.9992643367945064,13,4
Psmd10,GSE276942,-0.06663575970762992,0.7532814111893766,0.9992643367945064,13,4
Psmd11,GSE276942,-0.12405522886275122,0.5199922141336338,0.9992643367945064,13,4
Psmd12,GSE276942,-0.17092229126154912,0.48147934969333545,0.9992643367945064,13,4
Psmd13,GSE276942,0.034437993432757,0.77771717689006,0.9992643367945064,13,4
Psmd14,GSE276942,-0.13119968225934997,0.63016692708948,0.9992643367945064,13,4
Psmd2,GSE276942,-0.044147195171857945,0.8101530238619319,0.9992643367945064,13,4
Psmd3,GSE276942,-0.14668546912345803,0.4057082956248629,0.9992643367945064,13,4
Psmd4,GSE276942,-0.028812317373096974,0.7975418876093566,0.9992643367945064,13,4
Psmd5,GSE276942,-0.12533653606412365,0.5526930989950692,0.9992643367945064,13,4
Psmd6,GSE276942,-0.19307265075735636,0.4006091369493984,0.9992643367945064,13,4
Psmd7,GSE276942,-0.05669048652118569,0.6899989747657613,0.9992643367945064,13,4
Psmd8,GSE276942,-0.05382428701704001,0.4818095060385054,0.9992643367945064,13,4
Psmd9,GSE276942,-0.06460084945891253,0.6762443897426478,0.9992643367945064,13,4
Psme1,GSE276942,-0.1800893544878388,0.3752146228893255,0.9992643367945064,13,4
Psme2,GSE276942,-0.09152633533725751,0.684041750356029,0.9992643367945064,13,4
Psme2b,GSE276942,-0.26117942540455097,0.05951600008889824,0.9992643367945064,13,4
Psme3,GSE276942,-0.10386575968118272,0.43166684115585935,0.9992643367945064,13,4
Psme4,GSE276942,-0.1930791138532566,0.5035322876642946,0.9992643367945064,13,4
Psmf1,GSE276942,-0.15650532586134958,0.264850607186976,0.9992643367945064,13,4
Psmg1,GSE276942,0.1059251546984008,0.5610562582243149,0.9992643367945064,13,4
Psmg2,GSE276942,-0.0650106466433904,0.7335586922242451,0.9992643367945064,13,4
Psmg3,GSE276942,0.05717677290602374,0.616062439915427,0.9992643367945064,13,4
Psmg4,GSE276942,-0.12478632609233475,0.4934122923109648,0.9992643367945064,13,4
Pspc1,GSE276942,-0.19116329951220834,0.3646798499166047,0.9992643367945064,13,4
Psph,GSE276942,0.09521044587569527,0.5819351716662038,0.9992643367945064,13,4
Psrc1,GSE276942,-0.2600269238806474,0.23820762041879087,0.9992643367945064,13,4
Pstk,GSE276942,-0.2685170287092262,0.29469631657183165,0.9992643367945064,13,4
Pstpip1,GSE276942,-0.4073873384897482,0.07139566275912343,0.9992643367945064,13,4
Pstpip2,GSE276942,-0.24500398997813466,0.1579050654000853,0.9992643367945064,13,4
Ptafr,GSE276942,-0.517058997199908,0.04547319041591474,0.9992643367945064,13,4
Ptar1,GSE276942,0.5115234829325992,0.46489564945719813,0.9992643367945064,13,4
Ptbp1,GSE276942,0.14951466810058278,0.4822190104771146,0.9992643367945064,13,4
Ptbp2,GSE276942,-0.13219552517470845,0.6563598076722242,0.9992643367945064,13,4
Ptbp3,GSE276942,0.009751162432818816,0.957137428792174,0.9992643367945064,13,4
Ptcd1,GSE276942,-0.0866574932721278,0.582924275338579,0.9992643367945064,13,4
Ptcd2,GSE276942,-0.10961903215650004,0.5410552593934409,0.9992643367945064,13,4
Ptcd3,GSE276942,-0.2004828025795966,0.5165540369706796,0.9992643367945064,13,4
Ptch1,GSE276942,0.09667334433630792,0.6776357902777984,0.9992643367945064,13,4
Ptch2,GSE276942,-0.2505001123659891,0.32037099812928715,0.9992643367945064,13,4
Ptchd1,GSE276942,-0.0019322216077721777,0.9940273649436042,0.999920929788857,13,4
Ptchd2,GSE276942,-0.057470442695521484,0.4977026747706572,0.9992643367945064,13,4
Ptchd4,GSE276942,0.04630280196526737,0.6547106362946885,0.9992643367945064,13,4
Ptdss1,GSE276942,-0.060370296241456955,0.6951464371016499,0.9992643367945064,13,4
Ptdss2,GSE276942,-0.07428571240165738,0.5943322109424592,0.9992643367945064,13,4
Pten,GSE276942,-0.09396772460923586,0.7365110155445098,0.9992643367945064,13,4
Pter,GSE276942,-0.1815343187110443,0.4464753584949186,0.9992643367945064,13,4
Ptgdr,GSE276942,-0.29855212520487173,0.639600810716099,0.9992643367945064,13,4
Ptgds,GSE276942,-0.33289130641144205,0.6489572815965211,0.9992643367945064,13,4
Ptger1,GSE276942,-0.3508422472850743,0.37677069470420094,0.9992643367945064,13,4
Ptger2,GSE276942,-0.26604671143648817,0.5948011584754423,0.9992643367945064,13,4
Ptger3,GSE276942,-0.3007577447337031,0.3573156475356403,0.9992643367945064,13,4
Ptger4,GSE276942,-0.21105115857649004,0.6366438450707157,0.9992643367945064,13,4
Ptges,GSE276942,-0.175620557672997,0.36497020376875233,0.9992643367945064,13,4
Ptges2,GSE276942,-0.026011249220886157,0.7656952966245882,0.9992643367945064,13,4
Ptges3,GSE276942,0.01851221536088765,0.9128362363181296,0.9992643367945064,13,4
Ptges3l,GSE276942,-0.3497494960727696,0.49185453720734756,0.9992643367945064,13,4
Ptgfr,GSE276942,0.13941460339348133,0.9052334783082243,0.9992643367945064,13,4
Ptgfrn,GSE276942,-0.020640430084142736,0.930178356409913,0.9992643367945064,13,4
Ptgis,GSE276942,-0.7630604329915984,0.24618876116829774,0.9992643367945064,13,4
Ptgr1,GSE276942,0.019533793030231728,0.9489384099899294,0.9992643367945064,13,4
Ptgr2,GSE276942,-0.3109304803530275,0.21143260638954725,0.9992643367945064,13,4
Ptgs1,GSE276942,-0.24975992883591935,0.3354234350322362,0.9992643367945064,13,4
Ptgs2,GSE276942,-0.017294639714853233,0.9066763665471824,0.9992643367945064,13,4
Ptgs2os,GSE276942,-0.049816074571391145,0.8497786154724477,0.9992643367945064,13,4
Pth1r,GSE276942,-0.20607490292725128,0.347410684768437,0.9992643367945064,13,4
Pth2r,GSE276942,0.35758092232868055,0.6448523821458039,0.9992643367945064,13,4
Pthlh,GSE276942,-0.2870165471379984,0.4056144456891706,0.9992643367945064,13,4
Ptk2,GSE276942,-0.09435224886893501,0.5411442191245566,0.9992643367945064,13,4
Ptk2b,GSE276942,-0.1258570167197508,0.3829238676345262,0.9992643367945064,13,4
Ptk7,GSE276942,-0.2673705192627409,0.18609657166366134,0.9992643367945064,13,4
Ptma,GSE276942,0.22584968963224306,0.17930298830850963,0.9992643367945064,13,4
Ptms,GSE276942,-0.10801968347512414,0.7015973573065584,0.9992643367945064,13,4
Ptn,GSE276942,-0.2616827841925744,0.23076291748768699,0.9992643367945064,13,4
Ptov1,GSE276942,-0.10452863748282404,0.4139365663463611,0.9992643367945064,13,4
Ptp4a1,GSE276942,0.14102324183634973,0.6492776446360576,0.9992643367945064,13,4
Ptp4a2,GSE276942,-0.1793132041071921,0.36444788979294196,0.9992643367945064,13,4
Ptp4a3,GSE276942,-0.09958132087209925,0.29723931006400917,0.9992643367945064,13,4
Ptpdc1,GSE276942,0.06673101086134459,0.7798940092825165,0.9992643367945064,13,4
Ptpmt1,GSE276942,-0.25793696846482383,0.18236472924904984,0.9992643367945064,13,4
Ptpn1,GSE276942,0.08089552143335688,0.30367123458249246,0.9992643367945064,13,4
Ptpn11,GSE276942,-0.06927749288718132,0.5680194452709888,0.9992643367945064,13,4
Ptpn12,GSE276942,0.07124500570506243,0.8138353986937328,0.9992643367945064,13,4
Ptpn13,GSE276942,-0.13726677372063278,0.489108025149759,0.9992643367945064,13,4
Ptpn14,GSE276942,-0.04142089144128036,0.898587723188253,0.9992643367945064,13,4
Ptpn18,GSE276942,-0.5201987468141729,0.03775838740765432,0.9992643367945064,13,4
Ptpn2,GSE276942,-0.02637916268027496,0.9329874022244509,0.9992643367945064,13,4
Ptpn20,GSE276942,-0.6622593286336365,0.05209758200103938,0.9992643367945064,13,4
Ptpn21,GSE276942,-0.022963103733606438,0.9510357231918026,0.9992643367945064,13,4
Ptpn22,GSE276942,-0.3289813060429534,0.3997522224452132,0.9992643367945064,13,4
Ptpn23,GSE276942,-0.15169962783352098,0.5779913996731861,0.9992643367945064,13,4
Ptpn3,GSE276942,-0.14647651995095146,0.4657790896918736,0.9992643367945064,13,4
Ptpn4,GSE276942,-0.054226623955413444,0.7318271475138417,0.9992643367945064,13,4
Ptpn5,GSE276942,-0.016954503288530987,0.8813418378288942,0.9992643367945064,13,4
Ptpn6,GSE276942,-0.25147630892449424,0.07613400551186376,0.9992643367945064,13,4
Ptpn9,GSE276942,-0.06684535420449755,0.6769115033062232,0.9992643367945064,13,4
Ptpra,GSE276942,-0.0854346058859825,0.5312514882804159,0.9992643367945064,13,4
Ptprb,GSE276942,-0.19822019006411118,0.3525991666738783,0.9992643367945064,13,4
Ptprc,GSE276942,-0.39512558211248017,0.266522929605199,0.9992643367945064,13,4
Ptprcap,GSE276942,0.29913222454821864,0.4548915436998996,0.9992643367945064,13,4
Ptprd,GSE276942,-0.1575200643741752,0.3548127365301373,0.9992643367945064,13,4
Ptpre,GSE276942,-0.11174917664308381,0.5649377556011563,0.9992643367945064,13,4
Ptprf,GSE276942,-0.050311919116582615,0.8037332743938267,0.9992643367945064,13,4
Ptprg,GSE276942,0.023464049504083206,0.8822934264694478,0.9992643367945064,13,4
Ptprh,GSE276942,0.5767650645647633,0.22539800706995244,0.9992643367945064,13,4
Ptprj,GSE276942,-0.13049170948637823,0.40842998097988725,0.9992643367945064,13,4
Ptprk,GSE276942,-0.0594441899617717,0.8120854987028236,0.9992643367945064,13,4
Ptprm,GSE276942,-0.09638950749371844,0.6883975441081419,0.9992643367945064,13,4
Ptprn,GSE276942,-0.09743461742676196,0.47072772190287243,0.9992643367945064,13,4
Ptprn2,GSE276942,-0.041406085268254955,0.7763593882152305,0.9992643367945064,13,4
Ptpro,GSE276942,-0.07398071417180141,0.6737042699572919,0.9992643367945064,13,4
Ptprq,GSE276942,-0.409653830396417,0.46948545847473194,0.9992643367945064,13,4
Ptprr,GSE276942,-0.16238231720034513,0.39036688887336396,0.9992643367945064,13,4
Ptprs,GSE276942,-0.08602793560892685,0.6872720446967922,0.9992643367945064,13,4
Ptprt,GSE276942,-0.008460806780648866,0.947022048447366,0.9992643367945064,13,4
Ptpru,GSE276942,0.024158039826147615,0.8935521973489684,0.9992643367945064,13,4
Ptprv,GSE276942,-0.16241335234025778,0.735311285967472,0.9992643367945064,13,4
Ptprz1,GSE276942,-0.16673504654889726,0.475612273319251,0.9992643367945064,13,4
Ptrf,GSE276942,-0.20436474396218962,0.5321474487023915,0.9992643367945064,13,4
Ptrh1,GSE276942,0.2920405360211742,0.25291223907928967,0.9992643367945064,13,4
Ptrh2,GSE276942,-0.20430403725079493,0.18723899393201746,0.9992643367945064,13,4
Ptrhd1,GSE276942,-0.01714081190415584,0.8646054856801657,0.9992643367945064,13,4
Pts,GSE276942,-0.18685540171051862,0.4254932792855986,0.9992643367945064,13,4
Pttg1,GSE276942,-0.15377955614464334,0.3105097125014875,0.9992643367945064,13,4
Pttg1ip,GSE276942,-0.027158606376872285,0.836992919670717,0.9992643367945064,13,4
Ptx3,GSE276942,-0.6664478305948385,0.19596821291145106,0.9992643367945064,13,4
Ptx4,GSE276942,-0.19285675573738548,0.6254444072462887,0.9992643367945064,13,4
Puf60,GSE276942,-0.0916803240475037,0.3354787563205961,0.9992643367945064,13,4
Pum1,GSE276942,-0.13124068578864723,0.3537050999441734,0.9992643367945064,13,4
Pum2,GSE276942,-0.08459998081755771,0.6494342508058276,0.9992643367945064,13,4
