gene,dataset,log2FC,p,padj,n_post,n_ctrl
2700046A07Rik,GSE276942,0.014240259129969512,0.9672500205488102,0.9992643367945064,13,4
2700046G09Rik,GSE276942,-0.38713973505230737,0.3064216414800831,0.9992643367945064,13,4
2700049A03Rik,GSE276942,-0.07402813472683167,0.8194574421115406,0.9992643367945064,13,4
2700060E02Rik,GSE276942,-0.13179564689294487,0.43007150205264144,0.9992643367945064,13,4
2700062C07Rik,GSE276942,-0.22823735880651075,0.4873528486422938,0.9992643367945064,13,4
2700069I18Rik,GSE276942,-0.2773484034865419,0.34702703446431543,0.9992643367945064,13,4
2700081O15Rik,GSE276942,-0.07171167946075307,0.846293003529969,0.9992643367945064,13,4
2700094K13Rik,GSE276942,0.08757825157919275,0.6291672777558305,0.9992643367945064,13,4
2700097O09Rik,GSE276942,-0.2704672413358251,0.30387040383568015,0.9992643367945064,13,4
2810001G20Rik,GSE276942,-0.31245252886105757,0.3619903015888333,0.9992643367945064,13,4
2810002D19Rik,GSE276942,0.10669612553200913,0.639090038024089,0.9992643367945064,13,4
2810004N23Rik,GSE276942,-0.15515039122399266,0.6150092606611327,0.9992643367945064,13,4
2810006K23Rik,GSE276942,0.004243573964467728,0.9772495333675499,0.9992643367945064,13,4
2810013P06Rik,GSE276942,-0.07095841647550749,0.686943730033335,0.9992643367945064,13,4
2810021J22Rik,GSE276942,-0.19796494723684965,0.49291379897959375,0.9992643367945064,13,4
2810025M15Rik,GSE276942,0.004246875342893475,0.971681474251293,0.9992643367945064,13,4
2810029C07Rik,GSE276942,-0.4194304480041664,0.1398893880118846,0.9992643367945064,13,4
2810032G03Rik,GSE276942,0.06678205206653409,0.7589296071134247,0.9992643367945064,13,4
2810039B14Rik,GSE276942,0.183991068343059,0.4387943870105611,0.9992643367945064,13,4
2810049E08Rik,GSE276942,-0.33366193147221956,0.6188123719008711,0.9992643367945064,13,4
2810402E24Rik,GSE276942,-0.5518068784724202,0.06254259066907246,0.9992643367945064,13,4
2810403A07Rik,GSE276942,0.01645104921206908,0.9464615378611386,0.9992643367945064,13,4
2810403D21Rik,GSE276942,-0.13924668585475475,0.8186667487286258,0.9992643367945064,13,4
