gene,timepoint,log2FC,p,padj
Agap3,3M,-0.1815632997571619,,
Agbl1,3M,0.7794468445267841,,
Agbl2,3M,-1.0648736587295122,,
Agbl3,3M,-0.9218449695057389,,
Agbl4,3M,-0.6338814970893036,,
Agbl5,3M,-0.5866313189804613,,
Ager,3M,-0.4105570222795283,,
Agfg1,3M,-0.5067097621423358,,
Agfg2,3M,-0.056178678185872855,,
Aggf1,3M,-0.42011953100173116,,
Agk,3M,-0.29154364683062184,,
Agl,3M,-0.5320115147466282,,
Agmo,3M,-0.1753869995859656,,
Ago1,3M,-0.2742992919923317,,
Ago2,3M,0.0869055768626339,,
Ago3,3M,-0.16706925264440287,,
Ago4,3M,-0.2751548714430889,,
Agpat1,3M,-0.5610157936539775,,
Agpat2,3M,-0.6585555632757618,,
Agpat3,3M,-0.2180052170856257,,
Agpat4,3M,-0.23023867731098946,,
Agpat5,3M,-0.391643211929102,,
Agpat9,3M,0.05329415527755099,,
Agps,3M,-0.6509145859688861,,
Agrn,3M,-0.47245624506154016,,
Agt,3M,-0.37529525829397237,,
Agtpbp1,3M,-0.43598786121746436,,
Agtr1a,3M,-3.066696635173725,,
Agtr2,3M,-0.23149985463905542,,
Agtrap,3M,-0.8263294326499482,,
Ahctf1,3M,-0.21254578492500187,,
Ahcy,3M,-0.428726059096455,,
Ahcyl1,3M,-0.2895565302996008,,
Ahcyl2,3M,-0.048947737165864424,,
Ahdc1,3M,1.013646090615202,,
Ahi1,3M,-0.40262851438376757,,
Ahnak,3M,-0.5327166426862995,,
Ahnak2,3M,-0.8180260449324006,,
Ahr,3M,-0.2963120384671347,,
Ahrr,3M,-0.32019777062173116,,
Ahsa1,3M,-0.013262181383362659,,
Ahsa2,3M,-0.056724157600008596,,
Aida,3M,-0.4068705816004936,,
Aif1,3M,-0.8589533647662941,,
Aif1l,3M,-0.38801823598727303,,
Aifm1,3M,-0.5495119607103618,,
Aifm2,3M,-0.24257681372654982,,
Aifm3,3M,-0.5868047516977253,,
Aig1,3M,-0.19438833469476613,,
Aim1,3M,-0.01531796161642518,,
Aim1l,3M,-0.5464814927612269,,
Aim2,3M,-1.1217947031663442,,
Aimp1,3M,-0.7522385651618997,,
Aimp2,3M,0.11379463354398922,,
Aip,3M,0.1394070288271685,,
Aire,3M,-0.7452638494315531,,
Airn,3M,-0.27593053819736957,,
Ajap1,3M,-0.3839013038444925,,
Ajuba,3M,-0.717995386774672,,
Ak1,3M,-0.2033370582244558,,
Ak2,3M,-0.6958828225570688,,
Ak3,3M,-0.16232495860547047,,
Ak3l2-ps,3M,-0.3428646679943652,,
Ak4,3M,0.22069905306518578,,
Ak5,3M,-0.40554052853454436,,
Ak6,3M,-0.3662808144889471,,
Ak7,3M,-0.37816488295105,,
Ak8,3M,-0.6352471215228608,,
Ak9,3M,-2.546081095125732,,
Akap1,3M,-0.28686861165434685,,
Akap10,3M,-0.09141947342619616,,
Akap11,3M,-0.40188420724275176,,
Akap12,3M,-0.35557141434114925,,
Akap13,3M,-0.42830733121889963,,
Akap17b,3M,-0.7223426542613041,,
Akap2,3M,-0.9363127910612175,,
Akap5,3M,-0.5690526239820759,,
Akap6,3M,-0.17497491689679734,,
Akap7,3M,-0.4244095596518562,,
Akap8,3M,-0.716928113616472,,
Akap8l,3M,-0.6181392320434096,,
Akap9,3M,-0.6212498339617731,,
Akip1,3M,-0.2094564000039929,,
Akirin1,3M,-0.23978145329451195,,
Akirin2,3M,-0.3125487226670902,,
Akna,3M,-0.13941688267872987,,
Akr1a1,3M,-0.19210866185879105,,
Akr1b10,3M,-0.5350741013003297,,
Akr1b3,3M,-0.519350014772054,,
Akr1b8,3M,0.10234958858416388,,
Akr1c14,3M,-1.8341070262144985,,
Akr1c18,3M,0.39682378208025604,,
Akr1e1,3M,-0.5103102250355924,,
Akr7a5,3M,-0.030112832763318664,,
Akt1,3M,-0.24603277675952917,,
Akt1s1,3M,0.059643474591705825,,
Akt2,3M,-0.035100005247903354,,
Akt2-ps,3M,-0.2199486460905371,,
Akt3,3M,-0.3160116437412146,,
Aktip,3M,-0.2435155697171485,,
Alad,3M,-0.09786569808954582,,
Alas1,3M,0.02809000859262767,,
Alas2,3M,-0.32990448355004043,,
Alcam,3M,-0.6422637174892767,,
Aldh16a1,3M,-0.9289541509356871,,
Aldh18a1,3M,-0.2520880037540305,,
Aldh1a1,3M,-0.45362220356929406,,
Aldh1a2,3M,-1.308004022186008,,
Aldh1a3,3M,-1.3037740302440528,,
Aldh1b1,3M,-0.2287678804399187,,
Aldh1l1,3M,-0.2384753642847457,,
Aldh1l2,3M,-0.7868099420482908,,
Aldh2,3M,-0.1863658094394527,,
Aldh3a1,3M,-1.4036774610288023,,
Aldh3a2,3M,-0.3782945487074194,,
Aldh3b1,3M,-0.49955855114651104,,
Aldh3b2,3M,0.16664406656870234,,
Aldh4a1,3M,-0.18454128589743135,,
Aldh5a1,3M,-0.3487832763929788,,
Aldh6a1,3M,-0.46704773050947956,,
Aldh7a1,3M,-0.20857158604252746,,
Aldh9a1,3M,-0.5242264972295132,,
Aldoa,3M,-0.11036626248110437,,
Aldoart1,3M,-0.20999829177295481,,
Aldoart2,3M,-1.0996859229845484,,
Aldob,3M,-0.7115858950369685,,
Aldoc,3M,-0.025561681387836543,,
Alg1,3M,-0.35609292639509427,,
Alg10b,3M,-0.2009418435901349,,
Alg11,3M,-0.35608524950119147,,
Alg12,3M,-0.1426157202770426,,
Alg13,3M,-0.35853322304336466,,
Alg14,3M,-0.36858225726740734,,
Alg2,3M,-0.4075541663128526,,
Alg3,3M,-0.14531096609309824,,
Alg5,3M,-0.19505642721192462,,
Alg6,3M,-0.7449530808486626,,
Alg8,3M,0.14560694444125666,,
Alg9,3M,-0.3992014838054434,,
Alk,3M,-1.0173598194521105,,
Alkbh1,3M,-0.28279733712828836,,
Alkbh2,3M,-0.04918508738416172,,
Alkbh3,3M,-0.43089518786789327,,
Alkbh4,3M,0.06924545581594099,,
Alkbh5,3M,-0.1580352561186782,,
Alkbh6,3M,-0.1557833500772503,,
Alkbh7,3M,-0.11747646450375804,,
Alkbh8,3M,-0.20773860410642442,,
Alms1,3M,-0.3011308402395825,,
Alox12b,3M,-0.08485352974405913,,
Alox5,3M,-0.2656906001555037,,
Alox5ap,3M,0.2488416431100129,,
Alox8,3M,-0.3710757592454508,,
Aloxe3,3M,-0.35668721333502695,,
Alpk1,3M,-0.6188065582827411,,
Alpk3,3M,-1.5436335636737257,,
Alpl,3M,-0.11818374545120136,,
Als2,3M,-0.12667124021177045,,
Als2cl,3M,-0.2674135497501986,,
Alx3,3M,-0.5742244644250194,,
Alx4,3M,-1.318057260923844,,
Alyref,3M,-0.684004545541022,,
Alyref2,3M,-0.38100331199517257,,
Amacr,3M,-0.16139865454821933,,
Ambra1,3M,-0.3755333086834991,,
Amd-ps1,3M,-0.5420120087175553,,
Amd-ps2,3M,-0.646240625180289,,
Amd-ps3,3M,-0.461496453606852,,
Amd-ps4,3M,0.2307961007372925,,
Amd-ps5,3M,-0.22672264890212945,,
Amd1,3M,-0.19650757512001427,,
Amd2,3M,-0.7221050202907398,,
Amdhd2,3M,-0.3792220364153618,,
Amer1,3M,-0.2603761954749588,,
Amer2,3M,-0.02014706568197866,,
Amer3,3M,-0.1889292168263932,,
Amfr,3M,-0.31074078259787186,,
Amh,3M,-0.21022416477510042,,
Amhr2,3M,-0.3515849974114067,,
Amigo1,3M,-0.2718151325840594,,
Amigo2,3M,-0.3468381938452332,,
Amigo3,3M,0.3859378827110893,,
Ammecr1,3M,-0.5632354502477117,,
Ammecr1l,3M,-0.3359188087812104,,
Amn,3M,-0.06686954297369496,,
Amn1,3M,-0.15530581037937274,,
Amot,3M,-0.22082155929250646,,
Amotl1,3M,-0.18880146338780968,,
Amotl2,3M,0.00633903999622909,,
Ampd2,3M,-0.0734382803254281,,
Ampd3,3M,-0.5541089101363532,,
Amph,3M,-0.2580385097508735,,
Amt,3M,-0.24887029556528617,,
Amy1,3M,-1.00992930132084,,
Amz1,3M,-0.5928311600086866,,
Amz2,3M,-0.2683085845597173,,
Anapc1,3M,-0.22723320915570078,,
Anapc10,3M,-0.6946468268638544,,
Anapc11,3M,0.10600217073033313,,
Anapc13,3M,0.007373165033619955,,
Anapc15,3M,-0.2718641674525468,,
Anapc15-ps,3M,-0.40519814338904325,,
Anapc16,3M,-0.08668980278816285,,
Anapc2,3M,-0.2721923011956129,,
Anapc4,3M,-0.5271916238082426,,
Anapc5,3M,-0.31550637603201714,,
Anapc7,3M,-0.2064962501095664,,
Ang,3M,-0.8257400383120963,,
Angel1,3M,-0.5728808671229215,,
Angel2,3M,-0.48545095372104363,,
Angpt1,3M,-0.7321032079399128,,
Angpt2,3M,0.2844715964175739,,
Angptl1,3M,0.18425402695352755,,
Angptl2,3M,-0.386134073572177,,
Angptl4,3M,-0.07700738073169511,,
Angptl6,3M,-0.4291611142854359,,
Angptl7,3M,-0.17856137941653039,,
Ank,3M,-0.30841311537676575,,
Ank1,3M,-0.03744070330870031,,
Ank2,3M,-0.35399989487880745,,
Ank3,3M,0.022991960296128156,,
Ankdd1a,3M,-0.3952850027150179,,
Ankef1,3M,-0.7018387305144009,,
Ankfn1,3M,0.025034167821362807,,
Ankfy1,3M,-0.2502131685709621,,
Ankhd1,3M,-0.5005831433258088,,
Ankib1,3M,-0.3838208729618824,,
Ankle1,3M,-1.3659693809171225,,
Ankle2,3M,-0.29586918663975403,,
Ankmy2,3M,-0.5014354892111577,,
Ankra2,3M,-0.4960907491231641,,
Ankrd10,3M,-0.1514188491850259,,
Ankrd11,3M,-0.32955581372819687,,
Ankrd12,3M,-0.7240644526409543,,
Ankrd13a,3M,-0.13374678029488507,,
Ankrd13b,3M,-0.20190345022757938,,
Ankrd13c,3M,-0.49426553847646204,,
Ankrd13d,3M,-0.25114453094741584,,
Ankrd16,3M,-0.5521199504096117,,
Ankrd17,3M,-0.24541432478802605,,
Ankrd23,3M,-0.861281138447664,,
Ankrd24,3M,-0.4397768608655319,,
Ankrd26,3M,-0.6248148673874852,,
Ankrd27,3M,-0.2869162655544173,,
Ankrd28,3M,-0.5833396838740832,,
Ankrd29,3M,-0.7025289121408722,,
Ankrd33b,3M,-0.15955312268491006,,
Ankrd34a,3M,-0.05176913782555559,,
Ankrd34b,3M,0.5367357089431035,,
Ankrd34c,3M,-1.9163024385438967,,
Ankrd35,3M,-0.6877320695962723,,
Ankrd37,3M,-0.4596672586830328,,
Ankrd39,3M,0.3564230404193256,,
Ankrd40,3M,-0.21824336001064637,,
Ankrd42,3M,-0.8828721655377869,,
Ankrd44,3M,-0.018996091322386555,,
Ankrd45,3M,-0.1651127219015116,,
Ankrd46,3M,-0.21002814564733185,,
Ankrd49,3M,-1.0413870944801094,,
Ankrd50,3M,-0.24677359565854395,,
Ankrd52,3M,-0.27605662264418207,,
Ankrd54,3M,-0.44076377786693044,,
Ankrd55,3M,-0.45148147557588114,,
Ankrd6,3M,-0.3728051658846816,,
Ankrd63,3M,0.02968451514699666,,
Ankrd66,3M,-1.0572046726239699,,
Ankrd9,3M,-0.5289958837791406,,
Anks1,3M,-0.16996589669731677,,
Anks1b,3M,-0.4455621202356479,,
Anks3,3M,-0.22156006393841743,,
Anks6,3M,-0.22919098652894654,,
Ankub1,3M,-0.1035684527767371,,
Ankzf1,3M,-0.5679540222444039,,
Anln,3M,-0.4123423619675961,,
Ano1,3M,-0.8996668683732683,,
Ano10,3M,-0.49278746296131715,,
Ano2,3M,-1.0725544995702574,,
Ano3,3M,-0.6316255487644415,,
Ano4,3M,-0.5846558898366965,,
Ano5,3M,-1.1386607468979184,,
Ano6,3M,-0.41432051693974614,,
Ano7,3M,0.5877686101367199,,
Ano8,3M,-0.442944588401474,,
Anp32-ps,3M,-0.3354110601325395,,
Anp32a,3M,-0.44721599229415254,,
Anp32b,3M,-0.43411816502833567,,
Anp32b-ps1,3M,0.12703672591758153,,
Anp32e,3M,-0.3708422446047237,,
Anpep,3M,-0.5006579746625981,,
Antxr1,3M,-0.40720844088937014,,
Antxr2,3M,-0.29815010747668236,,
Anxa1,3M,0.07997451739998329,,
Anxa11,3M,-0.10050922462292355,,
Anxa2,3M,-0.31424251105462186,,
Anxa3,3M,-0.6392640930433808,,
Anxa4,3M,-0.513476097910404,,
Anxa5,3M,-0.36665238290921565,,
Anxa6,3M,-0.2669098839544368,,
Anxa7,3M,-0.17510800276519056,,
Anxa8,3M,-0.7307080348693846,,
Anxa9,3M,-0.9039691408212445,,
Aoc2,3M,-0.25379075205798696,,
Aoc3,3M,-1.2675847035608734,,
Aox1,3M,-0.13918948874547166,,
Aox3,3M,-1.3293497462826416,,
Aox4,3M,-0.9863880539944061,,
Ap1ar,3M,0.4020869821719426,,
Ap1b1,3M,-0.29617604630795924,,
Ap1g1,3M,-0.27997222884425277,,
Ap1g2,3M,-0.6686675779052056,,
Ap1m1,3M,-0.31052468791781784,,
Ap1s1,3M,-0.14799842787116368,,
Ap1s2,3M,-0.9291131046811181,,
Ap1s3,3M,-0.1819089763965822,,
Ap2a1,3M,-0.16204620292063154,,
Ap2a2,3M,-0.33718948874952304,,
Ap2b1,3M,-0.17262800246667886,,
Ap2m1,3M,-0.277065266649684,,
Ap2s1,3M,0.10780084197084783,,
Ap3b1,3M,-0.24457816233065977,,
Ap3b2,3M,-0.27777742389376847,,
Ap3d1,3M,-0.21675506077381002,,
Ap3m1,3M,0.15442331498470807,,
Ap3m1-ps,3M,-0.5800047593258455,,
Ap3m2,3M,-0.3102069363594584,,
Ap3s1,3M,-0.6611033582418511,,
Ap3s1-ps1,3M,-0.585199076039534,,
Ap3s1-ps2,3M,-0.2528887162928033,,
Ap3s2,3M,-0.14260093117851547,,
Ap4b1,3M,-1.1809967830847494,,
Ap4e1,3M,-0.37632419583879617,,
Ap4m1,3M,-0.3080550880392998,,
Ap4s1,3M,-0.5633058276543341,,
Ap5b1,3M,-0.21051373643413562,,
Ap5m1,3M,-0.3427343791912829,,
Ap5s1,3M,0.201040583941829,,
Ap5z1,3M,-0.2585886151513126,,
Apaf1,3M,0.07173178927704171,,
Apba1,3M,-0.18251645500068037,,
Apba2,3M,-0.34017165643248504,,
Apba3,3M,0.03215076151003515,,
Apbb1,3M,-0.14361634878816076,,
Apbb1ip,3M,-0.8221389072508556,,
Apbb2,3M,-0.19886713852399573,,
Apc,3M,-0.5087721879307114,,
Apc2,3M,-0.29224542979745394,,
Apcdd1,3M,-0.5534335762949336,,
Apeh,3M,-0.22067724203224337,,
Apela,3M,-2.2267226489021295,,
Apex1,3M,-0.15319352001813868,,
Apex2,3M,0.3749224732274694,,
Aph1a,3M,-0.1539620179875829,,
Aph1b,3M,-0.4589555874210802,,
Aph1c,3M,-0.2215211750822652,,
Api5,3M,-0.3098039034123907,,
Apip,3M,-0.4398575841328407,,
Apitd1,3M,0.2086405545741261,,
Aplf,3M,-0.44388330573872636,,
Apln,3M,-0.26519055228247446,,
Aplp1,3M,-0.27897735051561945,,
Aplp2,3M,-0.2724415621291385,,
Apmap,3M,-0.2881276378586417,,
Apoa1bp,3M,-0.346433111357733,,
Apoa2,3M,0.5051490105738967,,
Apobec1,3M,-0.7079345675342656,,
Apobec3,3M,-1.3713126066524088,,
Apobr,3M,-0.2952177343643454,,
Apoc1,3M,-0.08398766543855807,,
Apod,3M,-0.8846185055380573,,
Apoe,3M,-0.40843258170970387,,
Apoh,3M,-1.4136258584935582,,
Apol8,3M,-0.3291913429181763,,
Apold1,3M,1.1257920175695215,,
Apoo,3M,-0.5302255037367525,,
Apoo-ps,3M,-0.48782599326368636,,
Apool,3M,-0.7225520608237783,,
Apopt1,3M,-0.48486075564830244,,
App,3M,-0.31557637719434695,,
Appbp2,3M,-0.5752444730195023,,
Appl1,3M,-0.6722852967837607,,
Appl2,3M,-0.5635786165851151,,
Aprt,3M,-0.057621020294456926,,
Aptx,3M,-0.19075846493664628,,
Aqp1,3M,-0.38154442015530865,,
Aqp11,3M,-0.47024826920165275,,
Aqp4,3M,-0.676010588945914,,
Aqp9,3M,-0.877355446872246,,
Aqr,3M,-0.3637992262341516,,
Ar,3M,-0.2055050547681514,,
Araf,3M,-0.391586984855973,,
Arap1,3M,-0.28749984091525427,,
Arap2,3M,-0.6400365593702197,,
Arap3,3M,-0.3103370675888364,,
Arc,3M,1.3452125246743538,,
Arcn1,3M,-0.2844997187080711,,
Arel1,3M,-0.2793636184663608,,
Arf1,3M,-0.13964736027961422,,
Arf2,3M,-0.5347155276769424,,
Arf3,3M,-0.17603489601377298,,
Arf4,3M,-0.233755169291598,,
Arf5,3M,-0.1488368804957787,,
Arf6,3M,-0.4147864881864578,,
Arfgap1,3M,-0.21493978116815704,,
Arfgap2,3M,-0.4406341465693142,,
Arfgap3,3M,-0.4277111761068486,,
Arfgef1,3M,-0.500512417808709,,
Arfgef2,3M,-0.3075291546255876,,
Arfgef3,3M,0.5556443009210721,,
Arfip1,3M,-0.5417252521407967,,
Arfip2,3M,-0.4264961387441524,,
Arfrp1,3M,-0.2180477785153183,,
Arg2,3M,-0.09954977561023792,,
Arglu1,3M,-0.6833881153605148,,
Arhgap1,3M,-0.38728053228834725,,
Arhgap10,3M,-0.11207698462285443,,
Arhgap11a,3M,-0.7804452561230333,,
Arhgap12,3M,-0.5670051152436422,,
Arhgap15,3M,-0.4856621668437695,,
Arhgap17,3M,-0.3167411081379825,,
Arhgap18,3M,-0.8204368776886,,
Arhgap19,3M,-0.4420433463397835,,
Arhgap20,3M,-0.4612556215775161,,
Arhgap21,3M,-0.40271221320978157,,
Arhgap22,3M,-0.07504020654515298,,
Arhgap23,3M,-0.23683977756017072,,
Arhgap24,3M,-0.5664966718594462,,
Arhgap25,3M,-0.33596257839327404,,
Arhgap26,3M,-0.7433763333968617,,
Arhgap27,3M,-0.319402996454766,,
Arhgap27os2,3M,-0.9539763063553837,,
Arhgap28,3M,-0.6082398518190262,,
Arhgap29,3M,-0.8036541728857207,,
Arhgap30,3M,-0.3760181031389802,,
Arhgap31,3M,-0.3009531871974751,,
Arhgap32,3M,-0.2543064783348772,,
Arhgap33,3M,-0.3619733179695288,,
Arhgap35,3M,-0.10359014483422158,,
Arhgap36,3M,-0.7574368358485128,,
Arhgap39,3M,-0.21169285699726892,,
Arhgap4,3M,-0.664250276095002,,
Arhgap42,3M,-0.5376636795008514,,
Arhgap44,3M,-0.03226916889092024,,
Arhgap5,3M,-0.8968666542993464,,
Arhgap6,3M,-0.8592949918738269,,
Arhgap9,3M,-0.28652540749301814,,
Arhgdia,3M,-0.06167103368639637,,
Arhgdib,3M,0.06088570962498441,,
Arhgdig,3M,-0.3085275438157815,,
Arhgef1,3M,-0.563872435732863,,
Arhgef10,3M,-0.36541725581397344,,
Arhgef10l,3M,-0.20595637577261172,,
Arhgef11,3M,-0.27322133222105727,,
Arhgef12,3M,-0.116492741147745,,
Arhgef15,3M,-0.17811162700470007,,
Arhgef16,3M,-1.1112330122355458,,
Arhgef17,3M,-0.1454605897559027,,
Arhgef18,3M,-0.05590679809706245,,
Arhgef19,3M,0.18034689057176223,,
Arhgef2,3M,-0.3962410221157793,,
Arhgef25,3M,-0.2837116844381118,,
Arhgef26,3M,-0.37640088275001204,,
Arhgef28,3M,-0.07254728793996534,,
Arhgef3,3M,-0.25184641259456875,,
Arhgef33,3M,-0.6372796711816577,,
Arhgef37,3M,-0.2157277448188628,,
Arhgef4,3M,-0.2592115151617893,,
Arhgef40,3M,-0.1953277231362467,,
Arhgef5,3M,-0.8535899480559852,,
Arhgef6,3M,-0.5863876953615694,,
Arhgef7,3M,-0.1442241987300683,,
Arhgef9,3M,-0.44986882947185336,,
Arid1a,3M,-0.3429548128022244,,
Arid1b,3M,-0.33007048033623754,,
Arid2,3M,-0.3695157349444873,,
Arid3a,3M,-0.4141878914040138,,
Arid3b,3M,0.16815320756028385,,
Arid4a,3M,-0.6547506987304974,,
Arid4b,3M,-0.9648206997335116,,
Arid5a,3M,0.5205557396967588,,
Arid5b,3M,-0.11777219851160758,,
Arih1,3M,-0.36360597276716966,,
Arih2,3M,-0.2545391713742031,,
Arl1,3M,-0.5267486458879418,,
Arl10,3M,-0.44481722845635385,,
Arl11,3M,-0.2291014675795271,,
Arl13b,3M,-0.5656532370618583,,
Arl14ep,3M,-0.5987683153836016,,
Arl15,3M,-0.3197853525239669,,
Arl16,3M,-0.04641113036473499,,
Arl2,3M,-0.024948904169098896,,
Arl2bp,3M,-0.18609114323981224,,
Arl3,3M,-0.15930757433541842,,
Arl4a,3M,-0.9070708446418134,,
Arl4c,3M,-0.27253158076912065,,
Arl4d,3M,0.9258288512983608,,
Arl5a,3M,-0.5475691142616661,,
Arl5b,3M,1.5804221677105694,,
Arl5c,3M,-0.7414460711655222,,
Arl6,3M,-0.3416411245405193,,
Arl6ip1,3M,-0.30059804774551857,,
Arl6ip4,3M,-0.44308680327516115,,
Arl6ip5,3M,-0.1378103489302802,,
Arl6ip6,3M,-0.4405533853811603,,
Arl8a,3M,-0.3604108986596888,,
Arl8b,3M,-0.25806390061605633,,
Armc1,3M,-0.28957490717177414,,
Armc10,3M,-1.3882740959304325,,
Armc2,3M,-0.21439447711656268,,
Armc3,3M,-0.23112949938084082,,
Armc4,3M,-0.13074023958061876,,
Armc5,3M,-0.44004147932361626,,
Armc6,3M,-0.060306142125410744,,
Armc7,3M,-0.2861754819206741,,
Armc8,3M,-0.4154034259445094,,
Armc9,3M,-0.36429454667193006,,
Armcx1,3M,-0.6341068653810691,,
Armcx2,3M,-0.15402813360379852,,
Armcx3,3M,-0.6691604765728467,,
Armcx4,3M,-0.6805109862268406,,
Armcx5,3M,-1.2938978887937091,,
Armcx6,3M,-0.7243398227162441,,
Armt1,3M,-0.3924294987471919,,
Arnt,3M,-0.3340847668362432,,
Arnt2,3M,-0.45106425473854017,,
Arntl,3M,-0.2905148938532651,,
Arntl2,3M,-0.29891924478666976,,
Arpc1a,3M,-0.09780716254557476,,
Arpc1b,3M,-0.22890005886459797,,
Arpc2,3M,-0.1597440936737371,,
Arpc3,3M,-0.1445220819503401,,
Arpc4,3M,-0.23842548734585023,,
Arpc5,3M,-0.17817421092020602,,
Arpc5l,3M,-0.28736415471180443,,
Arpin,3M,-0.24241868901740737,,
Arpp19,3M,-0.13005947858996514,,
Arpp21,3M,-0.5249173820171382,,
Arr3,3M,-0.11523081744944852,,
Arrb1,3M,-0.6981768987963743,,
Arrb2,3M,-0.1769426925660813,,
Arrdc1,3M,-0.5154604880017573,,
Arrdc2,3M,0.11784306139557899,,
Arrdc3,3M,0.0840418119585653,,
Arrdc4,3M,-0.01800249036189605,,
Arsa,3M,-0.5104867945246596,,
Arsb,3M,-0.37090972977399517,,
Arsg,3M,-0.6581191029000149,,
Arsi,3M,-0.1562647838328779,,
Arsj,3M,-0.27286983097198547,,
Arsk,3M,-0.8055942667143805,,
Art3,3M,-0.777827005258942,,
Artn,3M,-1.2418065647089982,,
Arv1,3M,-0.7102261180575331,,
Arvcf,3M,-0.17925380241436706,,
Arx,3M,-0.40597709010697614,,
Arxes1,3M,-0.2519849384678814,,
Arxes2,3M,-0.40145205970022246,,
As3mt,3M,-0.707020190573763,,
Asah1,3M,-0.5382840826095112,,
Asah2,3M,-0.9579391311222691,,
Asap1,3M,-0.3855780052212179,,
Asap2,3M,-0.12957542349291096,,
Asap3,3M,-0.6471923138111659,,
Asb1,3M,-0.35749711304786835,,
Asb11,3M,-0.12235587380613655,,
Asb13,3M,-0.39386589796630567,,
Asb16,3M,-0.7736146261962906,,
Asb18,3M,-0.821842718212749,,
Asb2,3M,-0.2615394252815273,,
Asb3,3M,-0.16432725649134117,,
Asb4,3M,0.9088264716026986,,
Asb5,3M,0.396240625180289,,
Asb6,3M,0.07055362104393659,,
Asb7,3M,-0.41619062445989563,,
Asb8,3M,-0.32867133781820534,,
Ascc1,3M,-0.31672030471884316,,
Ascc2,3M,-0.19627113900571302,,
Ascc3,3M,-0.30646316636262405,,
Ascl1,3M,-0.10916909779686446,,
Ascl4,3M,-0.9649555854879353,,
Asf1a,3M,-0.45633580206841984,,
Asf1b,3M,-0.18318833571982296,,
Ash1l,3M,-0.2275041661778605,,
Ash2l,3M,-0.36483076475151677,,
Asic1,3M,-0.014628097287181063,,
Asic2,3M,-0.19757759965572497,,
Asic3,3M,0.12703672591758153,,
Asic4,3M,-0.6089925902945827,,
Asl,3M,-0.24586553799493593,,
Asna1,3M,-0.033222837320094456,,
Asns,3M,-0.2272207340115262,,
Asnsd1,3M,-0.5611661216248462,,
Aspa,3M,-0.632022586699823,,
Aspdh,3M,0.004029867819921762,,
Aspg,3M,-1.157471767678107,,
Asph,3M,-0.5323908417306367,,
Asphd1,3M,-0.24256030820118468,,
Asphd2,3M,-0.17747526468255614,,
Aspn,3M,-0.8072947922496971,,
Asprv1,3M,-0.7789658756965823,,
Aspscr1,3M,-0.5068799750092889,,
Asrgl1,3M,-0.34609643109899046,,
Ass1,3M,-0.3014932411140583,,
Aste1,3M,-0.19456198340241837,,
Astn1,3M,-0.3170172529382551,,
Astn2,3M,-0.18419089694608282,,
Asun,3M,-0.5141032129786094,,
Asxl1,3M,-0.4803731692357456,,
Asxl2,3M,-0.5769420132016023,,
Asxl3,3M,-0.298097261323953,,
Atad1,3M,-0.7176876766790912,,
Atad2,3M,-0.6238169411877932,,
Atad2b,3M,-0.1713790509308657,,
Atad3a,3M,-0.328664991624974,,
Atad3aos,3M,-0.9568920357367787,,
Atad5,3M,-1.2598319442333823,,
Atat1,3M,-0.5034585322099581,,
Atcay,3M,-0.13179253150989112,,
Ate1,3M,-0.5484258912819779,,
Atf1,3M,-0.2819926841211995,,
Atf2,3M,-0.12139329109331243,,
Atf3,3M,0.6697590124113599,,
Atf4,3M,-0.06348489058657059,,
Atf5,3M,-0.1016582260484622,,
Atf6,3M,-0.2907437116831062,,
Atf6b,3M,-0.14369202733305464,,
Atf7,3M,-0.20249078161405798,,
Atf7ip,3M,-0.09817442268161258,,
Atg10,3M,-0.45901917094602673,,
Atg101,3M,-0.03419694509260118,,
Atg12,3M,-0.2394442033154931,,
Atg13,3M,-0.2872616954599998,,
Atg14,3M,-0.28942841499425676,,
Atg16l1,3M,-0.20683562380948395,,
Atg16l2,3M,-0.5249725807435981,,
Atg2a,3M,-0.27969505976737885,,
Atg2b,3M,-0.1781107668118196,,
Atg3,3M,-0.4205167470490032,,
Atg4a,3M,-0.6834009068476599,,
Atg4a-ps,3M,-0.8490173894099668,,
Atg4b,3M,-0.17434913725343115,,
Atg4c,3M,-0.31925984690392895,,
Atg4d,3M,-0.11154926374410223,,
Atg5,3M,-0.41954717980772394,,
Atg7,3M,-0.7800269229496983,,
Atg9a,3M,0.0038305775719837953,,
Atg9b,3M,-0.0854740608634117,,
Athl1,3M,-0.8331977648253917,,
Atic,3M,-0.16497408088781818,,
Atl1,3M,-0.3419216186483691,,
Atl2,3M,-0.4101491771032908,,
Atl3,3M,-0.40407211293215894,,
Atm,3M,-0.43554145144118017,,
Atmin,3M,-0.18710024443940831,,
Atn1,3M,-0.2132527635012682,,
Atoh7,3M,-1.8591778855343035,,
Atoh8,3M,-0.02567342711645626,,
Atox1,3M,0.21127284696655835,,
Atp10a,3M,-0.2623413742284306,,
Atp10b,3M,-0.7714641746961295,,
Atp10d,3M,-0.5547069334190979,,
Atp11a,3M,0.16926681253895026,,
Atp11b,3M,-0.9466966600580644,,
Atp11c,3M,-0.7137497220777638,,
Atp13a1,3M,-0.28092031192679734,,
Atp13a2,3M,-0.0777675466385741,,
Atp13a3,3M,-0.4759245018011562,,
Atp13a4,3M,-0.7059609065903052,,
Atp13a5,3M,-0.6470389491128925,,
Atp1a1,3M,-0.31068125961409443,,
Atp1a2,3M,-0.4110244752778769,,
