gene,n_datasets,meta_Z,meta_p,consistency,n_sig,mean_log2FC,GSE276942_log2FC,GSE215410_log2FC,GSE174412_log2FC,GSE276942_p,GSE215410_p,GSE174412_p,meta_padj
Gatm,3,-2.906982304795882,0.003649338406818069,0.6666666666666666,1,-2.296604970267739,-0.26213356359063944,0.015718222787422853,-6.64339957,0.011184928265201528,0.9601455558961659,0.0600381095487837,0.9167498506411614
Gm26645,3,-2.8996218248989765,0.003736131269460241,1.0,1,-0.3701466461719556,-0.9141140581653255,-0.17001740501720786,-0.026308475333333303,0.0013421863430840314,0.7258544682556097,0.88802842914956,0.9178601839226431
Zfp593,3,-2.897938175585017,0.003756246267422005,1.0,1,-0.21186198251835617,-0.16297326665254364,-0.3932016595691915,-0.07941102133333339,0.00823233552875453,0.21299086730272276,0.5612091287130255,0.9178601839226431
Nodal,3,-2.888316186357306,0.0038731032643117775,1.0,1,-0.3672409051401449,-0.8972994409344506,-0.15400748881931753,-0.05041578566666666,0.008980538189756158,0.15393168972554552,0.6370758192929622,0.9178601839226431
Plpp4,2,2.887072276506683,0.0038884489586677165,1.0,1,0.37943586375369515,,0.4947706895073902,0.26410103800000007,,0.12266615279829882,0.013633189132495166,0.9178601839226431
3110082I17Rik,3,-2.8853352252399525,0.003909970789412911,1.0,2,-0.3613853778351963,-0.21529255713927498,-0.7198697380329806,-0.14899383833333335,0.03015040177472247,0.0158440373488318,0.5588625458828885,0.9178601839226431
Pcdhb1,3,-2.883886390901022,0.0039280043435007345,1.0,2,-0.4189542691761283,-0.8959372671735104,-0.18493657135487446,-0.17598896900000002,0.04883277623357211,0.4745411100632599,0.017351122083739717,0.9178601839226431
AI115009,3,-2.877175189343782,0.004012527607442826,1.0,1,-0.29925189704747474,-0.44422349927542193,-0.4017470075336691,-0.051785184333333234,0.014985696804764439,0.07997218209614283,0.5796266409383171,0.9178601839226431
Gm14957,3,-2.872630017268742,0.004070705374816396,1.0,1,-0.44711236603016724,-0.8878579390775778,-0.03288426401292373,-0.420594895,0.004352847479699516,0.7352991894428863,0.40949087818372193,0.9178601839226431
Bcl2l2,3,-2.8692484773191222,0.004114484298548233,1.0,1,-1.3485477229854543,-0.759552058274533,-0.21214733001516173,-3.073943780666668,0.02000430221954055,0.12412699252386793,0.35228133006458584,0.9178601839226431
Myrf,3,-2.865946576852687,0.00415764401715284,0.6666666666666666,2,-0.23920881960053522,-0.2562271201162609,-0.5182896576853446,0.056890318999999856,0.01058483909188843,0.027468600632394456,0.9194906267467627,0.9178601839226431
Gm14291,3,-2.8583401260124255,0.0042586364572993795,0.6666666666666666,1,-0.25153948224561834,-0.8477048680068608,-0.21559413239666114,0.3086805536666668,0.0007084493134958763,0.420672079556745,0.4807263092794572,0.9178601839226431
Gm37255,2,-2.856860832862012,0.004278533849984435,1.0,2,-0.4377613497432732,,-0.1859950388198795,-0.6895276606666669,,0.0360806074252128,0.0480642341314934,0.9178601839226431
Hcrtr1,3,-2.8567941823263108,0.004279432321773317,1.0,1,-0.3218886452613547,-0.7417883447350357,-0.09225429171569499,-0.13162329933333333,0.008650647093715939,0.709519846352064,0.21944602564507937,0.9178601839226431
Padi2,3,-2.855624406595303,0.004295229172753322,1.0,1,-0.28732481935709164,-0.22606247811553182,-0.10299862628907697,-0.5329133536666661,0.010413747311670794,0.47537450473936377,0.2804674715410896,0.9178601839226431
Vegfb,3,-2.8492747733139843,0.004381901845732854,1.0,2,-0.2904861493614826,-0.1777797540958037,-0.23602256332197769,-0.45765613066666644,0.047729392642539864,0.0038557170291363086,0.6180652397234238,0.9178601839226431
Nkx2-2,3,-2.8470276965526793,0.004412952281678527,0.6666666666666666,1,-0.12140100548057307,-0.3019954350151819,0.04170337690679604,-0.10391095833333336,0.0013279258471231915,0.9255199759781251,0.7127201078874362,0.9178601839226431
Cebpb,3,-2.8464766921925153,0.00442059652174263,1.0,2,-0.2712048222138603,-0.15745410919415548,-0.567521376114092,-0.08863898133333334,0.033397096884303916,0.01663740663352527,0.5559060007230302,0.9178601839226431
Syt15,3,-2.8381590421175416,0.004537456759860999,0.6666666666666666,1,-0.14717840618312697,-0.8775316080367181,0.43449479548733727,0.0015015940000000089,0.00012080314725964194,0.23102998555204438,0.9418238180871371,0.9326077792894103
Mycl,3,-2.83181549166149,0.004628454797716767,0.6666666666666666,2,-0.14067819047507815,-0.5160057352908751,-0.09129030580102615,0.1852614696666668,0.006840549776303264,0.007613320288067419,0.38298525106520426,0.9379647447946032
Fgf18,3,-2.828460558852195,0.004677246405964452,1.0,1,-0.278256361079049,-0.4710694988340389,-0.33331015073644155,-0.030389433666666577,0.002562759958192265,0.491249958485862,0.9296227588945355,0.9379647447946032
Evi5l,3,-2.8250138983949293,0.004727856522378813,1.0,1,-0.1938951024822669,-0.3478577572860111,-0.20428459882745642,-0.02954295133333318,0.009392767141356607,0.07285188046762514,0.9614851867853844,0.9379647447946032
Bak1,3,-2.8236577891058277,0.004747904890595839,1.0,1,-0.15983650173121075,-0.3172607381527337,-0.0017779273742317692,-0.16047083966666675,0.007197068192623253,0.9919121482097544,0.18898460225624297,0.9379647447946032
Btbd16,3,-2.8077159253074018,0.004989421836821395,0.6666666666666666,1,-0.25401400056752277,-0.7069613316435168,-0.08864766172571814,0.033566991666666664,0.0005679612063163329,0.35789449019839986,0.2948216582781639,0.9635901286762634
Aspg,3,-2.8069533728454226,0.005001248022602631,0.6666666666666666,1,-0.3370148513388858,-0.6682855690179812,-0.34830500733200953,0.005546022333333324,0.0016277708424874233,0.6222620289995251,0.9316815756809299,0.9635901286762634
Gm37960,3,2.8017684439221227,0.005082333809903432,0.6666666666666666,1,0.18233208685084146,1.0022677704438938,-0.15657633122470538,-0.29869517866666406,0.0005655528226337243,0.7659801488003973,0.9435036879642082,0.9635901286762634
Prrg1,3,-2.7962460295416878,0.005170002691424658,0.6666666666666666,2,-0.23018716647976833,-0.4861241745399498,0.3179912507673115,-0.5224285756666667,0.008575784400650006,0.4560963758225706,0.04701040539856848,0.9635901286762634
Kif20b,3,-2.79416963675923,0.005203317562761722,0.6666666666666666,2,-0.32050551261851407,-0.7518830560954122,0.03322748090653671,-0.24286096266666674,0.019576046197827966,0.8833518535511857,0.035317738330744836,0.9635901286762634
Gm15411,3,-2.7891534507173987,0.005284601941411897,1.0,1,-0.3578889846412239,-0.6444311902470536,-0.32752724500995134,-0.10170851866666664,0.07745813376377349,0.012794239135085332,0.26104309295899264,0.9635901286762634
Plp1,3,-2.7849100032871275,0.00535425816784918,1.0,1,-4.759188838279661,-0.4747261577104549,-0.04858729046184962,-13.754253066666678,0.004859296269883464,0.9147641101888152,0.38331947646443065,0.9635901286762634
Myh15,3,-2.783317879415847,0.005380606060939718,1.0,1,-0.58102177185344,-0.9659967756936751,-0.728444838199978,-0.048623701666666685,0.022728598802883932,0.09690746086324875,0.47132099848484227,0.9635901286762634
Cd83,3,-2.7820754835136388,0.005401247602876822,1.0,1,-0.2802618278179591,-0.2606049243662838,-0.19532822508759295,-0.3848523340000005,0.011877054168484035,0.21170894459866751,0.5768764262221683,0.9635901286762634
Nr4a1,3,2.7813329125222883,0.005413619012771933,0.6666666666666666,1,-0.33228798850581587,0.8480307550992148,-0.5852676822833303,-1.2596270383333321,6.957549489909681e-05,0.2621669076389709,0.5809894982563274,0.9635901286762634
Slc45a3,3,-2.7799137763844457,0.005437333348118765,0.6666666666666666,1,-0.3334756300275367,-0.786507836018961,-0.22278523539698236,0.008866181333333334,0.0017488823526665106,0.3539058438870634,0.6434485094009604,0.9635901286762634
Gm42463,3,2.778999575493421,0.005452659635987336,0.6666666666666666,1,0.5210569188093149,1.3457432071181765,-0.042675419356898336,0.2601029686666667,0.0019746773828207527,0.6945572684404924,0.49205363495364823,0.9635901286762634
Gm15513,3,2.776298923344578,0.005498163241786905,0.6666666666666666,1,0.4229713177279071,0.6775853551184596,-0.08436252760140528,0.6756911256666669,0.0009939893344552318,0.38642026770489424,0.5128553084418878,0.9635901286762634
Gm10069,3,2.7737986497832994,0.005540595884368135,1.0,1,0.380141021013415,0.9935691448727026,0.03673495316754216,0.11011896500000001,0.007649431534827921,0.848464314008582,0.277376432680908,0.9635901286762634
Saxo1,2,2.759818582611257,0.005783346757474943,1.0,1,0.040811334289026654,,0.0387260935780533,0.042896575,,0.5000000000000001,0.002593685813625579,0.9637477382439992
Tnfrsf22,3,-2.757419296374121,0.0058259592549006435,1.0,1,-0.38489328124568845,-0.8302175089734796,-0.31881476209691906,-0.00564757266666667,0.0038171943239285718,0.5045492811963233,0.8513791038206505,0.9637477382439992
9930014A18Rik,3,-2.755134627560212,0.005866798972979806,1.0,1,-0.40574397789514927,-0.6622530966249345,-0.4873704633938467,-0.06760837366666664,0.014596029566722866,0.20993211005976287,0.5214963011377987,0.9637477382439992
Cyp27a1,3,-2.755025443659432,0.00586875714084419,1.0,1,-0.303252032580885,-0.5228333175493072,-0.2188420198600145,-0.16808076033333336,0.009149599196553847,0.5477051486433674,0.40549648036273356,0.9637477382439992
Nkain1,3,-2.7504052628408022,0.005952160009988215,1.0,1,-0.2577226098989492,-0.19591551852319533,-0.41044684517365226,-0.166805466,0.05331980369972461,0.01007457052957766,0.5394905454687736,0.9637477382439992
Gab1,3,-2.7493694624091622,0.005971004083423518,1.0,1,-0.46700069607734296,-0.20706752960157004,-0.13839100063045873,-1.055543558,0.05924687755483989,0.5943401529321651,0.017646357316022383,0.9637477382439992
Tmsb15b1,3,-2.7471933666564343,0.0060107684891877716,1.0,1,-0.5562413796180778,-0.6831350881081417,-0.227824806079425,-0.7577642446666668,0.02538634606161339,0.3001747759553363,0.2187807905255622,0.9637477382439992
Gm15462,3,-2.7445597326703552,0.006059212631996963,0.6666666666666666,1,-0.24760725027935815,-0.9126578331043569,0.20952969526628237,-0.03969361299999999,0.003736146216967467,0.5391538976302673,0.23478055583520369,0.9637477382439992
Pld6,3,-2.7400502409592997,0.006142979333785827,0.6666666666666666,1,-0.23670874992240032,-0.5780774625501448,-0.19017392421705615,0.05812513700000001,0.002274217842309289,0.2662423326139716,0.5830108686934926,0.9637477382439992
Tmem125,3,-2.7394210262818977,0.006154749941843771,1.0,1,-0.447189957861528,-0.5560732785894658,-0.38638883732845164,-0.3991077576666665,0.013836785939011458,0.497779850150338,0.30176999991021525,0.9637477382439992
Gm37510,2,-2.737735534864562,0.006186380268349601,1.0,1,-0.27058687397024817,,-0.07574880194049617,-0.4654249460000002,,0.019844061059975278,0.10256377857654322,0.9637477382439992
Tmem98,3,-2.735265377718121,0.006233000284169693,0.6666666666666666,1,-0.1949279951816061,-0.5350126139351765,0.42864240905702466,-0.4784137806666665,0.005444079571932793,0.5350727819929133,0.15547726521894284,0.9637477382439992
Gpr37,3,-2.7303305376896447,0.006327085263319041,1.0,1,-0.22420432208583177,-0.25252082417225097,-0.05572475941857746,-0.3643673826666669,0.01225893997911368,0.8336859388059404,0.19266779888215546,0.9637477382439992
Gm16675,3,-2.7298488905328666,0.006336336207244231,1.0,1,-0.49439314110089727,-1.0691654397771033,-0.2515541311922551,-0.16245985233333332,0.02402566073379829,0.3305527085415591,0.23226280670608443,0.9637477382439992
Gm15906,2,-2.7296734677471974,0.006339708556420477,1.0,1,-0.6374227966817346,-0.44769821976326485,-0.8271473736002044,,0.020686490887321426,0.11483577777178902,,0.9637477382439992
S100a4,3,-2.7262168772878095,0.00640648880707587,1.0,1,-0.467222489066666,-0.686588210795291,-0.035151028404706866,-0.6799282280000001,0.018637381178002916,0.7169423013804916,0.1377363911504707,0.9637477382439992
Flnc,3,-2.7238953559662096,0.00645169448346613,0.6666666666666666,1,-0.3114779644276656,-0.5722314022815329,-0.406577798001464,0.044375307,0.003550807199363142,0.13819924881897083,0.5435227097666074,0.9637477382439992
Sdf2l1,3,2.722379149649873,0.006481373422255057,1.0,1,0.46016714644071227,0.6161289885737578,0.3127641360817126,0.4516083146666665,0.020627084060129624,0.394018469433948,0.24850908658622203,0.9637477382439992
Cenpw,3,-2.720302183682237,0.006522228279763501,1.0,1,-0.3025382705403396,-0.39534442199182074,-0.1629860269625314,-0.3492843626666666,0.02605446637616793,0.10488327226262649,0.47971430146607247,0.9637477382439992
Derl3,3,2.719638276555746,0.006535336401374983,0.6666666666666666,1,0.20947689632477615,0.6000881367697044,-0.10136423012870932,0.12970678233333333,0.004496337244884021,0.7872567176056641,0.3330779918632046,0.9637477382439992
Pdlim2,3,-2.71718280976885,0.0065840230322019525,1.0,1,-0.42059905785632284,-0.5206945911630552,-0.7351298844059135,-0.0059726979999999985,0.00626288000707418,0.2792215914100373,0.9349856377607658,0.9637477382439992
Foxf1,3,2.7111389805744106,0.006705251474382044,0.6666666666666666,1,0.14540002708977748,0.7497716214091223,-0.28242033180645665,-0.03115120833333332,0.0003783993703846256,0.5322450571990611,0.8034863329018307,0.9637477382439992
Gm26881,3,-2.7055708800653364,0.0068187094909056235,1.0,2,-0.3389584498505043,-0.47844083760104184,-0.4634995439504711,-0.07493496799999999,0.042254230246420756,0.007361925859710946,0.8327568198664268,0.9637477382439992
Gm17244,3,-2.7054657165241536,0.006820868848338358,0.6666666666666666,1,-0.41347338769139447,-0.7303370805948575,-0.5410039694793258,0.030920887,0.0010800002324833737,0.12349276918358217,0.1512313943241291,0.9637477382439992
Cyp2j12,3,-2.7001373969459435,0.006931084527948981,1.0,1,-0.28679757188294064,-0.49269703455841274,-0.10603383242374242,-0.26166184866666675,0.043216845563806054,0.5827025257328712,0.05034408786482317,0.9637477382439992
Sik1,3,2.696321302607895,0.007011000393458058,0.6666666666666666,1,0.11403136743192406,0.846622289484996,-0.4239710931892242,-0.08055709399999955,0.0003905557247743948,0.49737535895955975,0.823004954785699,0.9637477382439992
Csf1,3,-2.6951900761309253,0.007034848797869061,1.0,1,-0.2133509160625823,-0.2701366732668724,-0.1743759352542078,-0.19554013966666672,0.011096521425610878,0.4269879947987129,0.5050534197718506,0.9637477382439992
Asb4,3,2.6947931357727644,0.007043234304784385,1.0,1,0.4463944669523598,0.8550902793689037,0.38603974148817566,0.09805337999999997,0.015761174703560064,0.23819937483138018,0.5406450938581228,0.9637477382439992
Gm16576,3,-2.694005995515015,0.007059889475972257,0.6666666666666666,1,-0.18190725122196605,-0.5496065052250136,0.01679385522578214,-0.012909103666666671,0.0022063564449918464,0.945958971309603,0.7776309365461971,0.9637477382439992
Phlpp1,3,-2.6923889068751405,0.007094216597221327,1.0,1,-0.3629674907096865,-0.16824860736461034,-0.06262910476444983,-0.8580247599999993,0.02381917573097984,0.49973747328130536,0.18047681712493,0.9637477382439992
5930403N24Rik,3,-2.689542516585678,0.0071550032008008075,1.0,1,-0.3550307095342358,-0.8872034866376266,-0.14507210163174755,-0.032816540333333324,0.027496492032757777,0.42177698675886216,0.17918649537609724,0.9637477382439992
Slc2a9,3,-2.6883622914384575,0.007180344539308598,0.6666666666666666,1,-0.23453337350522743,-0.5441718665365594,-0.15982365664578957,0.00039540266666665547,0.0034093134297415962,0.5360978118983206,0.9875505220037758,0.9637477382439992
Gm5580,2,-2.6869336820550034,0.007211126847551391,1.0,2,-0.30015929722684764,-0.5245697925131991,-0.07574880194049617,,0.048540049813051,0.019844061059975278,,0.9637477382439992
Angptl6,3,-2.6799302594861283,0.007363750025723851,0.6666666666666666,1,-0.14420690303854974,-0.34921852701100864,0.027194551895359353,-0.11059673399999997,0.0048277421715567145,0.8932925759600301,0.41954600690700883,0.9637477382439992
Slc26a1,3,-2.679886184012631,0.0073647196545642895,0.6666666666666666,1,-0.1173794413532069,-0.5490084786038762,0.2528694838775889,-0.055999329333333334,0.003585806356677601,0.3864005259896376,0.2267474487883813,0.9637477382439992
Cnp,3,-2.6794758453505474,0.007373752309565861,0.6666666666666666,1,-0.22965237207627118,-0.2920040096538159,-0.47723883390833066,0.08028572733333306,0.005386874069487261,0.32810078797649583,0.9774282419997933,0.9637477382439992
1700047M11Rik,3,-2.677606831234895,0.007415020172321205,1.0,1,-0.5303501930797686,-0.5063730530588186,-0.15807035518048718,-0.9266071710000001,0.030971294818560435,0.7263641169024885,0.07475704603393243,0.9637477382439992
C1ql1,3,-2.6768058712799077,0.007432768704895869,1.0,1,-0.2972405386799133,-0.21905106307635158,-0.45323476096338844,-0.2194357919999999,0.0353377360632849,0.42695823356869184,0.1266664855832891,0.9637477382439992
Krtcap3,3,2.6756549542945924,0.007458338675980014,1.0,1,0.21309330785603084,0.5855615153770426,0.01849759152438324,0.03522081666666667,0.013108361980550175,0.9334670772995042,0.18630001698562226,0.9637477382439992
Dock2,3,-2.673673260694192,0.007502550962329441,0.6666666666666666,1,-0.11427754645239536,-0.27138249617574495,0.011405693485225576,-0.08285583666666674,0.025074665454382885,0.9690894861964384,0.05519711007220867,0.9637477382439992
Fos,3,2.671839176528661,0.0075436792911566285,0.6666666666666666,2,-0.26868647731089873,1.2960699447477566,-0.45955810701378574,-1.642571269666667,1.277205625581922e-06,0.4084378817341763,0.004203515770936689,0.9637477382439992
Gm44194,2,2.671120698095905,0.007559845803115052,1.0,1,0.06712537438216173,,0.07518542276432347,0.059065326,,0.019187629537671922,0.12447049717097966,0.9637477382439992
Il17rb,3,-2.669416586742475,0.0075983143572291,1.0,1,-0.3114193082241095,-0.5750543344951744,-0.26998643517715415,-0.08921715500000002,0.03498561717617865,0.5453901097380716,0.09777386204049057,0.9637477382439992
Fbxl17,3,-2.6645901953353737,0.007708219250289778,1.0,1,-0.2685646998435353,-0.20269585881146668,-0.19815391205247224,-0.404844328666667,0.031443509149034085,0.08698010485417991,0.5151190331846002,0.9637477382439992
Daglb,3,-2.6642500575559387,0.007716018223932806,0.6666666666666666,2,-0.19338099774131515,-0.220975464430051,-0.39152801712722773,0.03236048833333327,0.018088282555196386,0.02661174020580894,0.8376424922202471,0.9637477382439992
Gbp4,3,-2.6626213533757785,0.007753460649631262,0.6666666666666666,1,-0.10239318857326803,-0.975079697687975,0.7385265209681708,-0.07062638899999998,0.00840884330971368,0.30529665649689947,0.0610010875888853,0.9637477382439992
Fgfr2,3,-2.662009195772518,0.007767575637508151,0.6666666666666666,2,-0.42995728150193785,-0.2785921422600399,0.04713930542089351,-1.058419007666667,0.03763469500377832,0.8533694628205526,0.019074128762656548,0.9637477382439992
S1pr5,3,-2.658597120102561,0.007846673134862814,1.0,1,-0.3767471335885964,-0.217785820320481,-0.7426792521119752,-0.16977632833333312,0.09182774800972213,0.2272315074063454,0.04370325108976153,0.9676612421102335
Nhlrc3,3,-2.649811333648139,0.00805367308840805,1.0,1,-0.24801399308407066,-0.42257320535374276,-0.19035764256513588,-0.1311111313333333,0.024481473148278494,0.2421335723363115,0.3936752530202182,0.9787770355371265
Phospho1,3,-2.648762527867216,0.00807870761027072,1.0,1,-0.22534575239727694,-0.3647015275808734,-0.2588667589442908,-0.05246897066666667,0.007961982071249518,0.39313655718394996,0.7896198365537602,0.9787770355371265
Gm13293,3,-2.646489830623881,0.008133195058438588,0.6666666666666666,2,-0.318090088966885,-0.4876293999328505,0.07069331136552881,-0.5373341783333334,0.04350478340699,0.7831720515293319,0.012255267711053742,0.9787770355371265
BC037032,3,-2.6436893176112375,0.008200789048694498,0.6666666666666666,1,-0.4091266692049032,-0.7210724790916792,-0.5458307655230306,0.03952323700000002,0.008299807274297228,0.063868491748814,0.5946064090049539,0.9787770355371265
Gm26644,2,-2.6434079877526604,0.008207607018754422,1.0,1,-0.4102590115894593,-0.39535100603434525,-0.4251670171445734,,0.014699485373115906,0.3080922012153534,,0.9787770355371265
2610306M01Rik,3,-2.6412422065819636,0.008260264338221626,1.0,1,-0.20256525079219512,-0.24490169969804487,-0.34135232901187385,-0.021441723666666634,0.01133725318042855,0.1507788091783652,0.979640471998365,0.9787770355371265
Sema6a,3,-2.6406988204412767,0.008273523201906122,1.0,0,-0.2828709486347784,-0.22959225455002752,-0.12419940302097388,-0.4948211883333338,0.07720506705665045,0.2654980882593141,0.0600246856579362,0.9787770355371265
Ppp1r14a,3,-2.6374831519027446,0.00835237744776744,1.0,1,-0.9637985366198412,-0.35681029542758136,-0.3368952514319421,-2.197690063,0.09425332530175026,0.24268399102840654,0.04305647809215673,0.9823940827004155
Dnaic1,3,-2.6228446453328917,0.008719902390835668,1.0,1,-0.24223730108202957,-0.2119169205670488,-0.21424081801237316,-0.3005541646666667,0.26827739452265087,0.06948155012506632,0.00834013093850544,0.9999814863457843
B3gnt9,3,-2.622085550850447,0.008739349014132187,0.6666666666666666,1,-0.4116408859190553,-0.49283816081168474,-0.8127754526121478,0.07069095566666667,0.006547601058786579,0.14258102644720214,0.6639242111034075,0.9999814863457843
Gm29100,3,-2.612612787261064,0.008985303906434391,1.0,1,-0.48103337089214043,-0.5280816365739573,-0.772125470102464,-0.14289300600000007,0.04372890739087457,0.1081811138527812,0.37353282071841193,0.9999814863457843
Igfbp4,3,-2.6123000311759603,0.008993528822007942,0.6666666666666666,1,-0.032321133794776045,-0.2536831508140267,-0.37749772757030176,0.5342174770000003,0.01177680359845081,0.06753055047867497,0.7360570230293522,0.9999814863457843
H2-Q6,3,-2.602257380479167,0.00926123184920529,0.6666666666666666,1,-0.21244981579031422,-0.925673746126205,0.416343152421929,-0.12801885366666668,0.004862370344844853,0.5129354821047847,0.29536875494388704,0.9999814863457843
Sspn,3,-2.6016177572106107,0.009278520470384358,1.0,1,-0.43086247378750137,-0.4698722365739769,-0.16846704312186045,-0.6542481416666668,0.040250418657791026,0.6916289356463028,0.07525188932511322,0.9999814863457843
4933404O12Rik,3,-2.600899696947576,0.009297963503006922,1.0,1,-0.43021886047931374,-1.1183613532586767,-0.0776993688459311,-0.09459585933333337,0.008730959979919758,0.5773501223606234,0.6477508269571942,0.9999814863457843
Rnf125,3,2.5974737098074834,0.009391230902234093,1.0,1,0.3473288142363821,0.772622036376033,0.16233299499978004,0.10703141133333327,0.007738794081991556,0.47161518165348904,0.8175380740188449,0.9999814863457843
Egln3,3,-2.596056441615685,0.009430057331753334,1.0,1,-0.2430425196406613,-0.2908678887229348,-0.3743627031990493,-0.0638969669999998,0.014060447580504924,0.1555507226428466,0.9303141928277168,0.9999814863457843
Gm37551,2,-2.589516665393206,0.009611077059091257,1.0,1,-0.6350660516369158,,-0.07574880194049617,-1.1943833013333354,,0.019844061059975278,0.1495282540631239,0.9999814863457843
Gm45169,2,2.5807058211853415,0.009859856194637036,1.0,1,0.9027096042789825,,0.39767306855796436,1.4077461400000006,,0.11671889579475059,0.04028230328481017,0.9999814863457843
Foxred2,3,-2.5781315149645256,0.009933618307488777,1.0,1,-0.34508926511022125,-0.2821592375634516,-0.014703162433878703,-0.7384053953333334,0.08726966673741582,0.6081837856851044,0.0194439099524584,0.9999814863457843
Cend1,3,-2.5776480253745615,0.009947526536120166,0.6666666666666666,1,-0.4863634042067882,-0.7786786251773954,-0.7793737064429704,0.09896211900000118,0.00893770368253603,0.2621080171252846,0.9648399346650457,0.9999814863457843
Acat3,3,-2.576735144555353,0.009973834085455583,1.0,1,-0.4613705178441881,-0.2159396228082322,-0.2794641887243321,-0.888707742,0.15966646513885088,0.14382009482679614,0.028453483039105804,0.9999814863457843
Gm14508,2,-2.5738947403814283,0.010056086163149621,1.0,0,-0.1887495455239162,,-0.21777648904783242,-0.159722602,,0.08363081408918241,0.05608852441333173,0.9999814863457843
CAAA01147332.1,3,-2.5715758276197267,0.010123684285255745,1.0,1,-0.6222166874572643,-0.35299001045879663,-1.491405956579663,-0.022254095333333335,0.014141255753930588,0.17881579484026303,0.925385589161867,0.9999814863457843
Krt12,3,-2.5712322476054355,0.010133734252100068,1.0,1,-0.32140799982323537,-0.515138883032245,-0.3054403127707943,-0.14364480366666688,0.009590314446878573,0.4963195227875547,0.7258192402795293,0.9999814863457843
2310040G24Rik,3,-2.569768629824429,0.010176645735869003,0.6666666666666666,1,-0.3070321519321248,-0.9234061881156426,-0.0037183250140651047,0.0060280573333333365,0.0025552753030972045,0.9643598671182084,0.9827185958028214,0.9999814863457843
Poln,3,-2.56700088002105,0.010258235207763398,0.6666666666666666,1,-0.41188339336828533,-1.1869885694286064,-0.05904655534291625,0.010384944666666618,0.003943968081860615,0.6304610017332732,0.9159114819485941,0.9999814863457843
Rab37,3,-2.5654625113150207,0.010303835516743598,1.0,1,-0.3936090561349008,-0.6533296713545358,-0.5018634077168334,-0.025634089333333332,0.013192453618930011,0.2836282406225784,0.8032458689766951,0.9999814863457843
Kcnk13,3,-2.554834827530437,0.010623819753787496,1.0,1,-0.25735804951583047,-0.27349387746620213,-0.1989577567479559,-0.29962251433333326,0.09064348562101036,0.5747668654594527,0.022741813620032948,0.9999814863457843
Plxnb3,3,-2.5546925024865983,0.010628164265802468,1.0,1,-0.23501439694384896,-0.19680887052368767,-0.25722015364119244,-0.25101416666666676,0.03983061791059745,0.15334216729644679,0.41621137574569594,0.9999814863457843
Gpr62,3,-2.5477235999236076,0.010842834181815973,1.0,2,-0.3781505858399041,-0.4378901018219965,-0.6908470913643825,-0.005714564333333172,0.03615403002963344,0.023099982214027575,0.9806634824463608,0.9999814863457843
Gm37738,2,2.546515041497741,0.010880452236357151,1.0,1,0.3136908272100445,,0.1256841240867556,0.5016975303333333,,0.012403882448519447,0.21278813805409885,0.9999814863457843
Emx1,3,-2.5454699120447524,0.010913076819428994,0.6666666666666666,1,-0.3396340199727235,-0.2209660191409153,-0.8370928601105887,0.03915681933333334,0.008896883082971084,0.13480528164209027,0.6660891045753641,0.9999814863457843
P2ry2,3,-2.5430502531080403,0.01098894232982365,0.6666666666666666,1,-0.22932916172278595,-0.5047742137730404,-0.19619088006198404,0.012977608666666666,0.010196654750546395,0.09426946282429169,0.627643414176311,0.9999814863457843
Gbp3,3,-2.5415965461804237,0.011034746588415885,0.6666666666666666,1,-0.16802918706124634,-0.6842901330077806,0.4612375778240416,-0.28103500600000003,0.005287285676046559,0.21855708811566066,0.15431127290438137,0.9999814863457843
Gm12166,3,-2.5405737557449877,0.011067074852770776,0.6666666666666666,1,-0.11326496899441489,-0.23962601673366546,-0.15215643058291262,0.051987540333333415,0.003500004769569584,0.7418066881563773,0.9009850697977304,0.9999814863457843
Drp2,3,-2.5383853492014046,0.011136528562824186,0.6666666666666666,1,-0.9946800522856746,-1.0100503003621988,0.011068635838508811,-1.9850584923333336,0.006190742318753958,0.7929890513556148,0.4632811835241377,0.9999814863457843
Fnbp1,3,-2.538010459245138,0.011148465253559166,1.0,0,-0.44507521234922837,-0.37529402750915075,-0.22439755453853394,-0.7355340550000005,0.08030373151817771,0.06930959886230531,0.2743637492173426,0.9999814863457843
Plekhh1,3,-2.535478165336699,0.011229392867549133,1.0,1,-0.453691022954235,-0.20756767418880706,-0.44239186667389774,-0.7111135280000003,0.04239792592835458,0.3269789447639048,0.2358794672071743,0.9999814863457843
F830212C03Rik,2,2.5332524997479275,0.0113009515064559,1.0,1,0.4303203726314234,,0.14300183992951382,0.717638905333333,,0.27362144207986394,0.017475560471504628,0.9999814863457843
2210418O10Rik,3,-2.532858881203506,0.011313649009910413,1.0,1,-0.5345925574742724,-0.5032008094916964,-1.0373703342644527,-0.06320652866666787,0.02250207355568321,0.07899694515213306,0.9839689240321529,0.9999814863457843
Cercam,3,-2.531957293975395,0.011342780515839193,1.0,1,-0.2806291780508028,-0.589359696674876,-0.195772347144199,-0.05675549033333338,0.01046082217163789,0.5574596856052831,0.6939324363589837,0.9999814863457843
